Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
AHL UN Equity,Aspen Insurance Holdings Ltd,US,Financials,43.32,45.85,-87.5,341,3444.5,10829.6,613.5,591.2,16.2567,#N/A N/A,2594,#N/A N/A,16.693,2695.9305,#N/A N/A,31.6,-675.5
EQIX UW Equity,Equinix Inc,US,Financials,216.86,224.175,0,140.743,2597.68,7462,653.829,-36.268,21.3653,51.3073,2370.332,-92.058,29.011,11912.5327,962.838,264.953,3498.615
FLT UN Equity,FleetCor Technologies Inc,US,Information Technology,140.5,153.43,0,327.287,1558.807,4224.44,485.166,461.45,46.2697,#N/A N/A,1078.194,1.42,30.359,11778.3489,591.895,#N/A N/A,657.056
WDR UN Equity,Waddell & Reed Financial Inc,US,Financials,44.71,49.46,-110.671,311.197,791.821,1399.029,365.754,334.582,29.8585,#N/A N/A,1579.512,#N/A N/A,29.78,3738.3843,562.358,10.979,-338.967
DLR UN Equity,Digital Realty Trust Inc,US,Financials,72.94,66.38,-441.735,227.987,4103.56,9722.007,674.877,-334.417,22.8929,#N/A N/A,1585.153,#N/A N/A,16.067,9892.6967,833.195,190.768,4703.201
LVS UN Equity,Las Vegas Sands Corp,US,Consumer Discretionary,54.37,56.9,-2273.067,2696.863,8855.598,22027.781,4896.125,3805.385,26.733,43.2239,14823.541,143.708,33.306,43604.6404,4993.782,274.581,6791.508
SBNY UW Equity,Signature Bank/New York NY,US,Financials,117.13,123.35,0,279.634,2401.467,25950.485,582.697,570.286,60.3358,#N/A N/A,916.585,#N/A N/A,28.406,5893.2711,#N/A N/A,119.185,1759.465
CAB UN Equity,Cabela's Inc,US,Consumer Discretionary,54.95,54.44,0,203.217,1738.98,7215.464,211.77,-146.463,9.6974,43.9513,3562.473,5.172,38.106,3906.2523,453.355,#N/A N/A,3806.275
DISCK UW Equity,Discovery Communications Inc,US,Consumer Discretionary,27.88,30.51,0,1084,6670,16373,1248,1124,34.3944,67.3359,6126,-25,32.926,19037.4826,2448,325,6772
SERV UN Equity,ServiceMaster Global Holdings Inc,US,Consumer Discretionary,28.26,34.59,#N/A N/A,#N/A N/A,325,5111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.913,3775.3891,#N/A N/A,#N/A N/A,2672
OMF UN Equity,OneMain Holdings Inc,US,Financials,31.6,38.45,0,565.121,2510.118,11262.818,583.875,583.875,32.0362,#N/A N/A,3062.67,#N/A N/A,28.571,3628.7194,1718.448,795.593,5887.525
ACC UN Equity,American Campus Communities Inc,US,Financials,43.96,41.27,-156.246,63.818,2600.534,5753.861,270.925,-275.228,21.3432,#N/A N/A,719.79,#N/A N/A,12.502,4620.9975,347.29,93.514,2904.933
LYB UN Equity,LyondellBasell Industries NV,US,Materials,79.09,85.91,-1665,4555,9875,25631,5673,4217,12.7497,14.8635,46456,-198,48.564,39597.8296,6947,367,4082
BMR UN Equity,BioMed Realty Trust Inc,US,Financials,24.45,22.24,-189.434,63.708,3009.71,6238.312,298.953,#N/A N/A,23.3541,#N/A N/A,666.946,#N/A N/A,14.617,4957.6404,404.137,101.193,2818.805
VEEV UN Equity,Veeva Systems Inc,US,Health Care,28.76,30.87,0,33.244,381.207,492.553,85.219,58.848,20.9648,62.3339,289.013,3.265,41.168,3755.9116,64.792,#N/A N/A,-392.866
AVGO UW Equity,Broadcom Ltd,US,Information Technology,102.88,127.62,-284,263,3243,10491,1175,766,10.26,44.3429,4269,-70,41.032,26268.5076,1063,#N/A N/A,3905
EXR UN Equity,Extra Space Storage Inc,US,Financials,66,65.78,-201.712,209.806,1933.598,4225.895,329.239,-287.59,42.5856,#N/A N/A,624.312,#N/A N/A,16.096,7677.827,377.756,83.036,2125.655
STRZA UW Equity,Starz,US,Consumer Discretionary,29.52,33.24,0,264.591,46.5,1499.9,229.959,215.399,25.348,58.3141,1652.93,#N/A N/A,39.528,3070.6556,438.336,#N/A N/A,1145.3
QVCA UW Equity,Liberty Interactive Corp QVC Group,US,Consumer Discretionary,27.36,29.53,0,520,5628,17707,1721,372,11.3595,33.1521,9930,#N/A N/A,28.364,13030.3625,1645,382,4061
FI UN Equity,Frank's International NV,US,Energy,16.37,17.76,-46.171,179.51,1451.112,1705.94,311.201,127.437,27.379,50.7882,1115.684,-29.907,48.752,3392.6878,393.293,#N/A N/A,-468.066
HTZ UN Equity,Hertz Global Holdings Inc,US,Industrials,20.52,23.07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.356,9394.2637,#N/A,#N/A,#N/A
CXO UN Equity,Concho Resources Inc,US,Energy,110.85,108.92,0,510.511,5143.778,11038.095,1705.912,-506.195,32.0335,45.2047,2677.179,-2.746,58.098,12527.1672,1788.03,220.525,3279.619
LULU UW Equity,lululemon athletica Inc,US,Consumer Discretionary,66.24,68.44,0,237.872,1085.261,1284.487,350.374,226.538,21.7397,51.4613,1715.715,#N/A N/A,34.326,9405.5811,427.046,0,-633.582
TRCO UN Equity,Tribune Media Co,US,Consumer Discretionary,58.89,65.97,0,215.82,5129.374,11044.271,349.626,264.001,10.6853,78.3257,1695.5,14.33,#N/A N/A,5745.9736,442.625,129.42,2731.703
ANAT UW Equity,American National Insurance Co,US,Financials,104.04,104.75,-82.822,243.986,4409.101,23460.7,564.984,544.2,10.6985,#N/A N/A,3088.393,#N/A N/A,24.992,2795.7569,#N/A N/A,#N/A N/A,-26.793
AWK UN Equity,American Water Works Co Inc,US,Utilities,56.14,54.08,-210.744,389.284,4935.61,15715.647,1047.748,0.852,33.3194,#N/A N/A,2989.135,-47.257,17.308,10066.4102,1419.687,291.978,5798.797
WEX UN Equity,WEX Inc,US,Information Technology,92.05,106.99,0,188.786,1073.752,4579.562,62.793,14.057,40.0513,85.1718,788.066,-199.042,33.829,3568.6233,382.831,31.814,543.041
ASB UN Equity,Associated Banc-Corp,US,Financials,16.81,18.64,-63.117,184.479,2869.578,25653.822,246.419,189.171,27.8491,#N/A N/A,1023.833,#N/A N/A,#N/A N/A,2554.872,#N/A N/A,53.779,3923.178
PAY UN Equity,VeriFone Systems Inc,US,Information Technology,31.39,35.19,0,-38.081,1070.672,2681.514,199.067,114.056,0.3152,37.4601,1868.883,-29.518,37.043,3557.8946,219.531,#N/A N/A,618.228
CPN UN Equity,Calpine Corp,US,Utilities,20.88,21.2,0,639,3560,17172,638,181,23.2435,38.7037,7529,-14,27.591,8134.2116,2416,665,9925
GPRO UW Equity,GoPro Inc,US,Consumer Discretionary,49.75,41.98,#N/A N/A,46.481,350.661,589.058,#N/A N/A,#N/A N/A,7.4814,42.3382,1121.744,#N/A N/A,82.234,6356.6342,#N/A N/A,#N/A N/A,-237.749
GM UN Equity,General Motors Co,US,Consumer Discretionary,32.62,37.31,-1949,2612,43563,176908,9952,3078,0.2462,11.1271,156797,#N/A N/A,28.254,52410.4329,9145,416,-18782
DG UN Equity,Dollar General Corp,US,Consumer Discretionary,67.06,72.62,0,1032.147,5343.637,10877.372,1293.037,910.034,9.4262,30.7178,18464.474,0,23.052,20347.7431,2081.423,89.013,2550.908
CIT UN Equity,CIT Group Inc,US,Financials,43.82,46.25,-87.6,1008.9,9004,46481,1022,-2206.1,17.2344,#N/A N/A,3569.6,#N/A N/A,20.26,8018.0617,2624.4,1095.8,12709.2
KMI UN Equity,Kinder Morgan Inc/DE,US,Energy,41.05,41.01,-1730,1238,28769,77118,4779,957,28.8103,57.8993,16147,-234,28.324,87237.0126,6649,#N/A N/A,37471
UA UN Equity,Under Armour Inc,US,Consumer Discretionary,37.2348,39.7815,0,184.499,1254.141,1978.11,159.915,37.547,10.6592,49.3152,2871.925,-103.116,29.171,15403.2755,373.011,#N/A N/A,-57.821
HCA UN Equity,HCA Holdings Inc,US,Health Care,70.8,71.54,-10,1772,-6018,29825,4047,1969,14.2034,#N/A N/A,36118,#N/A N/A,30.83,29769.8357,6952,1770,27955
ORI UN Equity,Old Republic International Corp,US,Financials,14.04,15.16,-187.6,441.1,3923.3,16986.8,-142.4,-142.4,12.4162,#N/A N/A,5486.4,#N/A N/A,19.873,3662.883,#N/A N/A,21.1,745.1
DSW UN Equity,DSW Inc,US,Consumer Discretionary,35.56,37.69,-61.735,150.627,995.876,1450.232,231.355,140.024,9.8541,30.4114,2428.182,-2.756,24.977,3137.3474,305.256,0.244,-224.775
IBKR UW Equity,Interactive Brokers Group Inc,US,Financials,30.63,31.87,-22.465,40.6,5192.626,41608.206,307.412,288.606,40.9783,#N/A N/A,1148.9,#N/A N/A,21.696,12390.6175,554.13,64,1824.732
MNST UW Equity,Monster Beverage Corp,US,Consumer Staples,116.95,141.12,0,433.958,1386.44,1862.878,473.248,445.798,28.7206,53.5461,2400.149,15.881,28.312,19605.2552,714.78,#N/A N/A,-996.364
OPK UN Equity,OPKO Health Inc,US,Health Care,12.13,14.56,0,-135.5,887.344,1295.242,-85.233,-90.139,-150.5366,44.226,86.284,-2.662,31.299,5165.6516,-114.052,14.227,9.071
SIX UN Equity,Six Flags Entertainment Corp,US,Consumer Discretionary,42.96,45.29,-180.503,123.454,805.314,2748.769,392.946,284.407,22.1411,92.2845,1146.3,-16.084,28.584,4021.7131,365.673,73.43,1232.007
WTM UN Equity,White Mountains Insurance Group Ltd,US,Financials,644.58,667.15,#N/A N/A,356.02,4498.8,12188.3,93.1,86.5,16.2526,#N/A N/A,2181.8,#N/A N/A,19.548,3818.138,#N/A N/A,33.9,134.6
TDS UN Equity,Telephone & Data Systems Inc,US,Telecommunication Services,23.25,25.44,-57.438,-125.919,4485.808,8640.548,552.921,-253.224,-3.5695,38.5159,4895.894,-85.499,27.813,2508.7591,726.76,109.378,1106.482
MSCI UN Equity,MSCI Inc,US,Financials,53.82,56.11,0,287.03,1396.534,2880.279,296.765,237.921,34.172,69.1202,982.439,-28.285,20.716,6029.4742,411.857,22.942,344.761
VR UN Equity,Validus Holdings Ltd,US,Financials,39.65,41.64,-120.589,444.551,4295.17,10053.05,209.235,209.235,31.453,#N/A N/A,2097.368,#N/A N/A,15.814,3464.4929,#N/A N/A,64.305,599.461
FLOW UN Equity,SPX FLOW Inc,US,Industrials,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
TFSL UW Equity,TFS Financial Corp,US,Financials,14.02,14.1,-4.886,65.814,1839.457,11803.195,103.508,100.692,33.7013,#N/A N/A,396.584,#N/A N/A,12.882,4196.8169,#N/A N/A,103.251,957.236
RAX UN Equity,Rackspace Hosting Inc,US,Information Technology,44.96,49.67,0,94.435,1223.772,1724.542,501.142,51.293,8.1317,67.5011,1730.038,-26.073,31.843,6454.2064,505.035,2.125,-318.008
CLGX UN Equity,CoreLogic Inc/United States,US,Information Technology,33.2,33.34,0,45.484,1047.695,3574.914,301.369,247.169,8.2373,46.5203,1388.05,49.886,25.313,2979.3525,244.609,67.532,1262.288
DST UN Equity,DST Systems Inc,US,Information Technology,96.7,106.29,-48.9,422.2,1150.4,2888.9,285.1,158.4,11.1361,#N/A N/A,2710.1,-29.1,18.47,3680.3302,442.2,27.2,223.9
FBHS UN Equity,Fortune Brands Home & Security Inc,US,Industrials,44.79,46.32,-75.2,177.2,2340.6,4081.2,241.8,118,10.3133,34.5123,3938.6,-38.7,24.096,7066.4105,503.6,8.9,508.4
GWR UN Equity,Genesee & Wyoming Inc,US,Industrials,82.45,103.1,0,231.659,2304.269,5565.709,503.824,206.798,24.9484,#N/A N/A,1615.053,-37.395,27.415,4442.3727,554.986,58.651,1621.984
WTR UN Equity,Aqua America Inc,US,Utilities,27.05,26.44,-109.814,223.956,1615.36,5307.181,362.654,49.151,40.0463,#N/A N/A,775.592,0,19.165,4777.9456,437.29,76.875,1649.113
CVA UN Equity,Covanta Holding Corp,US,Industrials,20.44,21.67,-89,27,808,4287,559,359,10.0659,#N/A N/A,1669,#N/A N/A,18.714,2678.9989,371,122,2171
UDR UN Equity,UDR Inc,US,Financials,33.26,31.94,-248.667,121.893,3028.932,6898.088,360.583,-178.953,14.3984,#N/A N/A,801.913,#N/A N/A,16.159,8488.5472,477.8,131.022,3613.587
FCE/A UN Equity,Forest City Realty Trust Inc,US,Financials,24.5,25.25,-1.51,-25.016,1964.348,8208.93,250.88,-182.004,-3.4065,#N/A N/A,1019.855,#N/A N/A,24.365,4923.0783,210.136,272.606,4534.74
LAMR UW Equity,Lamar Advertising Co,US,Financials,56.02,58.1,-158.568,55.456,847.213,3369.76,403.225,291.376,19.992,64.7337,1270.716,-7.396,16.559,5346.0283,545.315,114.785,1913.123
SLG UN Equity,SL Green Realty Corp,US,Financials,126,126.93,-190.122,483.439,7817.842,17237.109,452.879,-1165.637,33.3264,#N/A N/A,1483.802,#N/A N/A,16.52,12429.5557,883.141,333.644,8056.158
HUN UN Equity,Huntsman Corp,US,Materials,21.96,22.46,-121,402,2396,9409,663,136,6.0801,16.9079,11332,-26,41.093,5362.5793,1146,#N/A N/A,3450
UHAL UW Equity,AMERCO,US,Industrials,286.11,326.82,-19.568,372.153,1842.253,6869.791,705.353,-435.692,22.9365,27.6041,2977.376,51.341,24.958,5609.9842,1017.417,95.271,273.046
JAZZ UW Equity,Jazz Pharmaceuticals PLC,US,Health Care,169.34,170.09,0,32.068,1340.613,3347.536,360.416,334.515,14.8233,89.426,1080.507,-61.887,33.819,10243.6605,281.318,#N/A N/A,765.744
ALLY UN Equity,Ally Financial Inc,US,Financials,18.71,20.78,-409,877,15190,149195,594,-9121,11.6153,#N/A N/A,9763,#N/A N/A,28.981,8982.5586,6906,2881,66855
AGR UN Equity,Avangrid Inc,US,Utilities,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
WRK UN Equity,WestRock Co,US,Materials,#N/A N/A,#N/A N/A,-101.1,479.6,4307.4,11039.7,1151.8,617.6,8.6346,19.541,9895.1,67.3,#N/A N/A,#N/A N/A,1438.9,95.3,2952.1
UFS UN Equity,Domtar Corp,US,Materials,38.3,45.2,-77,425,2938,6192,572,353,6.6931,13.711,5543,-3,37.454,2469.2133,757,#N/A N/A,1241
WSM UN Equity,Williams-Sonoma Inc,US,Consumer Discretionary,78.25,80.45,-124.818,295.615,1136.375,2303.947,426.895,246.508,10.4288,38.4526,4622.918,9.829,24.988,7205.973,641.635,#N/A N/A,-15.735
STLD UW Equity,Steel Dynamics Inc,US,Materials,17.04,18.22,-102.085,256.71,3037.989,7578.283,364.475,241.47,6.2853,10.7686,8103.009,-105.418,35.408,4096.6858,750.107,123.187,2902.261
OSK UN Equity,Oshkosh Corp,US,Industrials,42.85,48.79,-50.7,308.6,1985,4586.7,170.4,78.3,7.3926,17.3717,6808.2,#N/A N/A,32.345,3348.3163,630.1,71.4,581.2
SPLK UW Equity,Splunk Inc,US,Information Technology,51.65,67.25,0,-192.719,797.894,1129.208,86.881,73.638,-47.3967,85.613,403.393,-28.555,49.103,6263.2214,-179.583,#N/A N/A,-796.388
BRO UN Equity,Brown & Brown Inc,US,Financials,30.85,32.14,-58.08,229.726,2105.295,4945.748,364.82,339.718,26.2424,#N/A N/A,1525.941,-1.554,14.142,4435.1432,498.644,22.698,804.888
CRC UN Equity,California Resources Corp,US,Energy,51.2,71.6,#N/A N/A,#N/A N/A,4869,15657,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1974.272,#N/A N/A,#N/A N/A,-105
SYF UN Equity,Synchrony Financial,US,Financials,30.86,31.95,0,2021,9941,73469,5439,5439,25.8828,#N/A N/A,12460,#N/A N/A,20.59,25729.9752,4176,828,12776
ADI UW Equity,Analog Devices Inc,US,Information Technology,52.105,58.54,-454.225,629.32,4757.897,6859.69,871.536,693.623,26.2668,63.886,2864.773,#N/A N/A,26.066,16241.6761,894.454,34.784,-1993.679
HBI UN Equity,Hanesbrands Inc,US,Consumer Discretionary,27.845,31.885,-109.465,347.348,1464.67,5543.494,549.617,490.149,9.9156,35.1041,5087.94,-79.105,25.418,11125.9852,597.731,#N/A N/A,2075.67
BR UN Equity,Broadridge Financial Solutions Inc,US,Information Technology,47.99,53.23,-100.4,251.1,971,2078.6,410.2,374.4,15.1522,31.0753,2568.6,9.5,17.376,5759.5363,488.9,25.3,192.9
HRC UN Equity,Hill-Rom Holdings Inc,US,Health Care,47.76,47.92,-34.2,60.6,806.5,1751.3,210.3,147.6,7.2712,46.2547,1686.1,17.1,17.026,2698.4207,229,9.8,391.7
TERP UW Equity,TerraForm Power Inc,US,Utilities,32.54,34.73,#N/A N/A,#N/A N/A,1131.285,2613.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,59.565,4053.9841,#N/A N/A,#N/A N/A,1044.671
AFSI UW Equity,AmTrust Financial Services Inc,US,Financials,25.31,26.95,-49.932,426.534,2144.363,13220.307,1228.948,1153.931,13.0069,#N/A N/A,3852.977,#N/A N/A,44.756,4087.0081,#N/A N/A,46.487,232.764
CYH UN Equity,Community Health Systems Inc,US,Health Care,38.7439,39.9375,0,20,4665,27224,1287,534,6.7332,#N/A N/A,16931,-353,39.039,5475.739,2237,#N/A N/A,16791
BUFF UW Equity,Blue Buffalo Pet Products Inc,US,Consumer Staples,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
LC UN Equity,LendingClub Corp,US,Financials,18.77,20.37,0,-25.403,141.54,2814.846,23.309,4.054,-4.0497,#N/A N/A,492.38,#N/A N/A,#N/A N/A,6946.0473,303.384,315.774,2468.966
TAHO UN Equity,Tahoe Resources Inc,US,Materials,13.65,13.96,0,71.383,869.63,963.267,94.021,39.683,35.1642,61.4023,284.869,#N/A N/A,63.227,2015.3497,135.078,#N/A N/A,-38.667
RPAI UN Equity,Retail Properties of America Inc,US,Financials,17.69,15.83,0,45.072,2204.176,4890.887,259.617,-181.158,12.9922,#N/A N/A,597.773,#N/A N/A,14.951,4185.4536,298.849,135.532,2342.899
AJG UN Equity,Arthur J Gallagher & Co,US,Financials,44.43,46.99,-210.9,311.9,3256,9988,337,253.5,9.0956,78.3813,4271.3,-197.8,14.6,7169.8465,632.5,77.2,1981.5
MIK UW Equity,Michaels Cos Inc/The,US,Consumer Discretionary,25.8,28.2,-1,194,-2269,2030,416,283,12.9989,39.7225,4685,#N/A N/A,36.101,5271.0357,723,220,3142
BXLT UN Equity,Baxalta Inc,US,Health Care,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
BLD UN Equity,TopBuild Corp,US,Consumer Discretionary,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
ENR UN Equity,Energizer Holdings Inc,US,Consumer Staples,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
CC UN Equity,Chemours Co/The,US,Materials,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3966,6044,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
CABO UN Equity,Cable One Inc,US,Consumer Discretionary,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,853.288,1262.04,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-6.41
BW UN Equity,Babcock & Wilcox Enterprises Inc,US,Industrials,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
ULTA UW Equity,Ulta Salon Cosmetics & Fragrance Inc,US,Consumer Discretionary,131.94,140.76,0,240.553,1186.333,1922.759,373.742,152.186,12.6424,35.2932,3061.81,-2.488,23.554,8492.4044,511.852,0,-395.06
FEYE UW Equity,FireEye Inc,US,Information Technology,33.81,44.27,0,-340.578,1293.139,1735.761,-156.34,-233.41,-125.1878,59.1221,339.942,-74.459,59.658,5085.6965,-349.521,0.023,-397.865
ARMK UN Equity,Aramark,US,Consumer Discretionary,31.32,31.65,-52.186,148.956,1718.036,10455.693,398.159,-117.029,3.8062,9.9036,14832.913,#N/A N/A,22.438,7343.3596,1086.144,#N/A N/A,5333.904
HLT UN Equity,Hilton Worldwide Holdings Inc,US,Consumer Discretionary,25.97,28.27,0,541,4750,26324,1987,1686,12.6684,61.3357,10317,#N/A N/A,24.61,25570.5131,1950,686,11521
MIC UN Equity,Macquarie Infrastructure Corp,US,Industrials,71.46,78.61,-217.834,1036.883,2942.108,6377.598,221.72,80.035,-0.5075,42.8542,1206.303,0.103,21.31,5070.0851,109.292,54.376,2043.427
GLNG UW Equity,Golar LNG Ltd,US,Energy,28.36,31.02,-150.758,0.841,2393.805,3617.682,21.632,-1268.358,-13.5942,#N/A N/A,88.192,#N/A N/A,67.728,2645.4143,34.25,5.605,369.183
LITE UW Equity,Lumentum Holdings Inc,US,Information Technology,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
AKRX UW Equity,Akorn Inc,US,Health Care,42.58,53.81,0,12.583,309.391,1870.71,28.273,6.789,8.5377,46.437,437.145,-13.24,44.866,4591.4418,77.766,#N/A N/A,1014.809
AGNC UW Equity,American Capital Agency Corp,US,Financials,21.55,21.435,-1016,-31,9357,62348,2311,2311,-1.8382,#N/A N/A,544,#N/A N/A,16.307,7602.5964,#N/A N/A,411,49157
GRPN UW Equity,Groupon Inc,US,Consumer Discretionary,7.16,8.18,0,-163.125,727.955,2072.165,180.277,116.834,-0.1074,50.2481,2956.564,-24.567,53.986,4806.917,105.875,#N/A N/A,-855.168
SC UN Equity,Santander Consumer USA Holdings Inc,US,Financials,17.85,22.53,-52.316,633.242,3303.213,30641.292,3514.113,-1211.88,16.9788,#N/A N/A,5785.601,#N/A N/A,34.362,6229.3368,2142.56,499.62,26790.588
APLE UN Equity,Apple Hospitality REIT Inc,US,Financials,#N/A N/A,#N/A N/A,-207.802,41.115,3056.662,3807.198,223.54,164.142,2.8191,#N/A N/A,692.352,#N/A N/A,#N/A N/A,#N/A N/A,114.888,18.942,696.878
PAH UN Equity,Platform Specialty Products Corp,US,Materials,21,25.78,#N/A N/A,#N/A N/A,1579.582,2729.62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,40.912,4034.4648,#N/A N/A,#N/A N/A,464.702
ANET UN Equity,Arista Networks Inc,US,Information Technology,63.12,69.21,#N/A N/A,48.729,492.922,691.883,#N/A N/A,#N/A N/A,20.7498,67.2127,525.383,#N/A N/A,54.401,4066.5351,#N/A N/A,5.769,-365.765
AME UN Equity,AMETEK Inc,US,Industrials,47.9,53.14,-73.372,568.128,3467.807,6571.061,722.206,648.76,22.3853,35.4515,3940.289,#N/A N/A,25.186,11780.1797,1016.563,76.214,1267.071
CFG UN Equity,Citizens Financial Group Inc,US,Financials,23.9,24.84,#N/A N/A,#N/A N/A,19383,131341,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.482,13042.2434,#N/A N/A,#N/A N/A,10780
ADT UN Equity,ADT Corp/The,US,Industrials,34.4,39.22,-132,304,3128,10549,1519,777,19.3369,57.2477,3408,#N/A N/A,32.06,5887.6364,1699,#N/A N/A,5034
CCO UN Equity,Clear Channel Outdoor Holdings Inc,US,Consumer Discretionary,9.05,9.76,-386.581,-40.204,-132.568,6383.898,352.372,125.073,9.2459,45.7609,2965.346,-13.119,42.208,3257.4242,678.989,353.827,4729.021
COMM UW Equity,CommScope Holding Co Inc,US,Information Technology,28.105,31.5,0,180.049,1292.215,5058.722,248.066,214.131,14.5877,36.4758,3848.277,-64.745,47.424,5274.7925,832.991,203.199,2092.824
BKD UN Equity,Brookdale Senior Living Inc,US,Health Care,33.75,37.51,0,-43.431,2983.213,10797.714,273.894,-34.644,0.5972,41.9191,3313.836,29.119,24.883,6190.0768,415.966,181.45,6176.705
AGIO UW Equity,Agios Pharmaceuticals Inc,US,Health Care,115.92,107.28,0,-39.222,207.749,269.608,-65.195,-66.141,-68.9938,#N/A N/A,57.466,0,75.911,4246.033,-37.972,0,-237.887
GPK UN Equity,Graphic Packaging Holding Co,US,Materials,14.48,15.09,0,94.2,1098.3,4430.6,519.7,312.3,4.6844,17.9844,4314.3,#N/A N/A,26.529,4735.4479,473.2,#N/A N/A,2024
PF UN Equity,Pinnacle Foods Inc,US,Consumer Staples,35.97,36.3,-93.818,267.996,1728.984,5153.567,533.131,429.114,20.6194,26.6016,2595.172,-24.494,14.428,4218.2207,616.643,98.246,2159.831
ALSN UN Equity,Allison Transmission Holdings Inc,US,Industrials,31.32,31.82,-86.6,221,1353.5,4824.2,554.1,483.3,23.8139,44.9229,2074,-43.7,26.064,5560.1679,688.8,130.3,2381.8
PAG UN Equity,Penske Automotive Group Inc,US,Consumer Discretionary,48.35,49.33,-66.8,274.1,1655.4,6682.3,284.8,137.2,2.9652,15.0063,16575.7,-59.5,33.981,4362.4912,558.4,94.1,3582.6
LPNT UW Equity,LifePoint Health Inc,US,Health Care,65.24,71.96,0,139.3,2293.2,5550.4,408.5,241.1,6.4633,#N/A N/A,4172.8,-57.5,28.453,2953.5858,534.9,#N/A N/A,1959.1
NUS UN Equity,Nu Skin Enterprises Inc,US,Consumer Staples,40.98,54.18,-78.587,277.347,939.407,1573.249,-152.794,-275.409,14.905,82.2063,3015.674,8.863,53.623,2429.4658,499.315,#N/A N/A,-18.462
CBL UN Equity,CBL & Associates Properties Inc,US,Financials,20.62,20.02,-164.17,106.545,1573.908,6632.711,458.048,166.533,31.4644,#N/A N/A,1058.899,#N/A N/A,19.263,3510.8206,618.862,238.479,4666.35
NRF UN Equity,NorthStar Realty Finance Corp,US,Financials,31.5482,32.0653,-393.032,-261.878,3241.419,9870.773,283.4,-2576.361,31.4313,#N/A N/A,790.379,#N/A N/A,20.05,4219.0243,384.934,197.353,5808.341
AOS UN Equity,AO Smith Corp,US,Industrials,59.41,63.03,-52,197,1375.2,2486.8,255.4,157.4,11.822,36.1566,2288.1,#N/A N/A,22.77,5320.0829,332.4,5.5,-269.2
DATA UN Equity,Tableau Software Inc,US,Information Technology,80.76,94.01,0,-3.589,622.161,773.895,75.588,42.908,-0.168,91.0512,351.152,-24.407,42.829,5599.5523,11.153,#N/A N/A,-644.516
