"carat","cut","color","clarity","table","depth","cert","measurements_1","measurements_2","measurements_3","price"
3.01,"V.Good","I","VS2",56,64.5,"IGI",8.93,9.05,5.81,30291
0.3,"V.Good","E","SI2",61,59.9,"GIA",4.29,4.32,2.58,369
2.13,"Ideal","J","SI2",59,62,"GIA",8.21,8.25,5.11,12764
1.7,"V.Good","H","SI1",59,63.6,"GIA",7.43,7.54,4.76,12628
1.14,"V.Good","H","SI1",57,63.4,"GIA",6.59,6.65,4.2,6130
1.23,"Ideal","I","SI1",57,61.6,"EGL USA",6.95,6.88,4.26,5900
0.57,"Ideal","I","IF",59,60.1,"GIA",5.37,5.39,3.23,2180
0.41,"Ideal","D","VS1",56,62.8,"GIA",4.73,4.74,2.97,1044
0.56,"Good","J","SI2",59,63.2,"IGI",5.22,5.26,3.3,1010
0.42,"Ideal","E","SI1",60,59.4,"GIA",4.88,4.9,2.91,846
0.42,"Ideal","F","VVS2",56,62.4,"GIA",4.81,4.83,3.01,1370
1.07,"Ideal","E","VS2",58,62.7,"GIA",6.5,6.53,4.08,8121
0.8,"Ideal","E","VS2",56,63.2,"GIA",5.89,5.9,3.72,4352
2.66,"Ideal","G","VS2",57,62.3,"GIA",8.81,8.84,5.5,34059
1.01,"Ideal","D","VVS2",58,61.2,"GIA",6.45,6.46,3.95,12321
0.56,"Ideal","F","SI1",57,62.2,"GIA",5.26,5.3,3.28,1514
1.16,"Ideal","G","VVS2",61,60.1,"GIA",6.77,6.81,4.09,9731
0.7,"Ideal","F","VS1",57,62.1,"GIA",5.68,5.65,3.52,3190
1.03,"V.Good","I","SI1",56,63.3,"GIA",6.48,6.37,4.07,4889
0.72,"V.Good","I","IF",60,59.4,"GIA",5.83,5.92,3.5,3113
0.4,"Ideal","J","SI2",0.5,0.6,"IGI",4.66,4.69,2.95,740
2.07,"Ideal","K","IF",60,59.6,"HRD",8.3,8.32,4.95,14320
1.85,"Ideal","I","SI2",54,62.5,"IGI",7.81,7.86,4.9,8650
1.1,"V.Good","I","VVS1",57,63.2,"GIA",6.54,6.56,4.14,5367
0.3,"Good","E","VS2",59,64.4,"GIA",4.15,4.18,2.69,513
1.01,"Ideal","E","VVS2",58,62.2,"GIA",6.39,6.41,3.98,9921
0.74,"Ideal","F","SI1",55,62.8,"GIA",5.75,5.8,3.63,2307
0.54,"V.Good","E","VVS2",61,57.5,"GIA",5.38,5.47,3.12,2427
1.7,"Ideal","H","VS2",58,62.6,"GIA",7.58,7.62,4.76,14460
0.32,"Ideal","F","SI1",57,62.7,"GIA",4.38,4.4,2.75,810
0.58,"Ideal","E","SI2",58,62,"GIA",5.34,5.36,3.31,1280
0.44,"Ideal","J","SI1",58,61.7,"GIA",4.9,4.93,3.03,640
0.55,"V.Good","E","SI1",59,61.9,"GIA",5.17,5.28,3.23,1524
1.01,"Good","F","VVS2",55,66.1,"GIA",6.2,6.19,4.09,7098
0.5,"Ideal","F","VVS1",58,62.5,"GIA",5.09,5.04,3.17,2170
0.31,"Ideal","E","VS2",57,62.1,"GIA",4.31,4.32,2.68,830
0.3,"V.Good","E","VS1",62,62.4,"GIA",4.25,4.24,2.65,850
0.55,"Ideal","H","SI1",60,61,"GIA",5.29,5.27,3.22,1440
0.4,"Ideal","H","VS2",55,62.8,"GIA",4.73,4.7,2.96,1090
1.41,"Ideal","L","SI1",55,62.5,"GIA",7.14,7.17,4.47,4010
0.3,"Ideal","E","VS2",57,61.6,"GIA",4.33,4.34,2.67,522
0.32,"Ideal","E","VS2",58,61.7,"GIA",4.4,4.42,2.72,790
1,"V.Good","J","I1",60,58,"GIA",6.57,6.59,3.82,2670
0.3,"V.Good","F","SI1",57,63.7,"GIA",4.2,4.19,2.68,780
0.62,"Ideal","E","SI1",56,62.4,"GIA",5.45,5.48,3.41,2140
0.4,"Good","J","SI1",60,63.7,"GIA",4.62,4.64,2.95,870
0.23,"Ideal","F","VS2",56,62,"GIA",3.95,3.96,2.45,396
0.4,"V.Good","D","VS2",54,62.8,"GIA",4.68,4.66,2.93,999
1.51,"Ideal","D","FL",57,61.7,"GIA",7.39,7.34,4.55,37916
0.5,"V.Good","E","VS1",60,61,"GIA",5.1,5.08,3.11,1685
1.01,"Ideal","L","SI1",56,62.7,"GIA",6.39,6.42,4.02,2940
2.01,"Ideal","D","VVS2",56,62.6,"GIA",8.05,8.01,5.03,52090
0.8,"Ideal","E","VVS2",57,62.6,"GIA",5.92,5.95,3.72,4775
0.9,"Ideal","K","VS1",60,60,"GIA",6.25,6.28,3.76,2947
0.4,"Ideal","D","SI1",57,62.7,"GIA",4.69,4.72,2.95,1170
0.3,"Ideal","I","VVS1",59,62.3,"GIA",4.26,4.31,2.67,591
0.32,"Ideal","G","VVS1",57,62.5,"GIA",4.35,4.38,2.73,1000
0.6,"V.Good","H","VS2",58,62.3,"GIA",5.39,5.37,3.35,1975
1.34,"Ideal","H","VS2",57,62.7,"GIA",7,7.04,4.4,9019
1.52,"Ideal","E","SI2",57,62.4,"GIA",7.33,7.36,4.59,9151
0.35,"Ideal","D","VVS2",59,62.3,"GIA",4.51,4.53,2.82,1310
0.3,"V.Good","D","VS2",58,62.6,"GIA",4.26,4.23,2.66,840
0.31,"Good","H","VVS1",58,66.8,"IGI",4.11,4.2,2.79,670
0.3,"Ideal","G","SI2",57,62.5,"GIA",4.22,4.29,2.66,411
0.4,"Ideal","L","IF",58,61.8,"GIA",4.71,4.73,2.92,606
0.32,"Ideal","F","VVS2",60,60.8,"GIA",4.41,4.4,2.68,910
0.52,"Ideal","H","VS2",58,62.1,"GIA",5.13,5.16,3.19,1870
1.4,"Ideal","H","VS1",58,60,"GIA",7.26,7.29,4.37,10380
0.24,"Ideal","G","IF",58,61.2,"GIA",4.03,4.01,2.46,784
0.5,"V.Good","D","SI1",54.5,61.3,"IGI",5.11,5.14,3.14,1355
0.4,"Ideal","F","SI1",56,62.3,"GIA",4.72,4.69,2.93,1090
0.8,"Ideal","J","VVS1",59,61.1,"GIA",5.95,5.96,3.64,2996
0.7,"Ideal","D","VS2",58,61.4,"GIA",5.72,5.69,3.5,3479
0.31,"Ideal","F","SI1",57,61.4,"GIA",4.35,4.37,2.68,491
1.2,"V.Good","J","VVS2",59,62.5,"GIA",6.72,6.76,4.21,5621
0.41,"Ideal","G","SI1",58,62.3,"GIA",4.76,4.72,2.95,1050
1.19,"Ideal","E","IF",60,59.6,"GIA",6.91,6.9,4.11,16480
1.51,"V.Good","K","VVS2",58,63.9,"HRD",7.13,7.21,4.59,7753
0.36,"Ideal","G","SI1",55,62.6,"GIA",4.54,4.56,2.85,567
0.4,"V.Good","G","SI1",59,63.4,"GIA",4.64,4.63,2.94,748
0.52,"Ideal","D","SI1",56,62.6,"GIA",5.12,5.14,3.21,1800
1.25,"Ideal","L","VS1",58,62.2,"GIA",6.83,6.9,4.27,4608
0.31,"Ideal","D","SI1",60,60.3,"GIA",4.4,4.42,2.66,593
0.36,"Ideal","J","SI2",57,63.3,"GIA",4.55,4.53,2.87,790
0.5,"Ideal","E","SI1",59,60.6,"GIA",5.13,5.11,3.1,1410
0.36,"Ideal","H","VS2",57,63.1,"GIA",4.49,4.52,2.84,880
0.3,"Ideal","D","VS2",56,62.6,"GIA",4.28,4.29,2.68,788
1.02,"Ideal","F","IF",60,62,"GIA",6.45,6.43,3.99,9260
0.37,"V.Good","E","VS2",59,62.1,"GIA",4.59,4.61,2.86,1095
1.2,"Ideal","I","SI1",56,62.5,"GIA",6.78,6.82,4.25,6960
3.02,"Ideal","H","VS2",59,61.4,"GIA",9.31,9.26,5.71,47242
1.01,"Ideal","E","VVS2",59,61.7,"GIA",6.47,6.43,3.98,8160
0.8,"V.Good","G","SI2",60,61,"GIA",5.93,5.91,3.61,2810
0.41,"V.Good","K","SI2",0.6,0.6,"IGI",4.7,4.72,3,469
0.82,"Ideal","L","SI1",56,62.4,"GIA",5.96,5.99,3.73,1641
0.62,"Ideal","I","SI1",54,62.2,"GIA",5.46,5.5,3.41,1290
0.35,"Ideal","E","SI2",61,59.2,"GIA",4.59,4.61,2.72,543
0.9,"Ideal","G","VVS1",54,63,"GIA",6.16,6.13,3.87,6136
0.3,"Ideal","F","SI2",59,60.4,"GIA",4.3,4.32,2.6,435
0.83,"Ideal","G","VS1",62.2,62.2,"GIA",6.01,5.97,3.73,3710
3.24,"Ideal","E","SI2",56,62.5,"EGL USA",9.56,9.43,5.91,30540
1.51,"Ideal","G","VS1",57,62.3,"EGL Intl.",7.31,7.35,4.57,6859
0.4,"V.Good","H","SI1",57,62.2,"GIA",4.66,4.68,2.9,697
0.8,"Ideal","D","SI1",57,60.4,"GIA",6.01,6.03,3.64,3560
0.5,"Ideal","E","VS2",60,59.8,"GIA",5.15,5.12,3.07,2060
0.58,"Good","G","SI2",58,67.4,"IGI",5.06,5.09,3.42,1310
0.33,"Ideal","D","SI1",58,60.7,"GIA",4.46,4.48,2.71,625
2,"V.Good","L","VS2",57,64.5,"GIA",7.91,7.88,5.09,9870
0.7,"V.Good","G","SI2",56,64,"GIA",5.55,5.6,3.57,1690
0.9,"V.Good","J","SI2",56,63.4,"GIA",6.08,6.13,3.87,2608
0.7,"V.Good","H","SI1",60.5,63.4,"IGI",5.52,5.57,3.52,1648
0.3,"Ideal","D","VS2",56,61.9,"GIA",4.26,4.27,2.64,780
0.68,"Ideal","E","VS1",56,61.9,"GIA",5.62,5.65,3.49,2920
0.4,"V.Good","E","SI2",61,60,"GIA",4.74,4.71,2.84,668
0.62,"Ideal","D","VS1",56,62.6,"GIA",5.46,5.44,3.41,2427
0.57,"Ideal","F","VVS1",55,61.6,"GIA",5.35,5.32,3.28,2573
0.5,"Good","D","VS2",58,66,"GIA",4.88,4.93,3.24,1534
0.23,"V.Good","D","VVS2",61,62.1,"IGI",3.85,3.89,2.4,600
1.27,"Ideal","H","SI2",59,61.7,"GIA",6.92,6.96,4.28,5300
0.61,"Ideal","G","SI1",59.5,59.5,"GIA",5.55,5.53,3.29,1950
2.15,"Ideal","G","VS2",57,62.1,"GIA",8.29,8.24,5.13,29020
0.5,"Ideal","I","VS2",56,61.9,"GIA",5.11,5.07,3.15,1420
0.81,"Ideal","F","SI2",57,60.8,"GIA",6.02,6.08,3.68,3560
0.3,"Ideal","I","VS2",58,61.7,"GIA",4.3,4.32,2.66,472
1,"Ideal","F","SI2",56,62.6,"GIA",6.4,6.37,4,5560
1.2,"Ideal","G","SI1",59,61.6,"GIA",6.78,6.84,4.2,6990
1.51,"Ideal","K","SI1",58,62.5,"GIA",7.32,7.3,4.57,6981
0.6,"Ideal","L","VVS2",57,62.7,"GIA",5.4,5.36,3.37,1340
1.3,"Ideal","I","SI1",55,62.5,"GIA",6.95,6.99,4.35,8366
0.33,"Ideal","D","SI1",59,60.9,"GIA",4.46,4.49,2.73,477
1.51,"Ideal","F","VS1",59,61.9,"GIA",7.32,7.35,4.54,18150
0.6,"Ideal","E","VVS1",55,63.2,"GIA",5.32,5.38,3.38,2941
0.3,"V.Good","F","VVS2",62,63,"GIA",4.25,4.2,2.66,900
0.7,"V.Good","J","VS2",56,64.2,"GIA",5.59,5.55,3.58,1670
1.01,"V.Good","G","SI1",62,59.8,"GIA",6.49,6.51,3.89,5569
0.4,"Ideal","E","VS2",56,62.1,"GIA",4.76,4.73,2.95,1200
0.5,"V.Good","D","VVS2",54,63.7,"GIA",5.04,5.02,3.2,1990
0.3,"Good","G","VS1",57,66.1,"GIA",4.13,4.1,2.72,516
1,"V.Good","I","VS2",62,60.7,"GIA",6.38,6.46,3.9,7922
0.23,"Ideal","F","VVS1",58,60.8,"GIA",3.98,4,2.42,360
0.34,"Ideal","E","VS2",0.6,0.6,"IGI",4.45,4.48,2.82,592
0.36,"Ideal","F","VS2",56,62,"GIA",4.58,4.6,2.84,660
0.33,"Good","F","VS1",65,59.4,"GIA",4.47,4.54,2.68,547
1.2,"Ideal","F","SI1",62,58.2,"GIA",6.99,7.02,4.08,8313
0.71,"V.Good","G","VVS2",62,57.4,"GIA",5.86,5.89,3.37,3050
1,"Ideal","F","VVS1",61,60.1,"GIA",6.47,6.44,3.88,8000
0.3,"Good","G","SI2",57,65.9,"GIA",4.16,4.13,2.73,403
1.2,"Ideal","E","SI2",58,61.8,"GIA",6.77,6.79,4.19,7858
0.55,"Ideal","I","VVS1",60,61.7,"IGI",5.23,5.27,3.24,1483
0.5,"Ideal","E","SI1",57,62.1,"GIA",5.08,5.06,3.15,1450
0.3,"V.Good","E","IF",63,61.1,"GIA",4.29,4.32,2.63,784
0.3,"Ideal","F","SI2",57,61.9,"GIA",4.32,4.3,2.67,700
0.42,"Ideal","G","VVS2",58,61.5,"GIA",4.79,4.81,2.95,983
2.11,"Ideal","G","VVS1",56,62.4,"GIA",8.21,8.16,5.11,30750
2.02,"Ideal","F","IF",56,60.3,"GIA",8.29,8.22,4.98,55077
0.7,"V.Good","F","VVS1",56,63.8,"GIA",5.55,5.57,3.55,3348
0.3,"V.Good","F","VS1",59,63.6,"GIA",4.21,4.17,2.66,780
1.04,"V.Good","H","SI2",58,64,"HRD",6.32,6.39,4.06,3472
0.5,"V.Good","E","VS2",57,63.8,"GIA",5.03,5,3.2,1960
0.3,"Ideal","D","SI1",61.4,61.4,"GIA",4.3,4.28,2.64,730
0.43,"Good","J","SI1",58,66.3,"GIA",4.64,4.65,3.08,1047
0.31,"Ideal","E","SI1",59,59.2,"GIA",4.44,4.46,2.63,538
0.31,"Ideal","H","SI1",58,62.2,"GIA",4.34,4.31,2.69,740
0.3,"Ideal","E","SI2",60,61.7,"GIA",4.33,4.31,2.66,790
0.44,"Ideal","H","VVS1",58,61.5,"GIA",4.88,4.89,3.01,1370
0.33,"Ideal","F","SI1",58,61.4,"GIA",4.47,4.45,2.74,780
0.5,"Good","E","VVS2",57,65.1,"GIA",4.94,4.89,3.2,1767
0.9,"Good","J","VVS2",55,64.3,"GIA",6.07,6.03,3.89,4730
1.51,"Ideal","L","SI1",57,62.7,"GIA",7.36,7.3,4.59,6090
1.01,"V.Good","E","SI2",62,63.8,"EGL Other",6.36,6.31,4.04,4188
0.31,"Ideal","G","SI1",59,59.3,"GIA",4.45,4.47,2.64,534
0.3,"Ideal","E","VVS2",55,62.2,"GIA",4.29,4.27,2.67,950
0.51,"Ideal","E","VS1",60,62.3,"GIA",5.09,5.12,3.18,2180
1.11,"Ideal","H","VS2",60,59.9,"EGL Other",6.73,6.69,4.02,4305
0.3,"Ideal","E","VS2",56,60.8,"GIA",4.37,4.39,2.67,595
0.4,"Ideal","D","VS2",59,60.9,"GIA",4.74,4.73,2.88,1126
0.3,"Ideal","E","SI1",60.8,60.8,"GIA",4.34,4.31,2.63,740
0.73,"V.Good","D","SI2",56,62.8,"IGI",5.65,5.67,3.55,2135
1.8,"Ideal","G","VS2",56,61.7,"GIA",7.79,7.81,4.81,23456
1.03,"Ideal","D","VS1",59,59.5,"GIA",6.6,6.58,3.92,9400
1.01,"Ideal","F","VS2",58,62.4,"GIA",6.44,6.37,3.99,6550
1.4,"Ideal","G","VVS2",57,62,"IGI",7.12,7.17,4.43,11490
0.3,"Ideal","E","VS2",60,60.8,"GIA",4.38,4.36,2.66,576
0.41,"Good","G","I1",57,60.2,"GIA",4.75,4.77,2.87,545
0.34,"Ideal","E","VS2",57,62,"GIA",4.47,4.46,2.77,920
0.35,"Ideal","H","VS2",61,61.2,"GIA",4.54,4.52,2.77,920
2.01,"Ideal","K","VS2",58,62.3,"GIA",8.08,8,5.01,12489
0.4,"Ideal","G","VS1",59,60.4,"GIA",4.8,4.78,2.89,1180
1.02,"Ideal","E","VVS2",57,61.5,"GIA",6.47,6.49,3.98,8994
0.54,"Ideal","H","SI1",57,62.5,"GIA",5.2,5.2,3.25,1690
0.4,"Ideal","F","SI1",61,59.1,"GIA",4.83,4.8,2.85,1010
0.24,"Ideal","H","VVS2",55,62.4,"GIA",3.98,4.01,2.5,468
0.51,"V.Good","F","SI1",62,60.6,"GIA",5.13,5.2,3.13,1731
1,"V.Good","K","VS1",58,58,"GIA",6.46,6.49,3.88,3300
1.05,"V.Good","G","I1",57,64.2,"GIA",6.38,6.4,4.1,4840
0.3,"Ideal","F","VVS1",58,61.7,"GIA",4.28,4.31,2.65,867
0.4,"V.Good","J","SI1",56,63.1,"GIA",4.68,4.66,2.95,605
0.31,"Ideal","D","VVS1",60,60.5,"GIA",4.39,4.4,2.66,1095
0.4,"V.Good","J","VVS1",61,62.6,"GIA",4.68,4.72,2.94,990
1.52,"V.Good","F","I1",63,62,"IGI",7.31,7.37,4.55,4540
0.56,"Ideal","H","VVS2",60,60.2,"GIA",5.34,5.32,3.21,1924
0.32,"V.Good","G","VVS2",59,60.5,"GIA",4.44,4.49,2.7,625
0.4,"Ideal","E","VS2",58,62.4,"GIA",4.72,4.7,2.94,1160
0.73,"Ideal","E","SI1",55,61.2,"GIA",5.8,5.83,3.56,2930
0.51,"Ideal","F","VS1",59,60.5,"GIA",5.2,5.17,3.14,1819
0.3,"Ideal","H","SI1",0.6,0.6,"IGI",4.31,4.34,2.66,458
0.4,"Good","J","VS1",57,64.2,"GIA",4.58,4.66,2.97,593
0.5,"Good","D","VS2",62,65.9,"GIA",4.88,4.9,3.22,1570
0.3,"Ideal","G","IF",53,62.8,"GIA",4.26,4.29,2.68,677
0.39,"Ideal","F","VS1",55,62.1,"GIA",4.72,4.71,2.93,1040
0.34,"Ideal","F","I1",57,62.4,"GIA",4.44,4.47,2.78,429
0.33,"Ideal","E","VS1",57,61.4,"GIA",4.43,4.47,2.74,711
0.8,"V.Good","F","VVS2",57,62.2,"GIA",5.91,5.95,3.69,4667
0.31,"Ideal","D","SI1",57,62,"GIA",4.32,4.33,2.68,556
0.4,"Ideal","D","VS1",56,62.8,"GIA",4.7,4.74,2.97,1004
0.42,"Ideal","F","VVS2",57,61.8,"GIA",4.83,4.8,2.98,1430
0.31,"Ideal","H","SI2",57,62,"GIA",4.31,4.34,2.68,405
0.71,"Ideal","D","I1",56,62.4,"GIA",5.69,5.71,3.56,1988
0.44,"Ideal","E","VS1",58,61.9,"GIA",4.89,4.87,3.03,1350
0.4,"V.Good","E","SI1",62.1,62.1,"GIA",4.69,4.65,2.9,980
0.7,"V.Good","I","VVS2",59,60.5,"GIA",5.74,5.83,3.5,2355
1.01,"V.Good","J","VS1",58,63.9,"GIA",6.32,6.24,4.01,4580
0.36,"Ideal","H","VVS1",57,62.5,"GIA",4.55,4.53,2.84,960
2.01,"V.Good","H","VS1",58,62.9,"GIA",7.92,7.98,5,24028
0.3,"V.Good","D","SI2",60,58,"GIA",4.38,4.41,2.55,485
2.01,"V.Good","J","VVS2",58,62.4,"GIA",8.05,8.02,5.01,14637
0.52,"Ideal","I","SI2",55,61.9,"GIA",5.18,5.2,3.21,1002
0.41,"V.Good","G","SI2",57,63.9,"IGI",4.61,4.68,2.98,586
0.3,"Good","E","VS1",66,58.4,"GIA",4.37,4.42,2.57,757
0.3,"Ideal","G","VVS2",61,59.4,"GIA",4.39,4.4,2.61,649
0.3,"Ideal","F","VS2",59.4,59.4,"GIA",4.35,4.34,2.58,770
0.41,"Ideal","J","SI2",55,61.9,"GIA",4.8,4.82,2.98,579
1.4,"Ideal","H","SI1",59,61.7,"GIA",7.15,7.1,4.4,8710
0.42,"Ideal","F","VVS2",58,61.5,"GIA",4.81,4.83,2.96,1350
0.34,"Ideal","E","VS2",59,60.6,"GIA",4.5,4.53,2.74,628
0.56,"Ideal","G","SI1",57,61,"GIA",5.33,5.35,3.26,1686
0.5,"Ideal","D","SI2",59,62.1,"GIA",5.09,5.07,3.16,1650
0.32,"Ideal","F","SI1",59,60.3,"GIA",4.41,4.43,2.66,441
0.61,"V.Good","F","VS1",58,63.9,"GIA",5.35,5.31,3.41,2200
1,"Good","G","VS1",59,60.7,"GIA",6.39,6.36,3.87,5650
0.64,"Good","E","I1",63,57.3,"GIA",5.7,5.77,3.29,910
0.5,"V.Good","F","VS1",61,62.4,"GIA",5.01,5.03,3.13,1800
0.3,"Good","I","VS1",57,66,"GIA",4.19,4.13,2.74,770
1.12,"Ideal","F","SI2",56,62.4,"EGL USA",6.55,6.61,4.12,3775
0.91,"V.Good","J","VS1",57,63.7,"GIA",6.09,6.04,3.87,3060
1.82,"Ideal","G","SI1",58,61.7,"EGLUS",7.8,7.85,4.83,11457
0.2,"Ideal","D","VVS1",55,62.1,"GIA",3.78,3.81,2.35,335
1.01,"V.Good","G","VVS2",57,62.2,"GIA",6.39,6.43,3.99,8490
1.17,"Ideal","K","VS1",58.5,62.4,"IGI",6.7,6.73,4.19,4020
0.3,"V.Good","E","VS2",56,63.6,"GIA",4.24,4.21,2.69,810
0.8,"V.Good","I","VS2",60,61.1,"GIA",6.08,5.97,3.68,2830
0.3,"V.Good","D","IF",60,62.7,"GIA",4.27,4.22,2.67,1070
2.23,"Ideal","G","VS1",59,61.9,"GIA",8.37,8.29,5.16,31458
0.3,"V.Good","F","SI1",56,63.2,"GIA",4.27,4.25,2.69,499
1.06,"Ideal","K","VVS2",60,60.7,"GIA",6.61,6.58,4,3853
1.64,"Ideal","K","VVS2",57,62.1,"GIA",7.52,7.56,4.69,8200
1.71,"Ideal","H","SI2",57,63.1,"GIA",7.55,7.6,4.78,10041
0.5,"Good","F","VS1",63,62.1,"GIA",5.06,5.01,3.13,1670
0.33,"Ideal","F","VS1",59,60.5,"GIA",4.5,4.48,2.72,930
0.3,"Ideal","E","VS2",60,59.7,"GIA",4.35,4.32,2.59,860
0.23,"Ideal","E","VVS2",56,62.2,"GIA",3.92,3.95,2.45,498
0.9,"Good","G","VS1",61,56.9,"GIA",6.41,6.42,3.65,4813
0.65,"Ideal","G","VS1",56,63,"GIA",5.5,5.54,3.48,2385
0.5,"Ideal","E","VS1",60,60.3,"GIA",5.16,5.15,3.11,2160
3.01,"Ideal","H","VVS2",56,62.4,"GIA",9.16,9.23,5.74,53367
0.31,"Ideal","F","VS2",57,61.6,"GIA",4.39,4.37,2.7,820
0.31,"Ideal","E","VVS2",57,60.9,"GIA",4.37,4.35,2.66,930
0.45,"V.Good","F","SI2",58,63.3,"GIA",4.86,4.89,3.08,920
1,"V.Good","I","SI2",54,63.6,"GIA",6.29,6.3,4.01,3230
0.5,"Ideal","F","VS1",62,60.3,"GIA",5.15,5.13,3.1,1940
0.38,"V.Good","E","SI1",61,61.9,"GIA",4.57,4.6,2.84,920
0.3,"Ideal","G","VS2",58,61.1,"GIA",4.3,4.32,2.63,584
0.6,"Ideal","F","SI1",61,60.7,"GIA",5.44,5.43,3.3,1729
1.36,"Ideal","I","SI1",59,61.8,"GIA",7.1,7.12,4.4,7880
0.79,"Ideal","F","SI1",55,62.6,"GIA",5.89,5.9,3.69,3789
0.31,"Ideal","G","VVS2",56,62.7,"GIA",4.3,4.33,2.71,597
1.01,"Good","I","SI2",57,65.5,"GIA",6.12,6.15,4.02,3680
0.31,"Ideal","E","VVS1",56,62.6,"GIA",4.35,4.32,2.71,1010
0.5,"Ideal","F","VS2",56,63,"GIA",5.07,5.05,3.19,1970
0.71,"Ideal","K","SI2",62.3,62.3,"GIA",5.71,5.68,3.55,1340
1.05,"Ideal","G","VS1",58,61.1,"GIA",6.54,6.55,4,7500
0.6,"V.Good","I","SI1",57,64.1,"GIA",5.31,5.33,3.41,1424
0.91,"V.Good","J","SI1",56,65.4,"IGI",5.98,6.02,3.93,2710
0.32,"Ideal","F","SI2",61,60.1,"GIA",4.44,4.42,2.66,508
0.76,"Ideal","E","SI2",58,62.1,"GIA",5.81,5.87,3.63,2800
0.53,"Ideal","H","VS2",57,61.8,"GIA",5.19,5.2,3.21,1573
0.3,"Ideal","D","VS1",58,61.7,"GIA",4.31,4.29,2.65,930
1.5,"Ideal","J","SI2",56,62.9,"GIA",7.28,7.33,4.6,6510
0.42,"Ideal","H","VVS1",56,62.4,"GIA",4.78,4.81,2.99,1180
1.3,"Ideal","E","VS1",60,59.4,"GIA",7.06,7.12,4.22,10957
0.51,"Ideal","D","SI2",56,62.4,"GIA",5.08,5.11,3.18,1670
1.15,"V.Good","I","SI2",62,60.4,"GIA",6.76,6.73,4.07,4863
1.5,"V.Good","G","SI1",58,62.8,"GIA",7.23,7.27,4.56,9883
1.57,"Ideal","F","VS2",56,62.7,"GIA",7.42,7.47,4.67,13822
0.79,"V.Good","G","VVS1",63,59.8,"GIA",5.99,6.04,3.6,4050
1.5,"Ideal","G","VS1",58,62.5,"GIA",7.28,7.31,4.56,18760
0.9,"Ideal","F","VS2",55,62.8,"GIA",6.1,6.17,3.85,5168
2.2,"Ideal","F","SI1",58,62.7,"GIA",8.26,8.31,5.19,30127
0.42,"Ideal","E","VS2",57,62.7,"GIA",4.79,4.8,3.01,1350
0.3,"V.Good","F","VS2",63,59,"GIA",4.37,4.34,2.57,750
0.45,"Ideal","D","VS2",59,60.2,"GIA",4.96,4.94,2.98,1400
0.32,"Ideal","D","VS2",55,62.3,"GIA",4.38,4.4,2.73,691
1.2,"Ideal","D","SI1",57,62.6,"GIA",6.78,6.75,4.23,7220
0.36,"Ideal","I","VVS2",56,62.4,"GIA",4.53,4.55,2.83,668
0.63,"Ideal","J","VS2",59,61.6,"GIA",5.52,5.5,3.39,1700
0.5,"Ideal","J","SI2",60,60.2,"GIA",5.17,5.15,3.11,995
0.5,"Ideal","D","VS2",59,61,"GIA",5.14,5.11,3.13,1973
1.02,"V.Good","G","SI1",58,62.3,"GIA",6.41,6.46,4.01,6319
0.7,"Ideal","G","VS2",57,62.1,"GIA",5.69,5.73,3.54,2781
0.41,"Ideal","G","VVS2",55,62.3,"GIA",4.77,4.79,2.98,1240
0.4,"Ideal","E","VVS1",57,61.9,"GIA",4.7,4.73,2.92,1380
0.71,"Ideal","F","VS2",59,62,"GIA",5.72,5.73,3.55,2656
0.3,"V.Good","E","VVS1",64,56.7,"GIA",4.42,4.54,2.54,563
0.35,"Ideal","F","VS2",58,62.1,"GIA",4.48,4.51,2.79,682
1.5,"Ideal","H","SI1",55,62.2,"GIA",7.3,7.34,4.55,10390
1.16,"Good","J","VS2",57,64.3,"GIA",6.55,6.61,4.23,4880
1.23,"Ideal","E","SI2",56,62.2,"IGI",6.82,6.86,4.24,6350
1,"Good","E","SI1",55,66.3,"GIA",6.15,6.09,4.06,5450
1.01,"Ideal","I","SI2",59,61.4,"GIA",6.49,6.46,3.98,3920
0.41,"Ideal","G","IF",60,60.4,"GIA",4.84,4.82,2.92,1270
0.9,"V.Good","I","VVS2",53,64.5,"GIA",6.05,6.02,3.9,3960
0.63,"Good","G","SI1",61,60.8,"GIA",5.45,5.48,3.32,1316
2.2,"Ideal","H","SI1",61,61.9,"GIA",8.26,8.33,5.14,23281
0.46,"Ideal","F","I1",59,61.2,"GIA",4.96,4.99,3.04,620
0.58,"Ideal","F","VS2",57,61,"GIA",5.42,5.4,3.3,2350
1.31,"Ideal","I","VVS1",57,62.4,"GIA",6.98,7.05,4.38,8370
1.03,"Ideal","K","SI1",58,60.1,"IGI",6.54,6.57,3.94,3260
0.31,"Ideal","G","VS2",56,61.6,"GIA",4.36,4.34,2.68,596
0.72,"Ideal","G","SI2",55,62.2,"EGL Intl.",5.71,5.68,3.54,1410
0.5,"V.Good","E","VS1",61,62.4,"GIA",5.05,5.03,3.14,1810
1.51,"Ideal","F","VS2",59,61.1,"GIA",7.4,7.38,4.51,14016
0.4,"Ideal","F","SI2",60,60.4,"GIA",4.79,4.82,2.9,651
1.01,"V.Good","L","SI2",56,62,"GIA",6.5,6.44,4.01,2570
0.4,"Good","I","SI1",62.5,60.1,"IGI",4.68,4.71,2.82,546
0.42,"Ideal","E","VS2",60,59.3,"GIA",4.87,4.9,2.9,961
0.5,"Ideal","D","IF",61,59.7,"GIA",5.19,5.17,3.09,3737
