Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
AXS UN Equity,Axis Capital Holdings Ltd,US,Financials,51.09,50.9,-158.185,778.519,5880.124,20965.047,944.083,913.762,19.3448,#N/A N/A,4388.456,#N/A N/A,13.373,5221.7779,#N/A N/A,72.538,200.121
AHL UN Equity,Aspen Insurance Holdings Ltd,US,Financials,43.77,43.32,-87.5,341,3444.5,10829.6,613.5,591.2,16.2567,#N/A N/A,2594,#N/A N/A,14.583,2723.9353,#N/A N/A,31.6,-675.5
EQIX UW Equity,Equinix Inc,US,Financials,226.73,216.86,0,140.743,2597.68,7462,653.829,-36.268,21.3653,51.3073,2370.332,-92.058,27.271,12454.7106,962.838,264.953,3498.615
FLT UN Equity,FleetCor Technologies Inc,US,Information Technology,148.71,140.5,0,327.287,1558.807,4224.44,485.166,461.45,46.2697,#N/A N/A,1078.194,1.42,29.159,12466.6069,591.895,#N/A N/A,657.056
WDR UN Equity,Waddell & Reed Financial Inc,US,Financials,49.82,44.71,-110.671,311.197,791.821,1399.029,365.754,334.582,29.8585,#N/A N/A,1579.512,#N/A N/A,26.987,4165.6521,562.358,10.979,-338.967
DLR UN Equity,Digital Realty Trust Inc,US,Financials,66.3,72.94,-441.735,227.987,4103.56,9722.007,674.877,-334.417,22.8929,#N/A N/A,1585.153,#N/A N/A,16.126,8985.6885,833.195,190.768,4703.201
LVS UN Equity,Las Vegas Sands Corp,US,Consumer Discretionary,58.16,54.37,-2273.067,2696.863,8855.598,22027.781,4896.125,3805.385,26.733,43.2239,14823.541,143.708,32.523,46644.2135,4993.782,274.581,6791.508
SBNY UW Equity,Signature Bank/New York NY,US,Financials,125.96,117.13,0,279.634,2401.467,25950.485,582.697,570.286,60.3358,#N/A N/A,916.585,#N/A N/A,25.215,6337.5432,#N/A N/A,119.185,1759.465
CAB UN Equity,Cabela's Inc,US,Consumer Discretionary,52.71,54.95,0,203.217,1738.98,7215.464,211.77,-146.463,9.6974,43.9513,3562.473,5.172,36.012,3747.0166,453.355,#N/A N/A,3806.275
DISCK UW Equity,Discovery Communications Inc,US,Consumer Discretionary,33.72,27.88,0,1084,6670,16373,1248,1124,34.3944,67.3359,6126,-25,32.173,23143.949,2448,325,6772
SERV UN Equity,ServiceMaster Global Holdings Inc,US,Consumer Discretionary,26.77,28.26,#N/A N/A,#N/A N/A,325,5111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.744,3576.3329,#N/A N/A,#N/A N/A,2672
OMF UN Equity,OneMain Holdings Inc,US,Financials,36.17,31.6,0,565.121,2510.118,11262.818,583.875,583.875,32.0362,#N/A N/A,3062.67,#N/A N/A,24.495,4153.5058,1718.448,795.593,5887.525
ACC UN Equity,American Campus Communities Inc,US,Financials,41.36,43.96,-156.246,63.818,2600.534,5753.861,270.925,-275.228,21.3432,#N/A N/A,719.79,#N/A N/A,14.26,4347.6901,347.29,93.514,2904.933
LYB UN Equity,LyondellBasell Industries NV,US,Materials,79.39,79.09,-1665,4555,9875,25631,5673,4217,12.7497,14.8635,46456,-198,44.378,39748.03,6947,367,4082
BMR UN Equity,BioMed Realty Trust Inc,US,Financials,21.54,24.45,-189.434,63.708,3009.71,6238.312,298.953,#N/A N/A,23.3541,#N/A N/A,666.946,#N/A N/A,14.073,4252.9099,404.137,101.193,2818.805
VEEV UN Equity,Veeva Systems Inc,US,Health Care,26.41,28.76,0,33.244,381.207,492.553,85.219,58.848,20.9648,62.3339,289.013,3.265,52.38,3449.0134,64.792,#N/A N/A,-392.866
AVGO UW Equity,Broadcom Ltd,US,Information Technology,100.59,102.88,-260,300,3098,10262,1006,729,8.9845,42.4641,3417,57,41.159,25683.7984,740,#N/A N/A,4241
EXR UN Equity,Extra Space Storage Inc,US,Financials,58.64,66,-201.712,209.806,1933.598,4225.895,329.239,-287.59,42.5856,#N/A N/A,624.312,#N/A N/A,16.445,6821.6329,377.756,83.036,2125.655
STRZA UW Equity,Starz,US,Consumer Discretionary,29.7,29.52,0,264.591,46.5,1499.9,229.959,215.399,25.348,58.3141,1652.93,#N/A N/A,39.018,3100.9933,438.336,#N/A N/A,1145.3
QVCA UW Equity,Liberty Interactive Corp QVC Group,US,Consumer Discretionary,29.42,27.36,0,520,5628,17707,1721,372,11.3595,33.1521,9930,#N/A N/A,26.161,14011.1732,1645,382,4061
FI UN Equity,Frank's International NV,US,Energy,16.63,16.37,-46.171,179.51,1451.112,1705.94,311.201,127.437,27.379,50.7882,1115.684,-29.907,42.617,3446.5729,393.293,#N/A N/A,-468.066
HTZ UN Equity,Hertz Global Holdings Inc,US,Industrials,24.94,20.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.516,11417.7844,#N/A,#N/A,#N/A
CXO UN Equity,Concho Resources Inc,US,Energy,99.75,110.85,0,510.511,5143.778,11038.095,1705.912,-506.195,32.0335,45.2047,2677.179,-2.746,54.475,11272.7553,1788.03,220.525,3279.619
LULU UW Equity,lululemon athletica Inc,US,Consumer Discretionary,55.79,66.24,0,243.532,1126.667,1297.92,331.393,216.897,22.919,52.2871,1676.219,#N/A N/A,40.144,7921.7598,435.53,0,-725.073
TRCO UN Equity,Tribune Media Co,US,Consumer Discretionary,59.77,58.89,0,215.82,5129.374,11044.271,349.626,264.001,10.6853,78.3257,1695.5,14.33,#N/A N/A,5838.0958,442.625,129.42,2731.703
ANAT UW Equity,American National Insurance Co,US,Financials,114.26,104.04,-82.822,243.986,4409.101,23460.7,564.984,544.2,10.6985,#N/A N/A,3088.393,#N/A N/A,20.726,3070.3882,#N/A N/A,#N/A N/A,-26.793
AWK UN Equity,American Water Works Co Inc,US,Utilities,53.3,56.14,-210.744,389.284,4935.61,15715.647,1047.748,0.852,33.3194,#N/A N/A,2989.135,-47.257,17.081,9557.1724,1419.687,291.978,5798.797
WEX UN Equity,WEX Inc,US,Information Technology,98.92,92.05,0,188.786,1073.752,4579.562,62.793,14.057,40.0513,85.1718,788.066,-199.042,32.186,3834.9617,382.831,31.814,543.041
ASB UN Equity,Associated Banc-Corp,US,Financials,18.63,16.81,-63.117,184.479,2869.578,25653.822,246.419,189.171,27.8491,#N/A N/A,1023.833,#N/A N/A,#N/A N/A,2831.4851,#N/A N/A,53.779,3923.178
PAY UN Equity,VeriFone Systems Inc,US,Information Technology,37.2,31.39,0,-316.881,1108.596,2810.743,202.345,116.323,-2.3989,36.8917,1809.583,-30.263,36.18,4216.4281,171.683,#N/A N/A,660.249
CPN UN Equity,Calpine Corp,US,Utilities,22.13,20.88,0,639,3560,17172,638,181,23.2435,38.7037,7529,-14,25.104,8621.1735,2416,665,9925
GPRO UW Equity,GoPro Inc,US,Consumer Discretionary,63.22,49.75,#N/A N/A,46.481,350.661,589.058,#N/A N/A,#N/A N/A,7.4814,42.3382,1121.744,#N/A N/A,81.472,8077.7169,#N/A N/A,#N/A N/A,-237.749
GM UN Equity,General Motors Co,US,Consumer Discretionary,34.91,32.62,-1949,2612,43563,176908,9952,3078,0.2462,11.1271,156797,#N/A N/A,27.31,56089.7675,9145,416,-18782
DG UN Equity,Dollar General Corp,US,Consumer Discretionary,70.7,67.06,0,1033.216,5095.993,10825.794,1215.874,794.542,9.5829,30.7728,18121.903,0,20.639,21452.2135,2075.695,88.702,2809.756
CIT UN Equity,CIT Group Inc,US,Financials,47.83,43.82,-87.6,1008.9,9004,46481,1022,-2206.1,17.2344,#N/A N/A,3569.6,#N/A N/A,17.488,8751.8004,2624.4,1095.8,12709.2
KMI UN Equity,Kinder Morgan Inc/DE,US,Energy,42.31,41.05,-1730,1238,28769,77118,4779,957,28.8103,57.8993,16147,-234,27.249,89914.6895,6649,#N/A N/A,37471
UA UN Equity,Under Armour Inc,US,Consumer Discretionary,35.0755,37.2348,0,184.499,1254.141,1978.11,159.915,37.547,10.6592,49.3152,2871.925,-103.116,28.603,14510.0223,373.011,#N/A N/A,-57.821
HCA UN Equity,HCA Holdings Inc,US,Health Care,73.39,70.8,-10,1772,-6018,29825,4047,1969,14.2034,#N/A N/A,36118,#N/A N/A,26.75,31819.2482,6952,1770,27955
ORI UN Equity,Old Republic International Corp,US,Financials,14.63,14.04,-187.6,441.1,3923.3,16986.8,-142.4,-142.4,12.4162,#N/A N/A,5486.4,#N/A N/A,16.223,3816.8075,#N/A N/A,21.1,745.1
DSW UN Equity,DSW Inc,US,Consumer Discretionary,37.3,35.56,-61.735,150.627,995.876,1450.232,231.355,140.024,9.8541,30.4114,2428.182,-2.756,27.82,3290.8622,305.256,0.244,-224.775
IBKR UW Equity,Interactive Brokers Group Inc,US,Financials,29.16,30.63,-22.465,40.6,5192.626,41608.206,307.412,288.606,40.9783,#N/A N/A,1148.9,#N/A N/A,20.643,11795.965,554.13,64,1824.732
MNST UW Equity,Monster Beverage Corp,US,Consumer Staples,108.35,116.95,0,433.958,1386.44,1862.878,473.248,445.798,28.7206,53.5461,2400.149,15.881,25.589,18163.5691,714.78,#N/A N/A,-996.364
OPK UN Equity,OPKO Health Inc,US,Health Care,9.99,12.13,0,-135.5,887.344,1295.242,-85.233,-90.139,-150.5366,44.226,86.284,-2.662,28.555,4254.3166,-114.052,14.227,9.071
SIX UN Equity,Six Flags Entertainment Corp,US,Consumer Discretionary,43.15,42.96,-180.503,123.454,805.314,2748.769,392.946,284.407,22.1411,92.2845,1146.3,-16.084,29.117,4039.5,365.673,73.43,1232.007
WTM UN Equity,White Mountains Insurance Group Ltd,US,Financials,630.11,644.58,#N/A N/A,356.02,4498.8,12188.3,93.1,86.5,16.2526,#N/A N/A,2181.8,#N/A N/A,17.102,3732.4257,#N/A N/A,33.9,134.6
TDS UN Equity,Telephone & Data Systems Inc,US,Telecommunication Services,25.25,23.25,-57.438,-125.919,4485.808,8640.548,552.921,-253.224,-3.5695,38.5159,4895.894,-85.499,25.076,2724.5663,726.76,109.378,1106.482
MSCI UN Equity,MSCI Inc,US,Financials,47.44,53.82,0,287.03,1396.534,2880.279,296.765,237.921,34.172,69.1202,982.439,-28.285,20.036,5314.7205,411.857,22.942,344.761
VR UN Equity,Validus Holdings Ltd,US,Financials,41.56,39.65,-120.589,444.551,4295.17,10053.05,209.235,209.235,31.453,#N/A N/A,2097.368,#N/A N/A,13.825,3631.3827,#N/A N/A,64.305,599.461
FLOW UN Equity,SPX FLOW Inc,US,Industrials,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
TFSL UW Equity,TFS Financial Corp,US,Financials,14.885,14.02,-4.886,65.814,1839.457,11803.195,103.508,100.692,33.7013,#N/A N/A,396.584,#N/A N/A,11.491,4468.8447,#N/A N/A,103.251,957.236
RAX UN Equity,Rackspace Hosting Inc,US,Information Technology,46.81,44.96,0,94.435,1223.772,1724.542,501.142,51.293,8.1317,67.5011,1730.038,-26.073,47.85,6719.7821,505.035,2.125,-318.008
CLGX UN Equity,CoreLogic Inc/United States,US,Information Technology,31.59,33.2,0,45.484,1047.695,3574.914,301.369,247.169,8.2373,46.5203,1388.05,49.886,22.56,2834.8718,244.609,67.532,1262.288
DST UN Equity,DST Systems Inc,US,Information Technology,94.15,96.7,-48.9,422.2,1150.4,2888.9,285.1,158.4,11.1361,#N/A N/A,2710.1,-29.1,17.018,3583.2791,442.2,27.2,223.9
FBHS UN Equity,Fortune Brands Home & Security Inc,US,Industrials,45.27,44.79,-75.2,177.2,2340.6,4081.2,241.8,118,10.3133,34.5123,3938.6,-38.7,21.439,7142.139,503.6,8.9,508.4
GWR UN Equity,Genesee & Wyoming Inc,US,Industrials,89.92,82.45,0,231.659,2304.269,5565.709,503.824,206.798,24.9484,#N/A N/A,1615.053,-37.395,25.524,4844.8533,554.986,58.651,1621.984
WTR UN Equity,Aqua America Inc,US,Utilities,26.7,27.05,-109.814,223.956,1615.36,5307.181,362.654,49.151,40.0463,#N/A N/A,775.592,0,18.054,4716.1238,437.29,76.875,1649.113
CVA UN Equity,Covanta Holding Corp,US,Industrials,22.01,20.44,-89,27,808,4287,559,359,10.0659,#N/A N/A,1669,#N/A N/A,16.321,2884.7733,371,122,2171
UDR UN Equity,UDR Inc,US,Financials,30.82,33.26,-248.667,121.893,3028.932,6898.088,360.583,-178.953,14.3984,#N/A N/A,801.913,#N/A N/A,16.558,7865.8155,477.8,131.022,3613.587
FCE/A UN Equity,Forest City Realty Trust Inc,US,Financials,21.3,24.5,-1.51,-25.016,1964.348,8208.93,250.88,-182.004,-3.4065,#N/A N/A,1019.855,#N/A N/A,16.408,4281.5009,210.136,272.606,4534.74
LAMR UW Equity,Lamar Advertising Co,US,Financials,53.64,56.02,-158.568,55.456,847.213,3369.76,403.225,291.376,19.992,64.7337,1270.716,-7.396,17.276,5118.9032,545.315,114.785,1913.123
SLG UN Equity,SL Green Realty Corp,US,Financials,119.02,126,-190.122,483.439,7817.842,17237.109,452.879,-1165.637,33.3264,#N/A N/A,1483.802,#N/A N/A,17.007,11636.0518,883.141,333.644,8056.158
HUN UN Equity,Huntsman Corp,US,Materials,22.78,21.96,-121,402,2396,9409,663,136,6.0801,16.9079,11332,-26,38.415,5562.8214,1146,#N/A N/A,3450
UHAL UW Equity,AMERCO,US,Industrials,284.26,286.11,-19.568,372.153,1842.253,6869.791,705.353,-435.692,22.9365,27.6041,2977.376,51.341,22.673,5573.7098,1017.417,95.271,273.046
JAZZ UW Equity,Jazz Pharmaceuticals PLC,US,Health Care,163.73,169.34,0,32.068,1340.613,3347.536,360.416,334.515,14.8233,89.426,1080.507,-61.887,36.421,9904.3022,281.318,#N/A N/A,765.744
ALLY UN Equity,Ally Financial Inc,US,Financials,23.62,18.71,-409,877,15190,149195,594,-9121,11.6153,#N/A N/A,9763,#N/A N/A,23.049,11339.8201,6906,2881,66855
AGR UN Equity,Avangrid Inc,US,Utilities,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
WRK UN Equity,WestRock Co,US,Materials,#N/A N/A,#N/A N/A,-101.1,479.6,4307.4,11039.7,1151.8,617.6,8.6346,19.541,9895.1,67.3,#N/A N/A,#N/A N/A,1438.9,95.3,2952.1
UFS UN Equity,Domtar Corp,US,Materials,40.22,38.3,-77,425,2938,6192,572,353,6.6931,13.711,5543,-3,31.509,2592.9963,757,#N/A N/A,1241
WSM UN Equity,Williams-Sonoma Inc,US,Consumer Discretionary,75.68,78.25,-124.818,295.615,1136.375,2303.947,426.895,246.508,10.4288,38.4526,4622.918,9.829,31.574,6969.3039,641.635,#N/A N/A,-15.735
STLD UW Equity,Steel Dynamics Inc,US,Materials,19.74,17.04,-102.085,256.71,3037.989,7578.283,364.475,241.47,6.2853,10.7686,8103.009,-105.418,31.06,4745.8085,750.107,123.187,2902.261
OSK UN Equity,Oshkosh Corp,US,Industrials,48.65,42.85,-50.7,308.6,1985,4586.7,170.4,78.3,7.3926,17.3717,6808.2,#N/A N/A,27.301,3800.9486,630.1,71.4,581.2
SPLK UW Equity,Splunk Inc,US,Information Technology,58.95,51.65,0,-192.719,797.894,1129.208,86.881,73.638,-47.3967,85.613,403.393,-28.555,61.267,7148.4395,-179.583,#N/A N/A,-796.388
BRO UN Equity,Brown & Brown Inc,US,Financials,32.91,30.85,-58.08,229.726,2105.295,4945.748,364.82,339.718,26.2424,#N/A N/A,1525.941,-1.554,12.5,4731.2986,498.644,22.698,804.888
CRC UN Equity,California Resources Corp,US,Energy,55.1,51.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,2119.6971,#N/A,#N/A,#N/A
SYF UN Equity,Synchrony Financial,US,Financials,29.75,30.86,0,2021,9941,73469,5439,5439,25.8828,#N/A N/A,12460,#N/A N/A,18.559,24804.4965,4176,828,12776
ADI UW Equity,Analog Devices Inc,US,Information Technology,55.52,52.105,-454.225,629.32,4757.897,6859.69,871.536,693.623,26.2668,63.886,2864.773,#N/A N/A,24.854,17278.0975,894.454,34.784,-1993.679
HBI UN Equity,Hanesbrands Inc,US,Consumer Discretionary,27.905,27.845,-109.465,347.348,1464.67,5543.494,549.617,490.149,9.9156,35.1041,5087.94,-79.105,21.597,11149.9593,597.731,#N/A N/A,2075.67
BR UN Equity,Broadridge Financial Solutions Inc,US,Information Technology,46.18,47.99,-100.4,251.1,971,2078.6,410.2,374.4,15.1522,31.0753,2568.6,9.5,15.773,5542.3085,488.9,25.3,192.9
HRC UN Equity,Hill-Rom Holdings Inc,US,Health Care,45.62,47.76,-34.2,60.6,806.5,1751.3,210.3,147.6,7.2712,46.2547,1686.1,17.1,15.653,2624.0114,229,9.8,391.7
TERP UW Equity,TerraForm Power Inc,US,Utilities,30.88,32.54,#N/A N/A,#N/A N/A,1131.285,2613.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,60.227,3479.7332,#N/A N/A,#N/A N/A,1044.671
AFSI UW Equity,AmTrust Financial Services Inc,US,Financials,28.125,25.31,-49.932,426.534,2144.363,13220.307,1228.948,1153.931,13.0069,#N/A N/A,3852.977,#N/A N/A,43.872,4208.3666,#N/A N/A,46.487,232.764
CYH UN Equity,Community Health Systems Inc,US,Health Care,44.3823,38.7439,0,20,4665,27224,1287,534,6.7332,#N/A N/A,16931,-353,35.855,6272.612,2237,#N/A N/A,16791
BUFF UW Equity,Blue Buffalo Pet Products Inc,US,Consumer Staples,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
LC UN Equity,LendingClub Corp,US,Financials,25.3,18.77,0,-25.403,141.54,2814.846,23.309,4.054,-4.0497,#N/A N/A,492.38,#N/A N/A,#N/A N/A,9362.5465,303.384,315.774,2468.966
TAHO UN Equity,Tahoe Resources Inc,US,Materials,13.87,13.65,0,71.383,869.63,963.267,94.021,39.683,35.1642,61.4023,284.869,#N/A N/A,60.436,2047.7522,135.078,#N/A N/A,-38.667
RPAI UN Equity,Retail Properties of America Inc,US,Financials,16.69,17.69,0,45.072,2204.176,4890.887,259.617,-181.158,12.9922,#N/A N/A,597.773,#N/A N/A,15.602,3948.8536,298.849,135.532,2342.899
AJG UN Equity,Arthur J Gallagher & Co,US,Financials,47.08,44.43,-210.9,311.9,3256,9988,337,253.5,9.0956,78.3813,4271.3,-197.8,12.996,7597.4876,632.5,77.2,1981.5
MIK UW Equity,Michaels Cos Inc/The,US,Consumer Discretionary,24.73,25.8,-1,194,-2269,2030,416,283,12.9989,39.7225,4685,#N/A N/A,30.697,5052.018,723,220,3142
BXLT UN Equity,Baxalta Inc,US,Health Care,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
BLD UN Equity,TopBuild Corp,US,Consumer Discretionary,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
ENR UN Equity,Energizer Holdings Inc,US,Consumer Staples,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
CC UN Equity,Chemours Co/The,US,Materials,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
CABO UN Equity,Cable One Inc,US,Consumer Discretionary,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
BW UN Equity,Babcock & Wilcox Enterprises Inc,US,Industrials,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
ULTA UW Equity,Ulta Salon Cosmetics & Fragrance Inc,US,Consumer Discretionary,127.84,131.94,0,226.859,1126.041,1779.812,376.433,154.341,12.4668,35.1129,2934.869,-11.112,35.656,8228.5052,483.793,0,-463.204
FEYE UW Equity,FireEye Inc,US,Information Technology,31.58,33.81,0,-340.578,1293.139,1735.761,-156.34,-233.41,-125.1878,59.1221,339.942,-74.459,60.747,4750.2602,-349.521,0.023,-397.865
ARMK UN Equity,Aramark,US,Consumer Discretionary,31.15,31.32,-52.186,148.956,1718.036,10455.693,398.159,-117.029,3.8062,9.9036,14832.913,#N/A N/A,20.257,7303.501,1086.144,#N/A N/A,5333.904
HLT UN Equity,Hilton Worldwide Holdings Inc,US,Consumer Discretionary,26.09,25.97,0,541,4750,26324,1987,1686,12.6684,61.3357,10317,#N/A N/A,23.14,25688.6672,1950,686,11521
MIC UN Equity,Macquarie Infrastructure Corp,US,Industrials,71.09,71.46,-217.834,1036.883,2942.108,6377.598,221.72,80.035,-0.5075,42.8542,1206.303,0.103,21.944,5043.8337,109.292,54.376,2043.427
GLNG UW Equity,Golar LNG Ltd,US,Energy,36.47,28.36,-150.758,0.841,2393.805,3617.682,21.632,-1268.358,-13.5942,#N/A N/A,88.192,#N/A N/A,65.834,3401.9132,34.25,5.605,369.183
LITE UW Equity,Lumentum Holdings Inc,US,Information Technology,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
AKRX UW Equity,Akorn Inc,US,Health Care,36.2,42.58,0,12.583,309.391,1870.71,28.273,6.789,8.5377,46.437,437.145,-13.24,43.021,3903.4803,77.766,#N/A N/A,1014.809
AGNC UW Equity,American Capital Agency Corp,US,Financials,21.83,21.55,-1016,-31,9357,62348,2311,2311,-1.8382,#N/A N/A,544,#N/A N/A,15.894,7701.3772,#N/A N/A,411,49157
GRPN UW Equity,Groupon Inc,US,Consumer Discretionary,8.26,7.16,0,-163.125,727.955,2072.165,180.277,116.834,-0.1074,50.2481,2956.564,-24.567,53.343,5545.4099,105.875,#N/A N/A,-855.168
SC UN Equity,Santander Consumer USA Holdings Inc,US,Financials,19.61,17.85,-52.316,633.242,3303.213,30641.292,3514.113,-1211.88,16.9788,#N/A N/A,5785.601,#N/A N/A,33.028,6843.5459,2142.56,499.62,26790.588
APLE UN Equity,Apple Hospitality REIT Inc,US,Financials,#N/A N/A,#N/A N/A,-207.802,41.115,3056.662,3807.198,223.54,164.142,2.8191,#N/A N/A,692.352,#N/A N/A,#N/A N/A,#N/A N/A,114.888,18.942,696.878
PAH UN Equity,Platform Specialty Products Corp,US,Materials,23.22,21,#N/A N/A,#N/A N/A,1579.582,2729.62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,40.15,4224.322,#N/A N/A,#N/A N/A,464.702
ANET UN Equity,Arista Networks Inc,US,Information Technology,60.76,63.12,#N/A N/A,48.729,492.922,691.883,#N/A N/A,#N/A N/A,20.7498,67.2127,525.383,#N/A N/A,58.732,3914.491,#N/A N/A,5.769,-365.765
AME UN Equity,AMETEK Inc,US,Industrials,52.63,47.9,-73.372,568.128,3467.807,6571.061,722.206,648.76,22.3853,35.4515,3940.289,#N/A N/A,22.965,12943.4417,1016.563,76.214,1267.071
CFG UN Equity,Citizens Financial Group Inc,US,Financials,24.86,23.9,#N/A N/A,#N/A N/A,19383,131341,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13566.116,#N/A N/A,#N/A N/A,10780
ADT UN Equity,ADT Corp/The,US,Industrials,36.23,34.4,-132,304,3128,10549,1519,777,19.3369,57.2477,3408,#N/A N/A,30.119,6323.1301,1699,#N/A N/A,5034
CCO UN Equity,Clear Channel Outdoor Holdings Inc,US,Consumer Discretionary,10.59,9.05,-386.581,-40.204,-132.568,6383.898,352.372,125.073,9.2459,45.7609,2965.346,-13.119,32.487,3811.7262,678.989,353.827,4729.021
COMM UW Equity,CommScope Holding Co Inc,US,Information Technology,22.83,28.105,0,180.049,1292.215,5058.722,248.066,214.131,14.5877,36.4758,3848.277,-64.745,35.115,4284.7719,832.991,203.199,2092.824
BKD UN Equity,Brookdale Senior Living Inc,US,Health Care,36.67,33.75,0,-43.431,2983.213,10797.714,273.894,-34.644,0.5972,41.9191,3313.836,29.119,20.328,6725.6331,415.966,181.45,6176.705
AGIO UW Equity,Agios Pharmaceuticals Inc,US,Health Care,112.04,115.92,0,-39.222,207.749,269.608,-65.195,-66.141,-68.9938,#N/A N/A,57.466,0,73.125,4103.9125,-37.972,0,-237.887
GPK UN Equity,Graphic Packaging Holding Co,US,Materials,13.62,14.48,0,94.2,1098.3,4430.6,519.7,312.3,4.6844,17.9844,4314.3,#N/A N/A,24.462,4454.1989,473.2,#N/A N/A,2024
PF UN Equity,Pinnacle Foods Inc,US,Consumer Staples,35.3,35.97,-93.818,267.996,1728.984,5153.567,533.131,429.114,20.6194,26.6016,2595.172,-24.494,16.191,4139.6495,616.643,98.246,2159.831
ALSN UN Equity,Allison Transmission Holdings Inc,US,Industrials,33.9,31.32,-86.6,221,1353.5,4824.2,554.1,483.3,23.8139,44.9229,2074,-43.7,23.942,6018.1894,688.8,130.3,2381.8
PAG UN Equity,Penske Automotive Group Inc,US,Consumer Discretionary,49.07,48.35,-66.8,274.1,1655.4,6682.3,284.8,137.2,2.9652,15.0063,16575.7,-59.5,32.835,4427.4549,558.4,94.1,3582.6
LPNT UW Equity,LifePoint Health Inc,US,Health Care,71.91,65.24,0,139.3,2293.2,5550.4,408.5,241.1,6.4633,#N/A N/A,4172.8,-57.5,25.392,3255.5542,534.9,#N/A N/A,1959.1
NUS UN Equity,Nu Skin Enterprises Inc,US,Consumer Staples,43.7,40.98,-78.587,277.347,939.407,1573.249,-152.794,-275.409,14.905,82.2063,3015.674,8.863,53.982,2590.7188,499.315,#N/A N/A,-18.462
CBL UN Equity,CBL & Associates Properties Inc,US,Financials,19.42,20.62,-164.17,106.545,1573.908,6632.711,458.048,166.533,31.4644,#N/A N/A,1058.899,#N/A N/A,20.876,3306.5051,618.862,238.479,4666.35
NRF UN Equity,NorthStar Realty Finance Corp,US,Financials,29.3293,31.5482,-393.032,-261.878,3241.419,9870.773,283.4,-2576.361,31.4313,#N/A N/A,790.379,#N/A N/A,20.872,3922.287,384.934,197.353,5808.341
AOS UN Equity,AO Smith Corp,US,Industrials,56.41,59.41,-52,197,1375.2,2486.8,255.4,157.4,11.822,36.1566,2288.1,#N/A N/A,18.726,5051.4371,332.4,5.5,-269.2
DATA UN Equity,Tableau Software Inc,US,Information Technology,84.76,80.76,0,-3.589,622.161,773.895,75.588,42.908,-0.168,91.0512,351.152,-24.407,46.84,5876.8951,11.153,#N/A N/A,-644.516
