Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
EQIX UW Equity,Equinix Inc,US,Financials,310.57,303.69,-374.275,-178.06,1488.653,7705.666,861.973,-2.294,21.2373,52.4217,2633.526,-39.574,26.426,19245.6714,1074.667,290.659,4300.943
FLT UN Equity,FleetCor Technologies Inc,US,Information Technology,122.84,127.69,0,419.141,2962.571,8285.133,815.294,776.977,42.0875,#N/A N/A,1648.961,313.097,33.519,11321.0829,873.732,#N/A N/A,2000.898
WDR UN Equity,Waddell & Reed Financial Inc,US,Financials,27.44,23.42,-136.758,263.509,836.937,1442.789,315.383,284.353,27.8551,#N/A N/A,1552.708,#N/A N/A,39.039,2277.3019,509.103,11.059,-422.66
DLR UN Equity,Digital Realty Trust Inc,US,Financials,80.08,79.07,#N/A N/A,205.016,4035.651,9501.013,722.528,-100.317,21.153,#N/A N/A,1675.109,#N/A N/A,21.396,11719.2026,816.353,186.114,4725.581
LVS UN Equity,Las Vegas Sands Corp,US,Consumer Discretionary,45.1,48.28,-2574.502,2221.759,8386.351,20502.89,3655.834,2157.325,25.8277,45.1054,12242.719,-58.625,46.6,35895.4985,4167.75,265.704,7273.477
SBNY UW Equity,Signature Bank/New York NY,US,Financials,139.34,129.55,0,351.487,2821.677,31920.524,303.227,292.171,62.0058,#N/A N/A,1087.61,#N/A N/A,28.103,7399.5225,#N/A N/A,128.01,1962.161
CAB UN Equity,Cabela's Inc,US,Consumer Discretionary,42.07,47.98,0,189.149,1811.798,8034.207,311.801,-168.521,8.0089,43.4278,3864.499,-4.045,55.951,2916.2417,437.511,#N/A N/A,4514.082
DISCK UW Equity,Discovery Communications Inc,US,Consumer Discretionary,27.21,24.65,#N/A N/A,707,5886,15919,1077,966,31.4446,64.1812,6424,-130,31.93,17901.9633,2352,329,6795
SERV UN Equity,ServiceMaster Global Holdings Inc,US,Consumer Discretionary,42.21,37.93,0,163,522,5046,349,313,19.3774,47.4319,2570,-49,28.048,5715.5738,589,177,2410
OMF UN Equity,OneMain Holdings Inc,US,Financials,26.43,22.57,0,-69.827,2829,13284,459.818,459.818,1.8359,#N/A N/A,1791.88,#N/A N/A,47.621,3554.3978,836.064,657.159,5690
ACC UN Equity,American Campus Communities Inc,US,Financials,42.2,43.77,-173.531,114.482,2856.396,6026.102,237.789,-466.79,20.8487,#N/A N/A,748.002,#N/A N/A,22.995,4740.3003,361.346,93.563,2876.099
LYB UN Equity,LyondellBasell Industries NV,US,Materials,77.97,80.21,-1411,4467,7352,23935,6698,5338,17.0968,19.6751,35954,1006,35.289,35043.1344,7176,305,5242
BMR UN Equity,BioMed Realty Trust Inc,US,Financials,23.81,#N/A N/A,-265.786,209.475,3046.109,6460.696,280.53,-354.404,12.6149,#N/A N/A,675.988,#N/A N/A,27.15,4845.9966,343.324,83.862,2946.494
VEEV UN Equity,Veeva Systems Inc,US,Health Care,24.1,24.29,0,50.115,473.978,625.033,75.413,55.458,22.0076,65.016,381.963,-24.764,35.117,3205.1934,89.896,#N/A N/A,-339.468
AVGO UW Equity,Broadcom Ltd,US,Information Technology,133.71,133.97,-408,1364,4714,10592,2318,1725,23.9156,52.0955,6824,-187,43.117,36969.4195,2594,191,2127
EXR UN Equity,Extra Space Storage Inc,US,Financials,90.69,82.15,-250.757,225.489,2387.34,6002.836,367.298,-104.801,44.9308,#N/A N/A,721.695,#N/A N/A,22.294,11196.3078,446.135,88.323,2351.032
STRZA UW Equity,Starz,US,Consumer Discretionary,28.43,25.19,0,288.2,221,1616.5,187.8,173.1,28.9088,62.4286,1698.1,#N/A N/A,33.495,2943.1209,509.7,#N/A N/A,1151.2
QVCA UW Equity,Liberty Interactive Corp QVC Group,US,Consumer Discretionary,26.06,25.38,0,833,5802,18285,1568,1246,12.1163,36.5414,9871,#N/A N/A,24.864,12910.7081,1986,368,4401
FI UN Equity,Frank's International NV,US,Energy,14.63,13.89,-92.716,106.284,1466.619,1736.144,390.32,253.454,20.8321,47.7631,1090.644,25.141,40.647,3044.5936,331.646,#N/A N/A,-506.806
HTZ UN Equity,Hertz Global Holdings Inc,US,Industrials,9.08,8.5,0,-44,2338,24569,3406,-10075,5.5332,43.3386,10681,-5,56.269,4034.777,3832,#N/A N/A,16100
CXO UN Equity,Concho Resources Inc,US,Energy,95.13,90.24,0,196.658,6133.782,12527.562,1145.844,-1885.663,-3.3257,32.7467,2550.242,82.45,57.499,12285.5033,1080.799,213.34,3931.995
LULU UW Equity,lululemon athletica Inc,US,Consumer Discretionary,62.07,62.73,0,259.484,1059.959,1321.559,173.548,35.127,18.3782,48.6405,1958.738,#N/A N/A,48.695,8600.0223,429.134,0,-403.446
TRCO UN Equity,Tribune Media Co,US,Consumer Discretionary,32.95,35.9,-696.364,365.075,4302.463,10413.399,89.019,-4.308,14.0343,78.3841,2016.275,-18.547,40.718,3103.2222,534.497,161.166,3132.336
ANAT UW Equity,American National Insurance Co,US,Financials,97.18,101.67,-83.625,249.016,4445.034,23432.02,442.831,394.987,9.522,#N/A N/A,2951.13,#N/A N/A,17.476,2613.3162,#N/A N/A,#N/A N/A,-43.328
AWK UN Equity,American Water Works Co Inc,US,Utilities,64.91,64.82,-233.17,470.465,5165.452,17105.173,1112.643,-69.659,34.3076,#N/A N/A,3107.783,-131.162,19.279,11649.3621,1499.388,296.129,6249.47
WEX UN Equity,WEX Inc,US,Information Technology,72.61,65.3,0,128.896,1066.921,4348.504,546.044,480.197,28.1949,84.1719,853.859,366.271,35.051,2805.8179,327.352,46.904,685.498
ASB UN Equity,Associated Banc-Corp,US,Financials,17.55,17.2,-67.192,188.066,2953.797,27467.243,321.403,257.797,28.0114,#N/A N/A,1069.134,#N/A N/A,28.01,2638.2546,#N/A N/A,73.77,3337.48
PAY UN Equity,VeriFone Systems Inc,US,Information Technology,23.39,23.89,0,79.066,934.441,2473.062,249.287,142.795,5.3477,41.2922,2000.41,-75.432,32.69,2612.8225,276.375,#N/A N/A,590.459
CPN UN Equity,Calpine Corp,US,Utilities,15.31,12.56,0,492,3211,17898,898,349,17.5341,42.9104,6975,75,44.295,5463.2493,1905,625,11005
GPRO UW Equity,GoPro Inc,US,Consumer Discretionary,11.45,11.88,0,192.69,830.69,1209.281,179.953,142.983,14.8425,46.6915,1817.281,-26.641,76.043,1574.6467,294.291,#N/A N/A,-513.102
GM UN Equity,General Motors Co,US,Consumer Discretionary,29.64,29.44,-3062,4526,35135,189000,12633,5307,2.8533,15.0789,152352,#N/A N/A,26.323,46125.0827,12197,434,-12367
DG UN Equity,Dollar General Corp,US,Consumer Discretionary,75.06,74.25,-195.169,1144.276,5343.593,11288.293,1281.057,808.741,9.4631,30.9143,20020.683,0,26.731,21837.5443,2244.462,85.201,2924.176
CIT UN Equity,CIT Group Inc,US,Financials,29.35,29.81,-112.2,1163.1,10799.2,68125.5,1175.4,-1211.9,17.8255,#N/A N/A,3702,#N/A N/A,36.599,5898.4789,2406,1093.7,10960.6
KMI UN Equity,Kinder Morgan Inc/DE,US,Energy,16.45,18.09,-3540,1074,35842,85677,4482,535,24.7792,53.934,14718,197,70.591,36708.416,5894,#N/A N/A,42599
UA UN Equity,Under Armour Inc,US,Consumer Discretionary,44.1311,43.2322,0,214.68,1535.254,3035.502,-21.919,-292.584,10.23,48.5419,3687.828,-141.488,51.686,18437.1516,469.177,#N/A N/A,745.276
HCA UN Equity,HCA Holdings Inc,US,Health Care,69.58,69.21,-6,2074,-5812,31896,4803,2538,14.7011,#N/A N/A,39065,#N/A N/A,39.173,28365.5182,7630,1684,29164
ORI UN Equity,Old Republic International Corp,US,Financials,18.08,17.8,-190.8,394.6,3853.9,17327.8,755.1,755.1,10.9819,#N/A N/A,5660.2,#N/A N/A,22.454,4726.9544,#N/A N/A,40.1,801.6
DSW UN Equity,DSW Inc,US,Consumer Discretionary,24.01,26.2,-69.035,155.049,1028.133,1458.028,210.862,105.283,9.4482,30.13,2588.389,8.346,34.503,2079.509,316.875,#N/A N/A,-90.019
IBKR UW Equity,Interactive Brokers Group Inc,US,Financials,32.27,34.17,-23.845,39.1,5282,47226,1004.751,976.284,33.8342,#N/A N/A,1197.9,#N/A N/A,38.244,13224.0937,497.704,70.8,1047
MNST UW Equity,Monster Beverage Corp,US,Consumer Staples,135.03,125.5,0,533.324,4654.557,5603.738,411.017,376.738,31.9875,58.1774,2682.699,-101.145,34.399,27572.2231,886.412,#N/A N/A,-2785.427
OPK UN Equity,OPKO Health Inc,US,Health Care,8.04,9.3,0,-84.597,1969.368,3015.853,148.614,143.393,-59.1463,56.8546,241.08,-13.791,51.229,4381.8942,-118.859,7.986,-89.43
SIX UN Equity,Six Flags Entertainment Corp,US,Consumer Discretionary,50.27,50.86,-196.387,118.389,616.014,2720.459,448.477,344.293,24.7483,92.0295,1230.162,1.042,24.209,4616.657,410.274,75.38,1313.821
WTM UN Equity,White Mountains Insurance Group Ltd,US,Financials,713.09,766.86,-30.7,99.3,4206.3,10346,82.8,#N/A N/A,-8.1705,#N/A N/A,1719.6,#N/A N/A,20.124,4054.7473,#N/A N/A,25.1,183.3
TDS UN Equity,Telephone & Data Systems Inc,US,Telecommunication Services,23.19,26.72,-60.324,203.28,4703.736,9317.358,625.519,-178.371,7.1581,43.188,5198.847,-68.032,32.476,2522.1647,1202.1,130.414,1353.669
MSCI UN Equity,MSCI Inc,US,Financials,68.84,70.52,-85.382,208.582,1119.105,3366.791,328.726,297.716,36.2172,73.2166,1053.225,-18.668,24.716,7068.1997,459.088,55.282,585.361
VR UN Equity,Validus Holdings Ltd,US,Financials,44.24,44.91,-113.747,424.864,4082.987,11235.963,369.445,369.445,23.8257,#N/A N/A,2350.472,#N/A N/A,16.856,3624.3064,#N/A N/A,73.805,1820.154
FLOW UN Equity,SPX FLOW Inc,US,Industrials,23.84,18.73,#N/A N/A,#N/A N/A,1270.1,3410,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,54.337,984.3062,#N/A N/A,#N/A N/A,870.8
TFSL UW Equity,TFS Financial Corp,US,Financials,17.45,16.9,-19.49,71.965,1729.37,12368.886,99.102,93.58,37.1603,#N/A N/A,407.737,#N/A N/A,18.829,5048.8658,#N/A N/A,113.35,2013.258
RAX UN Equity,Rackspace Hosting Inc,US,Information Technology,20.21,21.53,0,130.116,1049.4,1753.8,530.486,91.377,9.8981,66.5895,1950.922,-52.252,56.206,2722.1938,584.218,5.544,120
CLGX UN Equity,CoreLogic Inc/United States,US,Information Technology,35.7,34.59,0,104.801,1009.002,3602.57,366.906,321.994,14.3013,49.8556,1482.736,-16.934,32.527,3146.9093,359.439,67.067,1216.281
DST UN Equity,DST Systems Inc,US,Information Technology,105.41,104.58,-44.1,545.5,1062,2667.5,220.9,99.1,11.0601,#N/A N/A,2808.3,6.8,26.249,3647.6048,434.4,24.7,413.7
FBHS UN Equity,Fortune Brands Home & Security Inc,US,Industrials,48.59,50.22,-86,272.3,2404.3,5082.2,407.6,275.5,9.8992,34.2171,4394.3,-20,28.62,7759.6212,542.4,23.7,990.8
GWR UN Equity,Genesee & Wyoming Inc,US,Industrials,49.58,56.72,0,227.476,2430.897,6716.546,466.718,146.683,21.2027,#N/A N/A,1901.175,45.962,44.592,2860.2159,582.62,60.797,2260.808
WTR UN Equity,Aqua America Inc,US,Utilities,31.53,30.57,-118.995,240.171,1728.681,5701.345,371.737,6.393,39.4647,#N/A N/A,808.526,0,20.218,5562.7756,447.362,75.808,1752.672
CVA UN Equity,Covanta Holding Corp,US,Industrials,14.14,13.93,-132,-13,628,4316,230,-101,7.3422,#N/A N/A,1648,#N/A N/A,37.311,1883.0238,323,127,2381
UDR UN Equity,UDR Inc,US,Financials,35.59,34.33,-276.816,235.662,3187.376,6922.73,416.184,105.781,18.3576,#N/A N/A,866.582,#N/A N/A,21.408,9325.122,527.077,121.497,3511.913
FCE/A UN Equity,Forest City Realty Trust Inc,US,Financials,19.7,18.65,0,9.968,3586.488,9960.241,259.343,-570.149,-48.8914,#N/A N/A,977.486,#N/A N/A,24.603,5115.7692,-237.21,192.409,4441.969
LAMR UW Equity,Lamar Advertising Co,US,Financials,56.11,57.13,-279.045,393.559,1005.86,3416.4,462.795,358.334,27.4868,65.0741,1334.123,-10.98,20.441,5420.0798,570.941,98.435,1939.357
SLG UN Equity,SL Green Realty Corp,US,Financials,96.61,88.18,-243.987,224.614,8377.695,19490.569,436.174,-2773.306,24.9454,#N/A N/A,1624.066,#N/A N/A,27.362,9757.5674,983.071,343.037,9927.314
HUN UN Equity,Huntsman Corp,US,Materials,8.63,10.86,-122,51,1791,10236,804,100,4.1857,17.5948,10918,110,83.899,2117.643,864,215,4441
UHAL UW Equity,AMERCO,US,Industrials,366.65,342.81,-39.188,430.684,2143.618,7600.545,1002.536,-160.309,24.0918,24.0918,3196.793,9.854,28.608,7189.1955,1143.209,94.573,160.763
JAZZ UW Equity,Jazz Pharmaceuticals PLC,US,Health Care,128.74,121.58,0,328.386,1563.477,3464.3,544.623,498.484,40.5095,91.8217,1312.064,-15.012,44.972,7917.2207,647.163,#N/A N/A,290.833
ALLY UN Equity,Ally Financial Inc,US,Financials,15.85,17.58,-1424,-221,14599,156105,4899,-638,12.2521,#N/A N/A,9378,#N/A N/A,28.236,7635.7718,6578,2496,67612
AGR UN Equity,Avangrid Inc,US,Utilities,38.45,38.79,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,11923.8064,#N/A,#N/A,#N/A
WRK UN Equity,WestRock Co,US,Materials,31.8219,30.4599,-214.5,507,11783.9,25356.8,1203.6,618.1,7.7276,19.4248,11381.3,106.1,46.494,9065.9867,1620.3,132.7,5404.1
UFS UN Equity,Domtar Corp,US,Materials,32.25,35.19,-99,156,2659,5789,502,221,5.2543,17.3766,5329,7,29.587,2026.9105,643,#N/A N/A,1160
WSM UN Equity,Williams-Sonoma Inc,US,Consumer Discretionary,51.66,52.11,-126.511,315.977,1116.533,2435.676,432.941,223.742,10.2159,37.6172,4931.911,-26.786,27.627,4641.3297,670.068,#N/A N/A,127.736
STLD UW Equity,Steel Dynamics Inc,US,Materials,18.35,18.19,-121.923,77.897,2955.785,6842.541,1027.878,912.541,2.6665,10.3179,8520.458,277.796,37.059,4441.8572,529.864,162.074,2173.613
OSK UN Equity,Oshkosh Corp,US,Industrials,32.93,34.5,-53.1,229.4,1911.1,4613,82.5,-75.5,6.5365,17.0414,6098.1,#N/A N/A,42.572,2407.5543,523.1,70.1,895.6
SPLK UW Equity,Splunk Inc,US,Information Technology,46.29,43.6,0,-256.477,840.946,1379.112,130.141,102.895,-44.6441,83.173,595.803,-43.107,41.861,5947.1144,-247.626,#N/A N/A,-948.531
BRO UN Equity,Brown & Brown Inc,US,Financials,30.25,32.31,-62.627,207.055,2185.735,5002.192,390.31,372.803,23.4131,#N/A N/A,1649.012,#N/A N/A,19.081,4264.2018,495.142,39.404,700.476
CRC UN Equity,California Resources Corp,US,Energy,14.3,5.6213,-5860,-2363,2355,11913,892,118,-133.4212,15.4686,2657,#N/A N/A,158.424,554.1628,-2476,316,6416
SYF UN Equity,Synchrony Financial,US,Financials,28.42,26.95,0,2198,12158,79442,5341,5341,26.149,#N/A N/A,13446,#N/A N/A,31.072,23697.3311,4794,1116,11610
ADI UW Equity,Analog Devices Inc,US,Information Technology,53.86,52.99,-491.059,696.878,5072.959,7062.178,907.798,753.838,24.1869,65.7701,3435.092,#N/A N/A,32.98,16729.4275,1053.081,27.03,-2155.592
HBI UN Equity,Hanesbrands Inc,US,Consumer Discretionary,30.57,28.49,-151.682,399.129,1250.299,5819.4,205.615,114.095,9.7242,36.6282,5844.588,-14.878,38.459,11977.9852,672.754,#N/A N/A,2494.766
BR UN Equity,Broadridge Financial Solutions Inc,US,Information Technology,53.56,56.13,-129.1,288.1,924.2,2299.5,389.7,330.5,16.9295,31.9344,2733.1,-32.6,20.19,6351.4734,568.7,26,448.1
HRC UN Equity,Hill-Rom Holdings Inc,US,Health Care,48.88,46.35,-37.1,47.7,1156.9,4457.6,213.8,92.5,4.1797,44.2762,1988.2,-39.7,25.326,3191.938,201.3,18.4,2040.4
TERP UW Equity,TerraForm Power Inc,US,Utilities,9.91,9.64,-67.956,-96.005,2537.704,5534.512,160.267,-1925.708,17.2032,69.7115,406.418,-32.647,124.096,1391.3371,205.298,#N/A N/A,1910.564
AFSI UW Equity,AmTrust Financial Services Inc,US,Financials,28.595,24.45,-103.54,478.668,2800.62,16952.439,773.207,660.356,11.24,#N/A N/A,4500.238,#N/A N/A,32.596,5027.8074,#N/A N/A,42.735,99.681
CYH UN Equity,Community Health Systems Inc,US,Health Care,17.6805,12.4455,0,342,4845,27189,1591,602,8.5596,#N/A N/A,19557,-298,97.545,2538.6791,2840,#N/A N/A,16701
BUFF UW Equity,Blue Buffalo Pet Products Inc,US,Consumer Staples,17.02,18.3,#N/A N/A,#N/A N/A,-2.702,479.116,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,42.861,3338.6861,#N/A N/A,#N/A N/A,203.135
LC UN Equity,LendingClub Corp,US,Financials,7.38,8.73,0,-18.601,1015.638,5359.75,67.875,36.414,-1.8765,#N/A N/A,853.763,#N/A N/A,50.246,2788.629,494.369,491.227,3516.275
TAHO UN Equity,Tahoe Resources Inc,US,Materials,7.75,9.24,-27.216,45.642,1782.644,2205.269,130.687,40.548,19.3503,30.8357,430.226,#N/A N/A,63.471,1760.396,149.989,3.641,-59.551
RPAI UN Equity,Retail Properties of America Inc,US,Financials,15.51,14.69,0,138.504,2193.049,4803.849,265.138,-212.225,24.7733,#N/A N/A,608.571,#N/A N/A,21.628,3680.0149,368.288,143.353,2192.933
AJG UN Equity,Arthur J Gallagher & Co,US,Financials,37.64,39.85,-251.3,346,3707.9,10510.4,495.6,402,7.4356,74.991,5302.9,#N/A N/A,19.738,6650.8001,713.9,102.9,1908.3
MIK UW Equity,Michaels Cos Inc/The,US,Consumer Discretionary,21.8,23.3,-0.492,335.806,-1909.925,2083.139,417.833,293.327,14.2697,40.1768,4838.044,#N/A N/A,32.028,4555.3877,804.614,145.193,2834.905
BXLT UN Equity,Baxalta Inc,US,Health Care,40.01,38.52,#N/A N/A,#N/A N/A,3984,12906,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,39.022,27178.2919,#N/A N/A,#N/A N/A,3951
BLD UN Equity,TopBuild Corp,US,Consumer Discretionary,26.78,26.98,#N/A N/A,#N/A N/A,851.98,1613.31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,41.822,1009.1177,#N/A N/A,#N/A N/A,89.16
ENR UN Equity,Energizer Holdings Inc,US,Consumer Staples,32.04,38.94,#N/A N/A,#N/A N/A,-60.1,1629.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.997,1980.022,#N/A N/A,#N/A N/A,501.1
CC UN Equity,Chemours Co/The,US,Materials,3.94,5.13,-100,75,90,6451,372,-247,0.6434,17.66,5906,-57,109.805,713.0794,311,#N/A N/A,3747
CABO UN Equity,Cable One Inc,US,Consumer Discretionary,429.99,428.57,#N/A N/A,#N/A N/A,430.189,1401.158,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.111,2517.3936,#N/A N/A,#N/A N/A,405.174
BW UN Equity,Babcock & Wilcox Enterprises Inc,US,Industrials,20.65,19.53,#N/A N/A,#N/A N/A,776.563,1611.674,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,31.65,1107.1109,#N/A N/A,#N/A N/A,-331.76
ULTA UW Equity,Ulta Salon Cosmetics & Fragrance Inc,US,Consumer Discretionary,181.17,165.19,0,299.449,1374.159,2239.998,399.415,90.937,12.8063,34.9682,3703.462,-1.54,35.013,11540.4186,629.038,#N/A N/A,-359.761
FEYE UW Equity,FireEye Inc,US,Information Technology,14.09,16.94,0,-508.793,1109.669,2435.452,27.303,-22.139,-85.8879,61.5742,581.175,13.761,70.787,2262.3458,-390.5,15.434,-472.401
ARMK UN Equity,Aramark,US,Consumer Discretionary,31.95,31.42,-81.898,235.946,1893.461,10224.05,683.036,158.652,4.3822,10.1102,14329.135,#N/A N/A,27.006,7715.6915,1131.971,#N/A N/A,5171.301
HLT UN Equity,Hilton Worldwide Holdings Inc,US,Consumer Discretionary,17.81,20.78,-69,748,5180,25932,1447,1149,18.0985,63.6162,11244,#N/A N/A,35.581,17586.5173,2762,582,10188
MIC UN Equity,Macquarie Infrastructure Corp,US,Industrials,67.06,61.05,-320.858,-120.491,3241.426,7392.552,312.171,173.071,-3.5305,54.3828,1643.038,0.369,30.681,5355.0208,238.948,133.298,2715.971
GLNG UW Equity,Golar LNG Ltd,US,Energy,18.62,18.33,-162.86,-166.419,2005.459,4038.97,-78.075,-1141.591,-6.4644,#N/A N/A,114.952,#N/A N/A,114.857,1736.8693,60.884,60.491,1564.93
LITE UW Equity,Lumentum Holdings Inc,US,Information Technology,19.73,24.03,#N/A N/A,#N/A N/A,500.8,649.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,38.222,1163.584,#N/A N/A,#N/A N/A,-142.1
AKRX UW Equity,Akorn Inc,US,Health Care,25.99,26.59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77.184,2960.9033,#N/A,#N/A,#N/A
AGNC UW Equity,American Capital Agency Corp,US,Financials,17.07,18.07,-1080,-724,8316,60609,1398,1398,#N/A N/A,#N/A N/A,-230,#N/A N/A,19.631,5913.9028,#N/A N/A,325,44946
GRPN UW Equity,Groupon Inc,US,Consumer Discretionary,2.72,4.78,0,75.984,600.952,2030.641,296.234,207.636,-1.3195,45.0948,3085.574,16.633,77.642,1670.8703,88.615,2.31,-734.161
SC UN Equity,Santander Consumer USA Holdings Inc,US,Financials,10.45,10.25,0,960.567,4360.841,35991.228,3846.518,-1089.366,22.4814,#N/A N/A,6691.733,#N/A N/A,55.396,3740.0763,2945.843,612.206,30101.743
APLE UN Equity,Apple Hospitality REIT Inc,US,Financials,18.29,19.01,-240.364,157.414,2713.722,3758.493,273.233,213.428,19.6025,#N/A N/A,887.604,#N/A N/A,26.976,3189.1033,299.902,30.591,964.141
PAH UN Equity,Platform Specialty Products Corp,US,Materials,7.63,7.09,0,-427.878,2914.2,8075.8,222.644,178.835,2.5971,39.9309,2080.76,#N/A N/A,82.825,1609.7002,260.989,#N/A N/A,2755.5
ANET UN Equity,Arista Networks Inc,US,Information Technology,60.03,68.54,0,106.191,723.174,1072.892,99.834,83.515,18.1435,65.8059,765.634,-77.085,43.736,4067.414,151.245,3.174,-522.163
AME UN Equity,AMETEK Inc,US,Industrials,47.05,46.41,-86.486,606.018,3315.269,6644.024,686.45,617.109,23.0889,36.0386,4010.455,#N/A N/A,22.441,11192.3756,1071.785,91.614,1589.037
CFG UN Equity,Citizens Financial Group Inc,US,Financials,21.25,19.23,-223,809,19600,135447,1021,938,25.4664,#N/A N/A,5208,#N/A N/A,30.115,11212.279,#N/A N/A,437,9188
ADT UN Equity,ADT Corp/The,US,Industrials,29.58,40.37,-142,296,2919,10726,1605,803,17.8791,55.9317,3574,#N/A N/A,27.745,4889.9131,1763,#N/A N/A,5316
CCO UN Equity,Clear Channel Outdoor Holdings Inc,US,Consumer Discretionary,5.05,3.61,-175.022,-11.383,-297.832,6133.257,285.814,51.484,9.3146,46.779,2836.148,-68.724,60.025,1825.0332,653.074,354.156,4756.479
COMM UW Equity,CommScope Holding Co Inc,US,Information Technology,22.42,25.19,0,52.083,1318.475,7861.206,313.522,262.049,6.7628,35.2747,3493.182,-35.31,37.468,4274.7293,496.361,195.278,4737.54
BKD UN Equity,Brookdale Senior Living Inc,US,Health Care,16.28,14.37,0,-389.752,2626.527,10274.96,287.989,-298.952,-4.6382,43.6424,4977.009,-24.483,49.081,3008.2196,597.35,388.849,6414.714
AGIO UW Equity,Agios Pharmaceuticals Inc,US,Health Care,42.22,38.35,0,-103.775,375.657,449.086,-54.195,-73.662,-154.7744,#N/A N/A,67.537,#N/A N/A,106.53,1589.1877,-101.414,0,-407.986
GPK UN Equity,Graphic Packaging Holding Co,US,Materials,11.36,12.33,-32.9,214.4,1104.3,4507.8,546.4,314.7,10.0135,18.7168,4136.4,#N/A N/A,30.502,3722.157,694.8,#N/A N/A,1912.7
PF UN Equity,Pinnacle Foods Inc,US,Consumer Staples,42.89,43.19,-110.707,169.442,1757.786,5272.075,348.914,243.898,14.0116,26.7599,2638.647,-12.599,26.684,5001.2848,464.744,88.534,2218.523
ALSN UN Equity,Allison Transmission Holdings Inc,US,Industrials,23.79,23.68,-106.9,219.8,1214.5,4566.7,558.2,501.6,24.8294,47.1345,2052,12.3,22.712,4068.8472,695.7,131.8,2260.6
PAG UN Equity,Penske Automotive Group Inc,US,Consumer Discretionary,31.37,37.72,-81.3,327.6,1821.1,7674.9,463.9,276.3,2.9774,14.9649,18761.2,-16.3,34.128,2825.4629,635.9,109.4,4303.8
LPNT UW Equity,LifePoint Health Inc,US,Health Care,69.79,62.36,0,151.3,2379.6,5599,646.7,376.9,6.1255,#N/A N/A,5106.5,37.6,46.718,3037.6248,592.4,#N/A N/A,1893.1
NUS UN Equity,Nu Skin Enterprises Inc,US,Consumer Staples,31.65,30.49,-81.789,143.713,860.518,1553.458,384.327,319.26,12.0066,79.2258,2284.456,1.605,70.534,1811.36,342.378,#N/A N/A,-63.726
CBL UN Equity,CBL & Associates Properties Inc,US,Financials,10.75,11.53,-177.195,157.292,1519.045,6695.735,498.609,63.655,35.1695,#N/A N/A,1061.237,#N/A N/A,33.61,1832.8368,673.095,234.189,4789.038
NRF UN Equity,NorthStar Realty Finance Corp,US,Financials,11.87,12.49,-591.129,-371.668,5221.182,18622.914,264.504,-4131.29,9.7185,#N/A N/A,1972.1,#N/A N/A,53.767,2176.9331,649.399,476.849,11893.65
AOS UN Equity,AO Smith Corp,US,Industrials,69.85,70.38,-64.3,256.3,1422.4,2600.2,334.4,261.2,14.4697,38.8724,2523.9,#N/A N/A,33.54,6148.2151,427.9,7.4,-345.6
DATA UN Equity,Tableau Software Inc,US,Information Technology,80.24,45.65,0,-21.672,732.442,992.781,115.73,72.778,-4.8621,89.2783,593.76,-50.126,52.826,5811.9171,-8.609,#N/A N/A,-750.191
NSAM UN Equity,NorthStar Asset Management Group Inc/New,US,Financials,11.54,10.93,-77.613,130.433,269.712,347.029,189.085,189.064,33.3989,#N/A N/A,437.583,#N/A N/A,52.402,2235.3173,148.537,#N/A N/A,-128.597
HOLX UW Equity,Hologic Inc,US,Health Care,33.94,34.63,0,131.6,2079.2,7670.1,786.1,738,16.8207,52.9649,2705,-30.3,31.59,9632.7848,946.4,205.5,3148.5
FNF UN Equity,FNF Group,US,Financials,32.38,32.98,#N/A N/A,497.03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.3425,#N/A N/A,8934,#N/A N/A,23.036,8986.0063,#N/A N/A,128,#N/A N/A
