RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
71012,0,12/23/2009,ADESA,2005,4,MITSUBISHI,ECLIPSE,GTS,2D COUPE GTS,GREEN,MANUAL,1.0,Alloy,49686,OTHER ASIAN,SPORTS,OTHER,8722.0,10769.0,11757.0,13425.0,6932.0,8208.0,11396.0,12734.0,,,18822,78227,TX,7330.0,0,764
71013,0,12/23/2009,ADESA,2005,4,MITSUBISHI,GALANT 4C,ES,4D SEDAN ES,GREY,AUTO,2.0,Covers,65598,OTHER ASIAN,MEDIUM,OTHER,4675.0,5843.0,7863.0,9486.0,4435.0,5490.0,7701.0,8943.0,,,18822,78227,TX,6815.0,0,533
71014,0,12/23/2009,ADESA,2006,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,RED,AUTO,1.0,Alloy,77049,AMERICAN,LARGE,GM,5894.0,7379.0,9722.0,11189.0,6261.0,7634.0,9921.0,11584.0,,,18822,78227,TX,5215.0,0,1974
71015,0,12/23/2009,ADESA,2005,4,FORD,TAURUS,SE,4D SEDAN SE,BLUE,AUTO,1.0,Alloy,87760,AMERICAN,MEDIUM,FORD,3324.0,4309.0,6212.0,7532.0,3281.0,4518.0,6513.0,8034.0,,,18822,78227,TX,5005.0,0,983
71016,0,12/23/2009,ADESA,2005,4,SUZUKI,FORENZA,S,4D SEDAN,BLUE,AUTO,1.0,Alloy,66529,OTHER ASIAN,MEDIUM,OTHER,3024.0,3850.0,5740.0,6736.0,2638.0,3385.0,5878.0,6604.0,,,18822,78227,TX,4005.0,0,533
71017,0,12/23/2009,ADESA,2004,5,PONTIAC,GRAND PRIX,GT,4D SEDAN GT,RED,AUTO,1.0,Alloy,71785,AMERICAN,LARGE,GM,3913.0,4914.0,7153.0,8302.0,4144.0,5319.0,6877.0,8511.0,,,19662,78227,TX,7015.0,0,1974
71018,0,12/23/2009,ADESA,2003,6,FORD,EXPEDITION 2WD V8,XLT,4D SUV 5.4L XLT,SILVER,AUTO,1.0,Alloy,97255,AMERICAN,LARGE SUV,FORD,6367.0,7186.0,10007.0,11051.0,5828.0,6727.0,9897.0,10839.0,,,19662,78227,TX,8030.0,0,1497
71020,1,12/30/2009,ADESA,2005,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLACK,AUTO,,,51917,AMERICAN,MEDIUM,CHRYSLER,4188.0,5341.0,7754.0,8965.0,4188.0,5341.0,7754.0,8965.0,,,19662,78227,TX,5215.0,0,1086
71025,0,12/30/2009,ADESA,2005,4,FORD,TAURUS,SE,4D SEDAN SE,RED,AUTO,2.0,Covers,76126,AMERICAN,MEDIUM,FORD,3300.0,4265.0,6521.0,7663.0,3316.0,4234.0,6324.0,8042.0,,,19662,78227,TX,4155.0,0,920
71028,0,12/30/2009,ADESA,2004,5,DODGE,STRATUS 4C,SE,4D SEDAN,SILVER,AUTO,2.0,Covers,70387,AMERICAN,MEDIUM,CHRYSLER,2442.0,3360.0,5587.0,6643.0,2873.0,3739.0,6029.0,7155.0,,,19662,78227,TX,4705.0,0,1155
71029,0,12/30/2009,ADESA,2006,3,DODGE,STRATUS 4C,SXT,4D SEDAN,GOLD,AUTO,1.0,Alloy,62063,AMERICAN,MEDIUM,CHRYSLER,3825.0,4495.0,7282.0,7943.0,3405.0,4137.0,6587.0,7519.0,,,19662,78227,TX,4655.0,0,1020
71030,1,1/14/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,59545,AMERICAN,MEDIUM,CHRYSLER,6886.0,8044.0,10554.0,11793.0,6888.0,8073.0,10483.0,11676.0,,,19662,78227,TX,5715.0,0,920
71031,0,1/14/2010,ADESA,2005,5,CHEVROLET,CAVALIER 4C,Bas,2D COUPE,RED,AUTO,2.0,Covers,57848,AMERICAN,COMPACT,GM,2544.0,3508.0,6028.0,6778.0,3361.0,4402.0,6083.0,7069.0,,,18822,78227,TX,5415.0,0,920
71034,0,1/14/2010,ADESA,2004,6,CHEVROLET,VENTURE FWD V6,LS,PASSENGER EXT 3.4L,BLUE,AUTO,1.0,Alloy,91830,AMERICAN,VAN,GM,3173.0,3988.0,6650.0,7916.0,3001.0,3942.0,6599.0,8589.0,,,19662,78227,TX,4005.0,0,5613
71035,0,1/14/2010,ADESA,2007,3,SUZUKI,FORENZA,,4D SEDAN,RED,AUTO,2.0,Covers,63995,OTHER ASIAN,MEDIUM,OTHER,4728.0,5668.0,8270.0,9248.0,5200.0,5970.0,8853.0,10163.0,,,18822,78227,TX,5515.0,0,533
71037,0,1/14/2010,ADESA,2006,4,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,GREY,AUTO,2.0,Covers,66813,AMERICAN,MEDIUM,GM,5048.0,6115.0,8344.0,9622.0,5463.0,6575.0,9160.0,10327.0,,,18822,78227,TX,6015.0,0,1118
71039,1,1/14/2010,ADESA,2005,5,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLACK,AUTO,,,51917,AMERICAN,MEDIUM,CHRYSLER,3882.0,4873.0,7194.0,8241.0,4490.0,5372.0,7583.0,8641.0,,,18822,78227,TX,5415.0,0,1086
71040,0,1/14/2010,ADESA,2007,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BLUE,AUTO,2.0,Covers,65239,AMERICAN,MEDIUM,GM,6254.0,7570.0,9952.0,11614.0,6198.0,7646.0,9907.0,11952.0,,,19662,78227,TX,6680.0,0,923
71041,1,1/14/2010,ADESA,2005,5,CHRYSLER,PT CRUISER,Tou,2D CONVERTIBLE,WHITE,AUTO,,,47750,AMERICAN,MEDIUM,CHRYSLER,5379.0,6432.0,8775.0,9887.0,5096.0,6644.0,8894.0,11014.0,,,19662,78227,TX,5915.0,0,1046
71042,0,1/14/2010,ADESA,2007,3,CHEVROLET,COBALT,LT,4D SEDAN LS,ORANGE,AUTO,2.0,Covers,54876,AMERICAN,COMPACT,GM,5193.0,6128.0,8461.0,9668.0,5585.0,6587.0,9075.0,10169.0,,,18822,78227,TX,6115.0,0,671
71047,0,1/21/2010,ADESA,2008,2,MITSUBISHI,LANCER,DE,4D SEDAN DE,RED,AUTO,2.0,Covers,54241,OTHER ASIAN,COMPACT,OTHER,8394.0,9848.0,13455.0,14859.0,8564.0,9630.0,12053.0,13166.0,,,18822,78227,TX,8730.0,0,505
71048,0,1/21/2010,ADESA,2001,9,FORD,FOCUS,SE,4D WAGON SE,RED,AUTO,1.0,Alloy,74474,AMERICAN,COMPACT,FORD,1680.0,2287.0,3618.0,4387.0,2706.0,3494.0,5120.0,6610.0,,,18822,78227,TX,3705.0,0,1455
71049,0,1/21/2010,ADESA,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2.0,Covers,71568,AMERICAN,MEDIUM,CHRYSLER,4964.0,5584.0,8475.0,8975.0,5786.0,6521.0,9119.0,9744.0,,,18822,78227,TX,5005.0,0,1389
71051,0,1/21/2010,ADESA,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,RED,AUTO,2.0,Covers,65303,AMERICAN,LARGE,GM,3838.0,4940.0,7185.0,8631.0,4656.0,5761.0,7435.0,9128.0,,,18822,78227,TX,6415.0,0,1703
71052,0,1/21/2010,ADESA,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,1.0,Alloy,52550,AMERICAN,MEDIUM,CHRYSLER,5451.0,6626.0,8806.0,9988.0,6261.0,7266.0,9394.0,10564.0,,,19662,78227,TX,5215.0,0,1086
71053,0,1/21/2010,ADESA,2007,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BLACK,AUTO,2.0,Covers,47195,AMERICAN,MEDIUM,GM,6261.0,7623.0,9996.0,11920.0,6785.0,8132.0,10151.0,11652.0,,,19662,78227,TX,6515.0,0,764
71055,0,1/21/2010,ADESA,2005,5,DODGE,NEON,SXT,4D SEDAN,GREY,AUTO,1.0,Alloy,72502,AMERICAN,COMPACT,CHRYSLER,2799.0,3644.0,6197.0,7252.0,3119.0,4021.0,6667.0,8595.0,,,18822,78227,TX,4505.0,0,686
71056,0,1/28/2010,ADESA,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,SILVER,AUTO,1.0,Alloy,72032,AMERICAN,MEDIUM,CHRYSLER,3709.0,4700.0,7123.0,8224.0,4106.0,5259.0,7876.0,9064.0,,,20833,78227,TX,4605.0,0,1155
71058,0,1/28/2010,ADESA,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,1.0,Alloy,89853,AMERICAN,LARGE,GM,6130.0,7497.0,10153.0,11740.0,6960.0,8321.0,10293.0,11912.0,,,19662,78227,TX,5715.0,0,2152
71059,0,1/28/2010,ADESA,2006,4,KIA,RIO,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,70085,OTHER ASIAN,COMPACT,OTHER,3623.0,4189.0,7042.0,7854.0,4263.0,5403.0,7098.0,8549.0,,,20833,78227,TX,5215.0,0,569
71061,0,1/28/2010,ADESA,2006,4,DODGE,CHARGER,Bas,4D SEDAN,BLACK,AUTO,2.0,Covers,83854,AMERICAN,SPECIALTY,CHRYSLER,8384.0,9598.0,12722.0,13807.0,9681.0,10888.0,13307.0,14552.0,,,19662,78227,TX,9030.0,0,1503
71062,0,1/28/2010,ADESA,2005,5,CHRYSLER,PACIFICA FWD,Tou,4D SPORT,SILVER,AUTO,1.0,Alloy,71110,AMERICAN,CROSSOVER,CHRYSLER,5843.0,7056.0,8932.0,10627.0,5902.0,7150.0,9150.0,10605.0,,,19662,78227,TX,7230.0,0,1389
71063,0,1/28/2010,ADESA,2004,6,SUZUKI,FORENZA,LX,4D SEDAN LX,BLACK,AUTO,1.0,Alloy,54402,OTHER ASIAN,MEDIUM,OTHER,2949.0,3824.0,5870.0,6560.0,2952.0,3500.0,5873.0,6303.0,,,19662,78227,TX,4705.0,0,505
71064,0,1/28/2010,ADESA,2003,7,CHRYSLER,SEBRING V6,LXi,2D COUPE LXI,WHITE,AUTO,1.0,Alloy,79579,AMERICAN,MEDIUM,CHRYSLER,3380.0,3937.0,6700.0,7190.0,3331.0,3908.0,6752.0,7328.0,,,20833,78227,TX,4705.0,0,1572
71065,1,1/28/2010,ADESA,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LS,RED,AUTO,1.0,Alloy,88150,AMERICAN,MEDIUM,GM,5247.0,6485.0,9070.0,10393.0,5884.0,7042.0,10088.0,11125.0,,,20833,78227,TX,6115.0,0,853
71066,1,1/28/2010,ADESA,2007,3,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,WHITE,AUTO,,,70921,AMERICAN,VAN,CHRYSLER,6520.0,8040.0,10538.0,12046.0,8368.0,10382.0,12212.0,14260.0,,,20833,78227,TX,6215.0,0,1623
71067,0,2/4/2010,ADESA,2006,4,SUZUKI,FORENZA,,4D SEDAN,RED,AUTO,2.0,Covers,23047,OTHER ASIAN,MEDIUM,OTHER,3530.0,4682.0,6505.0,8115.0,4439.0,5373.0,7460.0,9030.0,,,19662,78227,TX,5215.0,0,462
71068,0,2/4/2010,ADESA,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2.0,Covers,54996,AMERICAN,MEDIUM,CHRYSLER,5497.0,6355.0,9036.0,9793.0,5786.0,6521.0,9119.0,9744.0,,,19662,78227,TX,5715.0,0,1086
71069,0,2/4/2010,ADESA,2004,6,FORD,EXPEDITION 2WD V8,Edd,4D SUV 5.4L EDDIE BAUER,WHITE,AUTO,1.0,Alloy,82316,AMERICAN,LARGE SUV,FORD,9117.0,10741.0,13717.0,15947.0,10572.0,12184.0,14531.0,16931.0,,,18822,78227,TX,10740.0,0,1113
71071,0,2/4/2010,ADESA,2005,5,DODGE,DAKOTA PICKUP 2WD V6,ST,QUAD CAB 3.7L ST,BLACK,AUTO,1.0,Alloy,76202,AMERICAN,SMALL TRUCK,CHRYSLER,6335.0,7267.0,10253.0,11385.0,7280.0,8082.0,11354.0,12381.0,,,19662,78227,TX,7630.0,0,1155
71075,0,2/11/2010,ADESA,2003,7,FORD,ESCAPE 2WD V6,XLS,4D CUV 3.0L XLS,GREY,AUTO,1.0,Alloy,72295,AMERICAN,SMALL SUV,FORD,3811.0,4886.0,6967.0,8087.0,4221.0,5272.0,7382.0,8705.0,,,19662,78227,TX,6115.0,0,1220
71076,0,2/11/2010,ADESA,2005,5,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L,RED,AUTO,1.0,Alloy,80334,AMERICAN,MEDIUM SUV,GM,8578.0,10163.0,12823.0,14128.0,9046.0,10729.0,13355.0,15033.0,,,20833,78227,TX,8830.0,0,1243
71077,0,2/11/2010,ADESA,2004,6,NISSAN,TITAN PICKUP 2WD V8,LE,CREW CAB 5.6L LE,SILVER,AUTO,1.0,Alloy,79672,TOP LINE ASIAN,LARGE TRUCK,OTHER,9048.0,10631.0,13613.0,15346.0,8224.0,9837.0,12502.0,14524.0,,,20833,78227,TX,10240.0,0,1272
71078,0,2/11/2010,ADESA,2005,5,MAZDA,TRIBUTE 2WD 4C,i,4D SPORT UTILITY I,SILVER,AUTO,1.0,Alloy,85092,OTHER ASIAN,SMALL SUV,OTHER,5826.0,7430.0,9044.0,10711.0,6321.0,7804.0,9655.0,11352.0,,,19662,78227,TX,6215.0,0,983
71079,0,2/11/2010,ADESA,2005,5,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL AWD,WHITE,AUTO,1.0,Alloy,88475,AMERICAN,LARGE,FORD,8013.0,9823.0,12170.0,14201.0,6307.0,7998.0,10407.0,12080.0,,,20833,78227,TX,7330.0,0,1763
71080,0,2/11/2010,ADESA,2007,3,SUZUKI,FORENZA,,4D SEDAN,GOLD,AUTO,2.0,Covers,46019,OTHER ASIAN,MEDIUM,OTHER,5196.0,6006.0,8846.0,10225.0,5436.0,6302.0,8528.0,9700.0,,,19662,78227,TX,5715.0,0,482
71081,0,2/11/2010,ADESA,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,76997,AMERICAN,LARGE,GM,6464.0,7870.0,10738.0,13073.0,7064.0,8429.0,10338.0,12075.0,,,19662,78227,TX,7230.0,0,1974
71082,0,2/11/2010,ADESA,2008,2,CHEVROLET,MALIBU V6,LT,4D SEDAN LS CLASSIC,WHITE,AUTO,1.0,Alloy,61516,AMERICAN,MEDIUM,GM,6930.0,7924.0,10843.0,11919.0,7724.0,9090.0,11214.0,12712.0,,,20833,78227,TX,7730.0,0,1118
71083,1,2/11/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLUE,AUTO,2.0,Covers,61560,AMERICAN,MEDIUM,CHRYSLER,7545.0,8992.0,10840.0,12448.0,8304.0,9693.0,11855.0,12868.0,,,19662,78227,TX,7230.0,0,1020
71085,0,2/18/2010,ADESA,2001,9,FORD,WINDSTAR FWD V6,LX,PASSENGER 3.8L LX,WHITE,AUTO,2.0,Covers,54240,AMERICAN,VAN,FORD,2034.0,2836.0,5871.0,8186.0,1917.0,2675.0,4058.0,5662.0,,,18822,78227,TX,4905.0,0,1717
71086,0,2/18/2010,ADESA,2006,4,NISSAN,SENTRA,Bas,4D SEDAN 1.8,BLACK,AUTO,2.0,Covers,62352,TOP LINE ASIAN,COMPACT,OTHER,5795.0,6615.0,9289.0,10051.0,6177.0,7247.0,9243.0,10594.0,,,18822,78227,TX,6315.0,0,533
71087,0,2/18/2010,ADESA,2006,4,CHRYSLER,300,Bas,4D SEDAN,GREY,AUTO,2.0,Covers,88449,AMERICAN,SPECIALTY,CHRYSLER,9566.0,11122.0,13893.0,15468.0,10431.0,12056.0,14094.0,15670.0,,,18822,78227,TX,9740.0,0,1503
71088,1,2/18/2010,ADESA,2005,5,CHRYSLER,PT CRUISER,Lim,4D SEDAN LIMITED TURBO,RED,AUTO,1.0,Alloy,65486,AMERICAN,MEDIUM,CHRYSLER,4697.0,5312.0,8354.0,9193.0,5119.0,5812.0,8425.0,9164.0,,,19662,78227,TX,6315.0,0,1313
71089,1,2/18/2010,ADESA,2004,6,NISSAN,QUEST,S,4D WAGON S,SILVER,AUTO,2.0,Covers,65967,TOP LINE ASIAN,VAN,OTHER,6262.0,7552.0,10595.0,12778.0,6176.0,7430.0,9628.0,11050.0,,,18822,78227,TX,7630.0,0,728
71091,0,2/18/2010,ADESA,2005,5,CHEVROLET,UPLANDER FWD V6,LT,PASSENGER EXT 3.5L LT,GOLD,AUTO,1.0,Alloy,81184,AMERICAN,VAN,GM,6877.0,8513.0,10951.0,12817.0,7652.0,9312.0,11183.0,13189.0,,,18822,78227,TX,6215.0,0,2282
71092,0,2/18/2010,ADESA,2005,5,MAZDA,B2300 PICKUP 2WD 4C,Bas,REG CAB 2.5L,GREY,MANUAL,1.0,Alloy,78600,OTHER ASIAN,SMALL TRUCK,OTHER,5244.0,7264.0,8424.0,10962.0,4925.0,6796.0,7848.0,10065.0,,,19662,78227,TX,5005.0,0,569
71093,0,2/18/2010,ADESA,2006,4,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLUE,AUTO,1.0,Alloy,77760,AMERICAN,MEDIUM,CHRYSLER,4636.0,5828.0,7936.0,9087.0,4948.0,5990.0,8252.0,9466.0,,,19662,78227,TX,5415.0,0,1155
71095,0,2/18/2010,ADESA,2007,3,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,BLACK,AUTO,1.0,Alloy,79389,AMERICAN,MEDIUM SUV,CHRYSLER,13150.0,15072.0,17516.0,19412.0,13277.0,14908.0,17488.0,18718.0,,,19662,78227,TX,10240.0,0,1740
71096,0,2/18/2010,ADESA,2005,5,BUICK,LE SABRE,Cus,4D SEDAN CUSTOM,GREY,AUTO,1.0,Alloy,75526,AMERICAN,LARGE,GM,5735.0,7261.0,9636.0,11452.0,6324.0,8359.0,9167.0,11064.0,,,18822,78227,TX,6615.0,0,2208
71097,0,2/18/2010,ADESA,2005,5,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,1.0,Alloy,81417,AMERICAN,MEDIUM,FORD,3626.0,4504.0,6888.0,7627.0,3846.0,4811.0,6965.0,7935.0,,,19662,78227,TX,5165.0,0,983
71098,0,2/18/2010,ADESA,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,SILVER,AUTO,2.0,Covers,51933,AMERICAN,MEDIUM,CHRYSLER,5852.0,6815.0,9221.0,10469.0,6261.0,7266.0,9394.0,10564.0,,,19662,78227,TX,6815.0,0,1086
71099,0,2/18/2010,ADESA,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLUE,AUTO,2.0,Covers,66970,AMERICAN,MEDIUM,CHRYSLER,8261.0,9213.0,11909.0,12739.0,8132.0,9192.0,11374.0,12376.0,,,18822,78227,TX,9030.0,0,1020
71101,0,2/18/2010,ADESA,2003,7,FORD,TAURUS,SES,4D SEDAN SES DURATEC,WHITE,AUTO,1.0,Alloy,38243,AMERICAN,MEDIUM,FORD,3609.0,4675.0,7318.0,9263.0,3515.0,4745.0,6229.0,7658.0,,,19662,78227,TX,5515.0,0,942
71102,0,2/18/2010,ADESA,2006,4,DODGE,1500 RAM PICKUP 2WD,ST,REG CAB 3.7L,BLACK,AUTO,1.0,Alloy,39245,AMERICAN,LARGE TRUCK,CHRYSLER,6562.0,8237.0,10576.0,12554.0,7072.0,9165.0,11572.0,14041.0,,,18822,78227,TX,8130.0,0,462
71103,0,2/18/2010,ADESA,2006,4,FORD,TAURUS,SE,4D SEDAN SE,GOLD,AUTO,1.0,Alloy,79155,AMERICAN,MEDIUM,FORD,4397.0,5528.0,7616.0,9111.0,4570.0,5792.0,7934.0,9316.0,,,18822,78227,TX,5815.0,0,920
71105,0,2/18/2010,ADESA,2004,6,FORD,F150 PICKUP 2WD V8,XLT,CREW CAB 4.6L XLT,GOLD,AUTO,1.0,Alloy,70137,AMERICAN,LARGE TRUCK,FORD,9073.0,10603.0,13332.0,14648.0,10108.0,11584.0,13873.0,15291.0,,,18822,78227,TX,10940.0,0,803
71106,0,2/18/2010,ADESA,2004,6,DODGE,STRATUS V6,SE,4D SEDAN,GREY,AUTO,2.0,Covers,84251,AMERICAN,MEDIUM,CHRYSLER,2856.0,3957.0,6093.0,7108.0,3393.0,4317.0,6305.0,7217.0,,,19662,78227,TX,5415.0,0,1503
71107,0,2/18/2010,ADESA,2003,7,CHEVROLET,IMPALA,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,69651,AMERICAN,LARGE,GM,3213.0,4259.0,6098.0,6874.0,3368.0,4502.0,6311.0,7355.0,,,18822,78227,TX,5765.0,0,2003
71108,0,2/25/2010,ADESA,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,RED,AUTO,1.0,Alloy,58543,AMERICAN,LARGE,GM,7964.0,9437.0,11555.0,13345.0,8167.0,9705.0,11662.0,13687.0,,,18822,78227,TX,8230.0,0,1500
71109,0,2/25/2010,ADESA,2007,3,KIA,SPECTRA,EX,4D SEDAN EX,SILVER,AUTO,2.0,Covers,35450,OTHER ASIAN,MEDIUM,OTHER,6074.0,7111.0,9658.0,10478.0,5690.0,6797.0,9366.0,10089.0,,,18822,78227,TX,6815.0,0,462
71110,0,2/25/2010,ADESA,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,SILVER,AUTO,2.0,Covers,61675,AMERICAN,LARGE,GM,7322.0,8476.0,10852.0,12091.0,7195.0,8607.0,10128.0,12004.0,,,19662,78227,TX,7730.0,0,1703
71112,0,2/25/2010,ADESA,2001,9,BUICK,PARK AVENUE,Bas,4D SEDAN,GREEN,AUTO,1.0,Alloy,66202,AMERICAN,LARGE,GM,3187.0,4521.0,6071.0,7711.0,3528.0,4704.0,6629.0,8127.0,,,19662,78227,TX,4905.0,0,2003
71113,0,2/25/2010,ADESA,2006,4,FORD,FOCUS,ZX4,4D SEDAN ZX4,GREY,AUTO,1.0,Alloy,85208,AMERICAN,COMPACT,FORD,4943.0,6002.0,8429.0,9251.0,4514.0,5517.0,7994.0,8951.0,,,18822,78227,TX,5465.0,0,1243
71114,0,2/25/2010,ADESA,2005,5,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,GOLD,AUTO,1.0,Alloy,68463,AMERICAN,MEDIUM,GM,5204.0,6282.0,8516.0,9637.0,5082.0,6216.0,8290.0,9634.0,,,19662,78227,TX,7015.0,0,1118
71115,0,2/25/2010,ADESA,2007,3,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,GREY,AUTO,1.0,Alloy,60004,AMERICAN,MEDIUM,GM,7209.0,8589.0,10854.0,12297.0,7208.0,8190.0,10545.0,11561.0,,,18822,78227,TX,7630.0,0,923
71116,0,3/4/2010,ADESA,2007,3,FORD,FOCUS,ZX4,4D SEDAN S,SILVER,AUTO,2.0,Covers,55516,AMERICAN,COMPACT,FORD,6048.0,7169.0,9232.0,10417.0,6007.0,7206.0,9177.0,10400.0,,,20833,78227,TX,5615.0,0,920
71118,1,3/4/2010,ADESA,2003,7,FORD,FOCUS,ZTS,4D SEDAN ZTS,RED,AUTO,,,82312,AMERICAN,COMPACT,FORD,3767.0,4496.0,6431.0,7168.0,3767.0,4496.0,6431.0,7168.0,,,19662,78227,TX,4205.0,0,1543
71121,0,3/4/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,GOLD,AUTO,2.0,Covers,71499,AMERICAN,MEDIUM,CHRYSLER,8309.0,9618.0,11526.0,12776.0,8304.0,9693.0,11855.0,12868.0,,,19662,78227,TX,7230.0,0,1155
71123,0,3/4/2010,ADESA,2004,6,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,GOLD,AUTO,1.0,Alloy,82207,AMERICAN,MEDIUM,GM,3460.0,4508.0,7983.0,10401.0,2969.0,4113.0,4631.0,7812.0,,,19662,78227,TX,4705.0,0,1243
71124,1,3/4/2010,ADESA,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,GOLD,AUTO,1.0,Alloy,68144,AMERICAN,LARGE,GM,6858.0,8235.0,10082.0,11549.0,7064.0,8429.0,10338.0,12075.0,,,20833,78227,TX,6715.0,0,1703
71127,0,3/4/2010,ADESA,2008,2,MITSUBISHI,GALANT 4C,ES,4D SEDAN,WHITE,AUTO,1.0,Alloy,42310,OTHER ASIAN,MEDIUM,OTHER,9051.0,9925.0,13096.0,14061.0,7933.0,8999.0,11358.0,12275.0,,,20833,78227,TX,8730.0,0,482
71129,0,3/4/2010,ADESA,2007,3,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,WHITE,AUTO,2.0,Covers,57690,AMERICAN,VAN,CHRYSLER,7265.0,8873.0,11409.0,12850.0,7390.0,9466.0,11382.0,13462.0,,,20833,78227,TX,7430.0,0,1251
71130,0,3/4/2010,ADESA,2005,5,TOYOTA,CAMRY 4C,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,78493,TOP LINE ASIAN,MEDIUM,OTHER,7568.0,8397.0,10793.0,12297.0,7315.0,8146.0,10381.0,11823.0,,,19662,78227,TX,8030.0,0,569
71131,0,3/4/2010,ADESA,2007,3,SUZUKI,FORENZA,,4D SEDAN,GOLD,AUTO,2.0,Covers,37299,OTHER ASIAN,MEDIUM,OTHER,5451.0,6336.0,8617.0,9919.0,5244.0,6134.0,8632.0,9665.0,,,20833,78227,TX,6065.0,0,462
71132,0,7/28/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,70316,AMERICAN,MEDIUM,CHRYSLER,7523.0,8562.0,11445.0,12454.0,7145.0,8326.0,11017.0,11962.0,,,21053,85226,AZ,7900.0,0,1155
71133,0,7/28/2010,ADESA,2006,4,DODGE,DURANGO 2WD V6,SXT,4D SUV 3.7L,GREY,AUTO,1.0,Alloy,61016,AMERICAN,MEDIUM SUV,CHRYSLER,8826.0,10701.0,13680.0,14987.0,8788.0,9966.0,12548.0,13899.0,,,21053,85226,AZ,10520.0,0,1118
71134,0,7/28/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,66262,AMERICAN,MEDIUM,CHRYSLER,7523.0,8562.0,11445.0,12454.0,7145.0,8326.0,11017.0,11962.0,,,21053,85226,AZ,8050.0,0,1020
71136,0,7/28/2010,ADESA,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,68843,TOP LINE ASIAN,MEDIUM,OTHER,5710.0,7026.0,9399.0,11141.0,5581.0,6729.0,8865.0,10383.0,,,21053,85226,AZ,8565.0,0,630
71137,0,7/28/2010,ADESA,2006,4,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,SILVER,AUTO,1.0,Alloy,87173,AMERICAN,MEDIUM SUV,CHRYSLER,10232.0,12097.0,14670.0,16869.0,9886.0,11949.0,13262.0,15453.0,,,21053,85226,AZ,9565.0,0,1893
