Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
30867110,06/16/2015 03:11:56 PM,,DOT,Department of Transportation,Street Condition,Line/Marking - Faded,Street,11385,68-41 FOREST AVENUE,FOREST AVENUE,68 ROAD,CATALPA AVENUE,,,ADDRESS,RIDGEWOOD,,N/A,Assigned,07/16/2015 03:11:56 PM,The Department of Transportation requires 30 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,05 QUEENS,QUEENS,1011683,195287,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70265194577106,-73.90106024525245,"(40.70265194577106, -73.90106024525245)"
30865354,06/16/2015 03:11:46 PM,,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,10036,561 10 AVENUE,10 AVENUE,WEST 41 STREET,WEST 42 STREET,,,ADDRESS,NEW YORK,,N/A,Open,06/21/2015 03:11:46 PM,The Department of Parks and Recreation usually requires 5 days to review a request and determine the appropriate action. Please note your Service Request number for future reference.,,04 MANHATTAN,MANHATTAN,985414,215872,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75919517271721,-73.99579835914827,"(40.75919517271721, -73.99579835914827)"
30867882,06/16/2015 03:11:42 PM,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11210,1110 EAST 34 STREET,EAST 34 STREET,FLATBUSH AVENUE,AVENUE J,,,ADDRESS,BROOKLYN,,N/A,Assigned,06/25/2015 02:40:46 PM,The Department of Parks and Recreation has reviewed this request and will visit the location to investigate the condition.,06/17/2015 02:41:27 PM,18 BROOKLYN,BROOKLYN,999989,168247,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.628461696966454,-73.9432988911212,"(40.628461696966454, -73.9432988911212)"
30859756,06/16/2015 03:11:30 PM,06/16/2015 03:11:30 PM,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11235,34 STANTON ROAD,STANTON ROAD,,,,,ADDRESS,BROOKLYN,,N/A,Open,,,06/16/2015 12:00:00 AM,15 BROOKLYN,BROOKLYN,1001859,152572,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58543352019384,-73.93660292623264,"(40.58543352019384, -73.93660292623264)"
30860252,06/16/2015 03:11:25 PM,06/16/2015 06:19:13 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10007,120 WARREN STREET,WARREN STREET,GREENWICH STREET,JOE DIMAGGIO HIGHWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,06/16/2015 11:11:25 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/16/2015 06:19:13 PM,01 MANHATTAN,MANHATTAN,980821,200196,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71616784615001,-74.01236952377252,"(40.71616784615001, -74.01236952377252)"
30875382,06/16/2015 03:11:23 PM,,DOT,Department of Transportation,Street Condition,Wear & Tear,,11249,171 METROPOLITAN AVENUE,METROPOLITAN AVENUE,BEDFORD AVENUE,BERRY STREET,,,ADDRESS,BROOKLYN,,N/A,Pending,,,06/17/2015 08:45:00 AM,01 BROOKLYN,BROOKLYN,994979,200020,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.715678927232794,-73.96129727298604,"(40.715678927232794, -73.96129727298604)"
30858971,06/16/2015 03:11:14 PM,06/16/2015 03:46:46 PM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,11228,,,,,85 STREET,14 AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/16/2015 11:11:14 PM,This complaint does not fall under the Police Department's jurisdiction.,06/16/2015 03:46:46 PM,10 BROOKLYN,BROOKLYN,981172,162733,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.613340363275306,-74.01108624866866,"(40.613340363275306, -74.01108624866866)"
30860675,06/16/2015 03:11:13 PM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,Restaurant/Bar/Deli/Bakery,11105,33-04 DITMARS BOULEVARD,DITMARS BOULEVARD,33 STREET,35 STREET,,,ADDRESS,ASTORIA,,N/A,Pending,07/23/2015 03:11:13 PM,The Department of Health and Mental Hygiene has received and processed your complaint.  All restaurants and mobile food vendors are inspected annually.  Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,06/17/2015 10:10:55 AM,01 QUEENS,QUEENS,1009311,221747,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.775285075089755,-73.90951651031338,"(40.775285075089755, -73.90951651031338)"
30863914,06/16/2015 03:11:09 PM,,DOT,Department of Transportation,Street Condition,Pothole,,11373,86-17 51 AVENUE,51 AVENUE,87 STREET,BROADWAY,,,ADDRESS,Elmhurst,,N/A,Open,,,06/16/2015 03:11:09 PM,04 QUEENS,QUEENS,1018285,208424,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73868687696792,-73.87718309548042,"(40.73868687696792, -73.87718309548042)"
30863595,06/16/2015 03:11:00 PM,06/16/2015 03:11:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,WESTCHESTER AVE,WILKINSON AVE,INTERSECTION,,,N/A,Closed,,,06/15/2015 09:40:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
30866585,06/16/2015 03:11:00 PM,,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,10303,,,,,WALKER STREET,VAN NAME AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Open,,,,01 STATEN ISLAND,STATEN ISLAND,941614,169556,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.631965999737744,-74.15360801137341,"(40.631965999737744, -74.15360801137341)"
30865139,06/16/2015 03:11:00 PM,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,,,,,WEST 87 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,,N/A,Open,,,,07 MANHATTAN,MANHATTAN,991305,226498,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.78835801987836,-73.97452271419073,"(40.78835801987836, -73.97452271419073)"
30866683,06/16/2015 03:10:59 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,11106,,,,,,,,ASTORIA,,N/A,Open,06/30/2015 03:10:59 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,01 QUEENS,QUEENS,,,Rainey Park - Queens,QUEENS,Rainey Park - Queens,Q048,,,7185205900,"Vernon Boulevard, 33rd Road, 34th Street, East River",ASTORIA,NY,11106,N,,,,,,,,,,,,,,
30863659,06/16/2015 03:10:56 PM,06/16/2015 03:10:56 PM,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,,10002,309 HENRY STREET,HENRY STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,,06/16/2015 12:00:00 AM,03 MANHATTAN,MANHATTAN,989101,199438,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.714086651998926,-73.98250140378155,"(40.714086651998926, -73.98250140378155)"
30861047,06/16/2015 03:10:49 PM,06/17/2015 03:14:37 PM,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,06/17/2015 03:10:49 PM,"The literature will be emailed within 24 hours. If it is not received, please call 311 and submit a new request.",06/16/2015 03:13:45 PM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30867793,06/16/2015 03:10:08 PM,,DOT,Department of Transportation,Street Condition,Pothole,,11373,90-20 55 AVENUE,55 AVENUE,90 STREET,92 STREET,,,ADDRESS,Elmhurst,,N/A,Open,,,06/16/2015 03:10:08 PM,04 QUEENS,QUEENS,1019554,207751,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73683468597606,-73.87260738724328,"(40.73683468597606, -73.87260738724328)"
30861376,06/16/2015 03:10:00 PM,06/16/2015 04:40:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11226,,,,,FLATBUSH AVENUE,CLARENDON ROAD,INTERSECTION,BROOKLYN,,N/A,Closed,,,06/16/2015 04:40:00 PM,14 BROOKLYN,BROOKLYN,996007,173428,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64268861797893,-73.95763536098617,"(40.64268861797893, -73.95763536098617)"
30866400,06/16/2015 03:10:00 PM,06/16/2015 05:50:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,GRAND CONCOURSE,188 ST E,INTERSECTION,,,N/A,Closed,,,06/16/2015 05:50:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
30864755,06/16/2015 03:09:55 PM,06/17/2015 07:06:43 AM,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,06/24/2015 07:00:49 AM,The literature you requested has been mailed to you. Please allow additional time for delivery.,06/17/2015 07:06:43 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30859941,06/16/2015 03:09:29 PM,,DOT,Department of Transportation,Street Condition,Line/Marking - Faded,Street,11385,67-01 FOREST AVENUE,FOREST AVENUE,67 AVENUE,CORNELIA STREET,,,ADDRESS,RIDGEWOOD,,N/A,Assigned,07/16/2015 03:09:29 PM,The Department of Transportation requires 30 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,05 QUEENS,QUEENS,1011482,195901,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70433785133002,-73.90178268756382,"(40.70433785133002, -73.90178268756382)"
30865915,06/16/2015 03:09:19 PM,,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11206,,,,,GRAHAM AVENUE,MONTROSE AVENUE,INTERSECTION,BROOKLYN,,N/A,Open,09/14/2015 03:09:19 PM,The agency has investigated this request and found the situation to be a street resurfacing request. The agency should respond to this Service Request in 90 days.,,01 BROOKLYN,BROOKLYN,999997,196983,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.707335577687445,-73.94320294670423,"(40.707335577687445, -73.94320294670423)"
30862489,06/16/2015 03:09:15 PM,06/16/2015 03:09:15 PM,DOB,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,,11370,84-02 ASTORIA BOULEVARD,ASTORIA BOULEVARD,,,,,ADDRESS,East Elmhurst,,N/A,Open,,,06/16/2015 12:00:00 AM,03 QUEENS,QUEENS,1016115,217877,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.764641032611216,-73.88496883890475,"(40.764641032611216, -73.88496883890475)"
30866600,06/16/2015 03:08:45 PM,,DOT,Department of Transportation,Street Condition,Pothole,,11378,56-75 49 STREET,49 STREET,GALASSO PLACE,LONG ISLAND RAILROAD,,,ADDRESS,Maspeth,,N/A,Open,,,06/16/2015 03:08:45 PM,02 QUEENS,QUEENS,1006559,203717,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72580467476112,-73.919512496887,"(40.72580467476112, -73.919512496887)"
30859901,06/16/2015 03:08:24 PM,06/17/2015 03:12:35 PM,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,06/17/2015 03:08:24 PM,"The literature will be emailed within 24 hours. If it is not received, please call 311 and submit a new request.",06/16/2015 03:11:43 PM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30862447,06/16/2015 03:08:08 PM,06/16/2015 03:08:08 PM,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11238,444 FRANKLIN AVENUE,FRANKLIN AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,,06/16/2015 12:00:00 AM,03 BROOKLYN,BROOKLYN,996410,188296,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.683497438436056,-73.95615639450418,"(40.683497438436056, -73.95615639450418)"
30863566,06/16/2015 03:08:00 PM,,DSNY,Lot Cleaning,Vacant Lot,8 Request to Clean Vacant Lot,Lot,,,,,,BEACH CHANNEL DRIVE,ROCKAWAY BEACH BOULEVARD,INTERSECTION,,,N/A,Open,,,,14 QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
30860673,06/16/2015 03:07:53 PM,,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,10036,470 WEST 42 STREET,WEST 42 STREET,DYER AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,06/21/2015 03:07:53 PM,The Department of Parks and Recreation usually requires 5 days to review a request and determine the appropriate action. Please note your Service Request number for future reference.,,04 MANHATTAN,MANHATTAN,985686,215925,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75934060415511,-73.9948165211014,"(40.75934060415511, -73.9948165211014)"
30864248,06/16/2015 03:07:48 PM,,DPR,Department of Parks and Recreation,Animal in a Park,Removing Wildlife,Park,10457,,,,,,,,BRONX,,N/A,Open,06/26/2015 03:07:48 PM,The Department of Parks and Recreation usually requires 10 days to respond to this type of complaint. Please note your Service Request number for future reference.,,06 BRONX,BRONX,,,Crotona Park - Tremont Park,BRONX,Crotona Park - Tremont Park,X010A,,,7184301800,"Fulton, East Tremont and Arthur Avenues",BRONX,NY,10457,N,,,,,,,,,,,,,,
30866829,06/16/2015 03:07:28 PM,,HPD,Department of Housing Preservation and Development,HPD Literature Request,The ABCs of Housing - Spanish,,,,,,,,,,,,N/A,Open,06/23/2015 03:07:28 PM,The appropriate agency will fulfill this literature request within 7 days. Please allow additional time for delivery. Please note your Service Request number for future reference.,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30864898,06/16/2015 03:07:28 PM,06/16/2015 03:07:28 PM,DOB,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,,11355,149-06 41 AVENUE,41 AVENUE,,,,,ADDRESS,Flushing,,N/A,Open,,,06/16/2015 12:00:00 AM,07 QUEENS,QUEENS,1035343,217000,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76214368475287,-73.8155634897622,"(40.76214368475287, -73.8155634897622)"
30865599,06/16/2015 03:07:25 PM,06/17/2015 12:00:00 AM,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,10023,344 WEST   72 STREET,WEST   72 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,,06/17/2015 12:00:00 AM,07 MANHATTAN,MANHATTAN,988144,223600,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.780405739980225,-73.98593951782959,"(40.780405739980225, -73.98593951782959)"
30862505,06/16/2015 03:07:09 PM,06/16/2015 08:25:40 PM,NYPD,New York City Police Department,Animal Abuse,Neglected,Residential Building/House,10468,2701 GRAND CONCOURSE,GRAND CONCOURSE,EAST KINGSBRIDGE ROAD,EAST 196 STREET,,,ADDRESS,BRONX,,Precinct,Closed,06/16/2015 11:07:09 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/16/2015 08:25:40 PM,07 BRONX,BRONX,1013712,255265,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.867268865019774,-73.8934794219803,"(40.867268865019774, -73.8934794219803)"
30859332,06/16/2015 03:07:05 PM,06/16/2015 03:07:43 PM,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report,Street,10065,,,,,YORK AVENUE,EAST   68 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,Your report has been sent to the Taxi and Limousine Commission (TLC). You are not available to participate in a hearing so TLC cannot take any action against the driver or car service company. No further information will be available for your report.,06/16/2015 03:07:44 PM,08 MANHATTAN,MANHATTAN,996545,217731,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76428917713265,-73.95561586982379,"(40.76428917713265, -73.95561586982379)"
30865929,06/16/2015 03:07:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,FORDHAM RD E,3 AVE,INTERSECTION,,,N/A,Assigned,,,06/15/2015 03:07:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
30866978,06/16/2015 03:07:00 PM,,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11207,293 WYONA STREET,WYONA STREET,PITKIN AVE,BELMONT AVE,,,ADDRESS,BROOKLYN,,N/A,Started,,,06/16/2015 05:45:00 PM,05 BROOKLYN,BROOKLYN,1013971,184006,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.671680821159626,-73.89285812479193,"(40.671680821159626, -73.89285812479193)"
30863265,06/16/2015 03:06:58 PM,06/16/2015 03:06:58 PM,DOB,Department of Buildings,Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,,11377,43-28 53 STREET,53 STREET,,,,,ADDRESS,Woodside,,N/A,Open,,,06/16/2015 12:00:00 AM,02 QUEENS,QUEENS,1008730,210278,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74380725206093,-73.91165598891533,"(40.74380725206093, -73.91165598891533)"
30861627,06/16/2015 03:06:33 PM,06/17/2015 01:05:31 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11211,SOUTH 4TH STREET,SOUTH 4TH STREET,,,,,LATLONG,BROOKLYN,,Precinct,Closed,06/16/2015 11:06:33 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 01:05:31 AM,01 BROOKLYN,BROOKLYN,997216,197349,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7083446732396,-73.95323288724325,"(40.7083446732396, -73.95323288724325)"
30866857,06/16/2015 03:06:29 PM,,DOT,Department of Transportation,Street Condition,Cave-in,Street,11208,272 ETNA STREET,ETNA STREET,PINE STREET,CRESCENT STREET,,,ADDRESS,BROOKLYN,,N/A,Open,06/26/2015 03:06:29 PM,The Department of Transportation requires 10 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,05 BROOKLYN,BROOKLYN,1019261,189520,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.686796146258494,-73.87375946742775,"(40.686796146258494, -73.87375946742775)"
30859673,06/16/2015 03:06:09 PM,,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,11367,,,,,68 AVENUE,MAIN STREET,INTERSECTION,FLUSHING,,N/A,Open,07/06/2015 03:06:09 PM,The Department of Transportation requires 20 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,08 QUEENS,QUEENS,1032687,206486,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73330040629176,-73.82522686896588,"(40.73330040629176, -73.82522686896588)"
30859847,06/16/2015 03:06:05 PM,06/17/2015 07:06:33 AM,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,06/24/2015 07:00:48 AM,The literature you requested has been mailed to you. Please allow additional time for delivery.,06/17/2015 07:06:33 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30861430,06/16/2015 03:06:00 PM,,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,11237,84 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,SUYDAM ST,HART ST,,,ADDRESS,BROOKLYN,,N/A,Open,,,,04 BROOKLYN,BROOKLYN,1006593,196574,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70619877246929,-73.91941353840024,"(40.70619877246929, -73.91941353840024)"
30861464,06/16/2015 03:06:00 PM,06/16/2015 04:00:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,CARPENTER AVE,233 ST E,INTERSECTION,,,N/A,Closed,,,06/16/2015 04:00:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
30866239,06/16/2015 03:05:55 PM,06/17/2015 03:11:34 PM,DEP,One Stop Booth,DEP Literature Request,Customer Registration Form,,,,,,,,,,,,N/A,Closed,06/17/2015 03:05:55 PM,"The literature will be emailed within 24 hours. If it is not received, please call 311 and submit a new request.",06/16/2015 03:10:41 PM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30866257,06/16/2015 03:05:33 PM,06/16/2015 03:05:33 PM,DOB,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,,11355,41-87 MAIN STREET,MAIN STREET,,,,,ADDRESS,Flushing,,N/A,Open,,,06/16/2015 12:00:00 AM,07 QUEENS,QUEENS,1031776,214701,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.755853424547084,-73.82845593402627,"(40.755853424547084, -73.82845593402627)"
30865975,06/16/2015 03:05:02 PM,,DOT,Department of Transportation,Street Condition,Line/Marking - Faded,Street,11379,66-22 METRO AVENUE,METRO AVENUE,65 LANE,LONG ISLAND RAILROAD,,,ADDRESS,MIDDLE VILLAGE,,N/A,Assigned,07/16/2015 03:05:02 PM,The Department of Transportation requires 30 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,05 QUEENS,QUEENS,1014144,198833,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71237689858618,-73.89216867738108,"(40.71237689858618, -73.89216867738108)"
30866341,06/16/2015 03:05:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11691,310 BEACH   32 STREET,BEACH   32 STREET,,,,,ADDRESS,Far Rockaway,,N/A,Open,,,,14 QUEENS,QUEENS,1049601,156565,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59617006102394,-73.76468096052349,"(40.59617006102394, -73.76468096052349)"
30867431,06/16/2015 03:05:00 PM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,11215,461 6 STREET,6 STREET,6 AVE,7 AVE,,,ADDRESS,BROOKLYN,,N/A,Open,,,,06 BROOKLYN,BROOKLYN,989615,183012,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.66900077736653,-73.9806603773411,"(40.66900077736653, -73.9806603773411)"
