Date,Price,YTD,Citi,HSBC,Morgan Stanley,Nomura,JPMorgan,Credit Suisse,Macquarie,Barclays,Standard Chartered,BNP Paribas Equity Research,Jefferies,China International Capital Corp,BofAML,UBS,Goldman Sachs
6/20/2014,9.71,0.142352941,sell,overweight,Underwt/Cautious,buy,overweight,neutral,neutral,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
6/21/2014,9.71,0.142352941,sell,overweight,Underwt/Cautious,buy,overweight,neutral,neutral,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
6/22/2014,9.71,0.142352941,sell,overweight,Underwt/Cautious,buy,overweight,neutral,neutral,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
6/23/2014,9.66,0.136470588,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
6/24/2014,9.62,0.131764706,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
6/25/2014,9.58,0.127058824,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
6/26/2014,9.82,0.155294118,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
6/27/2014,9.75,0.147058824,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
6/28/2014,9.75,0.147058824,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
6/29/2014,9.75,0.147058824,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
6/30/2014,9.79,0.151764706,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/1/2014,9.79,0.151764706,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/2/2014,9.93,0.168235294,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/3/2014,9.81,0.154117647,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/4/2014,9.81,0.154117647,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/5/2014,9.81,0.154117647,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/6/2014,9.81,0.154117647,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/7/2014,9.78,0.150588235,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/8/2014,9.8,0.152941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/9/2014,9.65,0.135294118,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/10/2014,9.8,0.152941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/11/2014,9.91,0.165882353,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/12/2014,9.91,0.165882353,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/13/2014,9.91,0.165882353,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/14/2014,9.99,0.175294118,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/15/2014,10.08,0.185882353,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/16/2014,10.18,0.197647059,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/17/2014,10.16,0.195294118,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/18/2014,10.18,0.197647059,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/19/2014,10.18,0.197647059,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/20/2014,10.18,0.197647059,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/21/2014,10.16,0.195294118,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/22/2014,10.48,0.232941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/23/2014,10.8,0.270588235,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/24/2014,10.9,0.282352941,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/25/2014,10.82,0.272941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/26/2014,10.82,0.272941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/27/2014,10.82,0.272941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/28/2014,10.68,0.256470588,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,buy,Buy/Neutral
7/29/2014,10.44,0.228235294,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
7/30/2014,10.44,0.228235294,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
7/31/2014,10.18,0.197647059,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/1/2014,10.14,0.192941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/2/2014,10.14,0.192941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/3/2014,10.14,0.192941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/4/2014,10.1,0.188235294,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/5/2014,10.12,0.190588235,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/6/2014,10.12,0.190588235,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/7/2014,10.12,0.190588235,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/8/2014,10.24,0.204705882,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/9/2014,10.24,0.204705882,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/10/2014,10.24,0.204705882,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/11/2014,10.56,0.242352941,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/12/2014,10.8,0.270588235,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/13/2014,10.86,0.277647059,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/14/2014,10.68,0.256470588,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/15/2014,10.74,0.263529412,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/16/2014,10.74,0.263529412,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/17/2014,10.74,0.263529412,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/18/2014,10.76,0.265882353,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/19/2014,10.86,0.277647059,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/20/2014,10.76,0.265882353,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/21/2014,10.74,0.263529412,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/22/2014,10.88,0.28,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/23/2014,10.88,0.28,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/24/2014,10.88,0.28,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/25/2014,10.98,0.291764706,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/26/2014,11.24,0.322352941,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/27/2014,11.28,0.327058824,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/28/2014,10.96,0.289411765,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/29/2014,11,0.294117647,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/30/2014,11,0.294117647,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
8/31/2014,11,0.294117647,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/1/2014,11.22,0.32,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/2/2014,11.16,0.312941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/3/2014,11.5,0.352941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/4/2014,11.62,0.367058824,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/5/2014,11.48,0.350588235,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/6/2014,11.48,0.350588235,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/7/2014,11.48,0.350588235,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/8/2014,11.46,0.348235294,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/9/2014,11.46,0.348235294,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/10/2014,11.06,0.301176471,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/11/2014,10.68,0.256470588,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/12/2014,10.54,0.24,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/13/2014,10.54,0.24,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/14/2014,10.54,0.24,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/15/2014,10.44,0.228235294,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/16/2014,10.32,0.214117647,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/17/2014,10.72,0.261176471,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/18/2014,10.56,0.242352941,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/19/2014,10.52,0.237647059,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/20/2014,10.52,0.237647059,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/21/2014,10.52,0.237647059,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/22/2014,10.26,0.207058824,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/23/2014,10.2,0.2,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/24/2014,10.4,0.223529412,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/25/2014,10.4,0.223529412,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/26/2014,10.32,0.214117647,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/27/2014,10.32,0.214117647,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/28/2014,10.32,0.214117647,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/29/2014,10.1,0.188235294,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
9/30/2014,9.95,0.170588235,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/1/2014,9.95,0.170588235,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/2/2014,9.95,0.170588235,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/3/2014,10,0.176470588,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/4/2014,10,0.176470588,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/5/2014,10,0.176470588,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/6/2014,10.02,0.178823529,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/7/2014,10.08,0.185882353,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/8/2014,9.88,0.162352941,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/9/2014,9.93,0.168235294,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/10/2014,9.68,0.138823529,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/11/2014,9.68,0.138823529,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/12/2014,9.68,0.138823529,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/13/2014,9.57,0.125882353,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/14/2014,9.5,0.117647059,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/15/2014,9.32,0.096470588,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/16/2014,9.29,0.092941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/17/2014,9.38,0.103529412,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/18/2014,9.38,0.103529412,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/19/2014,9.38,0.103529412,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/20/2014,9.4,0.105882353,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/21/2014,9.36,0.101176471,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/22/2014,9.64,0.134117647,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/23/2014,9.6,0.129411765,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/24/2014,9.58,0.127058824,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/25/2014,9.58,0.127058824,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/26/2014,9.58,0.127058824,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/27/2014,9.46,0.112941176,sell,overweight,Underwt/Cautious,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/28/2014,9.57,0.125882353,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/29/2014,9.84,0.157647059,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,buy,buy,neutral,Buy/Neutral
10/30/2014,9.65,0.135294118,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
10/31/2014,9.71,0.142352941,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/1/2014,9.71,0.142352941,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/2/2014,9.71,0.142352941,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/3/2014,9.56,0.124705882,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/4/2014,9.6,0.129411765,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/5/2014,9.36,0.101176471,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/6/2014,9.31,0.095294118,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/7/2014,9.18,0.08,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/8/2014,9.18,0.08,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/9/2014,9.18,0.08,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/10/2014,9.21,0.083529412,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/11/2014,9.01,0.06,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/12/2014,9.05,0.064705882,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/13/2014,8.83,0.038823529,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/14/2014,8.68,0.021176471,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/15/2014,8.68,0.021176471,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/16/2014,8.68,0.021176471,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/17/2014,8.63,0.015294118,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/18/2014,8.54,0.004705882,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/19/2014,8.47,-0.003529412,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/20/2014,8.54,0.004705882,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/21/2014,8.7,0.023529412,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/22/2014,8.7,0.023529412,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/23/2014,8.7,0.023529412,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/24/2014,8.99,0.057647059,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/25/2014,8.77,0.031764706,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/26/2014,8.76,0.030588235,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/27/2014,8.7,0.023529412,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,buy,buy,hold,buy,neutral,Buy/Neutral
11/28/2014,8.41,-0.010588235,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,hold,buy,hold,buy,neutral,Buy/Neutral
11/29/2014,8.41,-0.010588235,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,hold,buy,hold,buy,neutral,Buy/Neutral
11/30/2014,8.41,-0.010588235,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,hold,buy,hold,buy,neutral,Buy/Neutral
12/1/2014,8.04,-0.054117647,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,hold,buy,hold,buy,neutral,Buy/Neutral
12/2/2014,8.19,-0.036470588,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,hold,buy,hold,buy,neutral,Buy/Neutral
12/3/2014,7.94,-0.065882353,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,outperform,hold,buy,hold,buy,sell,Buy/Neutral
12/4/2014,8.5,0,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,underperform,hold,buy,hold,buy,sell,Buy/Neutral
12/5/2014,8.64,0.016470588,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,underperform,hold,buy,hold,buy,sell,Buy/Neutral
12/6/2014,8.64,0.016470588,sell,overweight,Overwt/Attractive,buy,overweight,neutral,outperform,overweight,underperform,hold,buy,hold,buy,sell,Buy/Neutral
