customerid,datecreated,source,mailinglist,testgroup,orgid,parentid
3578,1388493821, GUEST_INVITE       ,0,0,31,8507
4037,1388501580, ORG_INVITE         ,0,0,108,6808
9642,1388508311, ORG_INVITE         ,0,0,10,9023
4666,1388516809, PERSONAL_PROJECTS  ,1,1,335,               NULL 
10515,1388518191, PERSONAL_PROJECTS  ,0,0,242,               NULL 
8430,1388521629, ORG_INVITE         ,0,0,132,2559
2405,1388531067, ORG_INVITE         ,0,0,97,10649
5982,1388540860, ORG_INVITE         ,0,0,9,465
908,1388549883, GUEST_INVITE       ,1,1,96,5247
6139,1388562859, GUEST_INVITE       ,0,0,98,509
2921,1388563622, ORG_INVITE         ,0,0,207,1826
7671,1388565620, PERSONAL_PROJECTS  ,0,0,3,               NULL 
11782,1388573216, PERSONAL_PROJECTS  ,0,0,269,               NULL 
11884,1388576849, GUEST_INVITE       ,0,0,4,3789
11157,1388581741, SIGNUP_GOOGLE_AUTH ,0,0,166,               NULL 
2093,1388584473, ORG_INVITE         ,0,0,223,11756
9383,1388588929, SIGNUP             ,0,0,221,               NULL 
6561,1388594948, PERSONAL_PROJECTS  ,0,1,114,               NULL 
1121,1388597276, ORG_INVITE         ,1,1,73,7840
6898,1388599307, PERSONAL_PROJECTS  ,0,0,1,               NULL 
46,1388601728, ORG_INVITE         ,0,0,127,2125
8907,1388602100, ORG_INVITE         ,0,1,53,2126
4208,1388607797, ORG_INVITE         ,0,0,140,7187
11930,1388607884, SIGNUP             ,0,0,80,               NULL 
3026,1388609885, ORG_INVITE         ,0,0,28,589
9092,1388615897, PERSONAL_PROJECTS  ,0,1,130,               NULL 
2278,1388618381, PERSONAL_PROJECTS  ,1,1,326,               NULL 
6217,1388620146, ORG_INVITE         ,0,0,7,2994
1495,1388623987, SIGNUP_GOOGLE_AUTH ,1,1,4,               NULL 
4573,1388626491, GUEST_INVITE       ,1,0,6,2787
1960,1388630996, ORG_INVITE         ,0,0,112,5344
10413,1388633603, ORG_INVITE         ,0,0,102,2700
8096,1388636545, SIGNUP_GOOGLE_AUTH ,0,0,111,               NULL 
1162,1388647493, PERSONAL_PROJECTS  ,1,1,304,               NULL 
6525,1388648474, ORG_INVITE         ,0,0,28,589
7105,1388655489, ORG_INVITE         ,1,0,191,389
9020,1388658409, SIGNUP             ,0,0,6,               NULL 
4140,1388662637, SIGNUP_GOOGLE_AUTH ,1,1,36,               NULL 
2076,1388677603, ORG_INVITE         ,0,0,128,8468
6883,1388682227, ORG_INVITE         ,0,0,395,2367
7152,1388690940, GUEST_INVITE       ,0,0,68,10913
5853,1388699488, ORG_INVITE         ,0,0,1,577
7955,1388704227, ORG_INVITE         ,0,0,411,4485
8141,1388705220, GUEST_INVITE       ,0,0,15,11145
6152,1388710625, GUEST_INVITE       ,0,0,17,10624
1065,1388715915, PERSONAL_PROJECTS  ,1,1,37,               NULL 
11582,1388716447, SIGNUP_GOOGLE_AUTH ,0,0,7,               NULL 
11429,1388719635, SIGNUP             ,0,1,406,               NULL 
3808,1388723795, PERSONAL_PROJECTS  ,1,1,119,               NULL 
9507,1388727058, PERSONAL_PROJECTS  ,1,0,178,               NULL 
2158,1388727199, ORG_INVITE         ,0,0,120,7718
11671,1388737771, ORG_INVITE         ,1,0,387,8602
9433,1388746820, ORG_INVITE         ,0,0,347,7643
6300,1388753444, ORG_INVITE         ,1,0,24,11337
5114,1388756294, ORG_INVITE         ,0,0,188,4141
9207,1388762333, SIGNUP_GOOGLE_AUTH ,0,0,192,               NULL 
592,1388763168, ORG_INVITE         ,0,0,165,10968
7427,1388772604, SIGNUP             ,0,0,3,               NULL 
9366,1388777090, GUEST_INVITE       ,1,0,278,6074
5072,1388777698, SIGNUP_GOOGLE_AUTH ,0,0,409,               NULL 
1236,1388778516, PERSONAL_PROJECTS  ,1,1,342,               NULL 
11798,1388783739, ORG_INVITE         ,0,0,355,9804
9145,1388787055, ORG_INVITE         ,0,0,278,10314
10284,1388790885, GUEST_INVITE       ,1,1,194,6575
8936,1388794850, PERSONAL_PROJECTS  ,0,0,405,               NULL 
533,1388796619, SIGNUP_GOOGLE_AUTH ,0,0,184,               NULL 
5690,1388806528, SIGNUP_GOOGLE_AUTH ,0,0,106,               NULL 
10448,1388810973, ORG_INVITE         ,0,0,387,8602
11841,1388817433, PERSONAL_PROJECTS  ,0,0,152,               NULL 
531,1388819511, ORG_INVITE         ,1,0,236,11744
1531,1388828528, GUEST_INVITE       ,0,0,247,1804
5511,1388830143, ORG_INVITE         ,0,0,86,9709
118,1388836242, GUEST_INVITE       ,1,1,12,6799
11597,1388836262, GUEST_INVITE       ,0,0,93,5785
1207,1388837004, ORG_INVITE         ,0,0,38,11768
3745,1388838110, GUEST_INVITE       ,0,0,24,9555
5620,1388841064, SIGNUP             ,0,0,4,               NULL 
6982,1388846762, SIGNUP_GOOGLE_AUTH ,0,0,276,               NULL 
440,1388849787, SIGNUP_GOOGLE_AUTH ,0,0,394,               NULL 
6055,1388850884, GUEST_INVITE       ,0,1,18,2927
5346,1388853359, GUEST_INVITE       ,0,1,3,11774
9007,1388854024, SIGNUP             ,0,0,86,               NULL 
9179,1388855410, PERSONAL_PROJECTS  ,1,1,310,               NULL 
10556,1388865144, ORG_INVITE         ,0,0,185,11083
10964,1388874115, ORG_INVITE         ,0,0,194,6575
2387,1388884733, SIGNUP             ,0,0,70,               NULL 
2601,1388888865, SIGNUP             ,1,0,277,               NULL 
541,1388893826, GUEST_INVITE       ,0,0,86,2608
6879,1388898942, GUEST_INVITE       ,0,0,1,7429
7347,1388902657, ORG_INVITE         ,0,0,195,8270
7418,1388909308, SIGNUP             ,0,0,114,               NULL 
1404,1388917678, GUEST_INVITE       ,0,0,189,9661
1302,1388921356, GUEST_INVITE       ,1,0,241,7275
10343,1388922357, ORG_INVITE         ,0,0,190,1469
576,1388930580, SIGNUP             ,1,1,147,               NULL 
9894,1388931064, PERSONAL_PROJECTS  ,1,1,1,               NULL 
7577,1388944141, SIGNUP             ,0,0,33,               NULL 
5209,1388945402, PERSONAL_PROJECTS  ,0,0,8,               NULL 
10610,1388956399, GUEST_INVITE       ,0,0,175,8029
3714,1388958371, SIGNUP_GOOGLE_AUTH ,0,0,84,               NULL 
2597,1388972389, ORG_INVITE         ,0,0,321,6445
7369,1388980427, SIGNUP             ,0,0,25,               NULL 
7891,1388991382, ORG_INVITE         ,0,0,33,3721
5160,1388993033, ORG_INVITE         ,1,0,370,6258
6792,1388994801, GUEST_INVITE       ,0,1,10,4655
1767,1388997694, SIGNUP             ,1,1,38,               NULL 
170,1389001069, ORG_INVITE         ,1,1,134,11484
1352,1389002688, PERSONAL_PROJECTS  ,0,0,404,               NULL 
8376,1389010131, ORG_INVITE         ,0,0,11,8726
10660,1389015169, SIGNUP_GOOGLE_AUTH ,0,0,58,               NULL 
5532,1389020293, ORG_INVITE         ,0,1,57,1055
7930,1389029840, ORG_INVITE         ,0,0,6,8792
498,1389032590, ORG_INVITE         ,0,0,296,1656
2551,1389035331, ORG_INVITE         ,0,0,0,5801
9333,1389035850, PERSONAL_PROJECTS  ,0,0,358,               NULL 
4007,1389046764, SIGNUP             ,0,0,0,               NULL 
5339,1389050905, GUEST_INVITE       ,1,1,49,1345
5967,1389057286, PERSONAL_PROJECTS  ,1,1,316,               NULL 
3140,1389062003, GUEST_INVITE       ,0,0,406,10184
10658,1389068792, SIGNUP_GOOGLE_AUTH ,0,0,10,               NULL 
7764,1389070082, SIGNUP_GOOGLE_AUTH ,1,0,26,               NULL 
1011,1389071542, ORG_INVITE         ,0,0,258,2333
5949,1389073012, ORG_INVITE         ,0,0,1,5151
2060,1389078298, SIGNUP             ,1,0,5,               NULL 
10062,1389079022, ORG_INVITE         ,0,0,119,10905
6207,1389083220, ORG_INVITE         ,0,0,89,8263
7724,1389086236, ORG_INVITE         ,1,0,223,860
1136,1389089300, ORG_INVITE         ,0,0,408,4585
847,1389101389, GUEST_INVITE       ,0,0,412,7667
4424,1389104233, ORG_INVITE         ,0,0,30,5521
7288,1389108482, GUEST_INVITE       ,0,0,159,10118
7674,1389110660, SIGNUP             ,0,0,64,               NULL 
6776,1389113511, ORG_INVITE         ,0,0,2,11704
8085,1389118468, ORG_INVITE         ,0,0,389,11450
5845,1389122661, SIGNUP             ,1,0,125,               NULL 
6547,1389123341, GUEST_INVITE       ,0,0,332,1280
8286,1389125804, SIGNUP             ,0,0,229,               NULL 
9489,1389127107, SIGNUP_GOOGLE_AUTH ,0,0,6,               NULL 
6335,1389129725, SIGNUP             ,1,0,9,               NULL 
6263,1389130002, SIGNUP             ,0,0,405,               NULL 
6726,1389130782, ORG_INVITE         ,0,0,161,11195
5156,1389132044, GUEST_INVITE       ,0,0,59,6698
10705,1389138502, ORG_INVITE         ,0,0,61,7023
10306,1389141222, PERSONAL_PROJECTS  ,0,0,4,               NULL 
9647,1389148377, GUEST_INVITE       ,0,0,31,4845
8282,1389152201, SIGNUP_GOOGLE_AUTH ,0,0,348,               NULL 
4382,1389155034, SIGNUP_GOOGLE_AUTH ,0,0,411,               NULL 
736,1389155060, ORG_INVITE         ,0,0,266,2269
8508,1389159946, PERSONAL_PROJECTS  ,0,0,241,               NULL 
6019,1389162753, GUEST_INVITE       ,0,0,326,7925
6505,1389166576, GUEST_INVITE       ,0,0,169,1972
8414,1389169842, SIGNUP_GOOGLE_AUTH ,0,0,238,               NULL 
1178,1389176681, GUEST_INVITE       ,0,0,165,10968
7903,1389183156, ORG_INVITE         ,0,0,28,4946
1630,1389192598, GUEST_INVITE       ,1,0,196,9223
8957,1389192945, GUEST_INVITE       ,0,0,10,6308
5668,1389203702, ORG_INVITE         ,0,0,0,5801
571,1389207760, SIGNUP_GOOGLE_AUTH ,1,1,12,               NULL 
3845,1389208967, GUEST_INVITE       ,1,1,157,4922
7700,1389212911, ORG_INVITE         ,0,0,242,4426
3150,1389214266, PERSONAL_PROJECTS  ,0,0,225,               NULL 
5420,1389220165, PERSONAL_PROJECTS  ,0,0,69,               NULL 
587,1389223110, ORG_INVITE         ,1,0,48,10329
8304,1389223397, GUEST_INVITE       ,0,0,413,1728
7728,1389234771, SIGNUP             ,1,1,361,               NULL 
6953,1389241305, ORG_INVITE         ,0,0,2,8870
1348,1389243055, ORG_INVITE         ,0,0,34,1381
1134,1389250375, SIGNUP             ,0,1,405,               NULL 
1102,1389250849, PERSONAL_PROJECTS  ,0,0,94,               NULL 
3981,1389259701, ORG_INVITE         ,0,0,18,10689
8833,1389263903, ORG_INVITE         ,0,0,2,4568
4532,1389268040, ORG_INVITE         ,0,0,9,6436
8198,1389276852, ORG_INVITE         ,1,0,76,8504
4286,1389278334, SIGNUP             ,1,0,152,               NULL 
5262,1389289433, ORG_INVITE         ,0,0,1,5929
843,1389290456, GUEST_INVITE       ,1,0,32,47
4811,1389294408, ORG_INVITE         ,0,0,277,1339
11132,1389296009, ORG_INVITE         ,1,1,241,8843
6022,1389302265, ORG_INVITE         ,0,0,81,6835
10058,1389305939, ORG_INVITE         ,0,0,155,9550
1739,1389306350, SIGNUP             ,0,0,89,               NULL 
494,1389306976, SIGNUP             ,0,0,330,               NULL 
484,1389309037, PERSONAL_PROJECTS  ,0,0,368,               NULL 
7965,1389309209, SIGNUP_GOOGLE_AUTH ,0,0,285,               NULL 
1968,1389311157, ORG_INVITE         ,0,0,4,1475
3655,1389320944, ORG_INVITE         ,0,0,218,2998
5549,1389333849, PERSONAL_PROJECTS  ,0,0,200,               NULL 
6474,1389335534, SIGNUP_GOOGLE_AUTH ,0,0,0,               NULL 
3410,1389339222, GUEST_INVITE       ,0,0,169,1972
7013,1389350220, SIGNUP             ,0,0,98,               NULL 
7193,1389351341, SIGNUP             ,0,0,73,               NULL 
10987,1389358256, SIGNUP_GOOGLE_AUTH ,0,0,310,               NULL 
2207,1389364121, PERSONAL_PROJECTS  ,0,0,10,               NULL 
6554,1389373131, PERSONAL_PROJECTS  ,1,1,250,               NULL 
6679,1389376161, ORG_INVITE         ,0,0,16,7012
3352,1389377432, SIGNUP_GOOGLE_AUTH ,0,1,345,               NULL 
10437,1389377985, GUEST_INVITE       ,1,0,397,10050
8761,1389388719, GUEST_INVITE       ,0,0,76,5177
3190,1389390666, SIGNUP_GOOGLE_AUTH ,0,0,167,               NULL 
10014,1389398508, GUEST_INVITE       ,0,0,3,11774
3069,1389400119, GUEST_INVITE       ,1,0,94,1525
2674,1389404548, GUEST_INVITE       ,0,0,40,4191
8676,1389408547, ORG_INVITE         ,1,0,403,8679
10486,1389408994, SIGNUP             ,1,1,4,               NULL 
1845,1389409455, ORG_INVITE         ,1,0,42,8068
7945,1389414745, SIGNUP             ,0,0,318,               NULL 
2638,1389414993, SIGNUP             ,0,0,350,               NULL 
4881,1389417892, PERSONAL_PROJECTS  ,0,0,400,               NULL 
1153,1389429921, ORG_INVITE         ,0,0,138,9899
7868,1389432895, GUEST_INVITE       ,0,0,56,6965
7078,1389438731, ORG_INVITE         ,0,0,148,6247
8224,1389439995, GUEST_INVITE       ,0,0,44,8849
3665,1389441624, GUEST_INVITE       ,0,0,45,4251
572,1389452971, SIGNUP             ,1,1,35,               NULL 
180,1389455170, SIGNUP             ,0,0,104,               NULL 
2461,1389455385, GUEST_INVITE       ,0,0,41,7322
3686,1389459402, PERSONAL_PROJECTS  ,1,1,378,               NULL 
4094,1389471739, PERSONAL_PROJECTS  ,0,0,411,               NULL 
5658,1389472947, ORG_INVITE         ,0,0,11,6882
8697,1389473190, ORG_INVITE         ,0,0,3,4104
7880,1389476747, PERSONAL_PROJECTS  ,0,0,65,               NULL 
8983,1389481332, SIGNUP             ,0,0,125,               NULL 
10443,1389487724, PERSONAL_PROJECTS  ,1,1,26,               NULL 
9915,1389487928, ORG_INVITE         ,0,0,329,778
8341,1389492855, SIGNUP             ,0,0,107,               NULL 
7453,1389493721, ORG_INVITE         ,0,0,311,348
11783,1389498160, SIGNUP             ,0,0,165,               NULL 
9533,1389503845, ORG_INVITE         ,0,0,378,4594
7015,1389506915, SIGNUP             ,0,0,248,               NULL 
4081,1389510208, GUEST_INVITE       ,0,0,291,5101
11967,1389514357, GUEST_INVITE       ,0,0,15,5688
880,1389515614, PERSONAL_PROJECTS  ,0,0,399,               NULL 
5803,1389517268, PERSONAL_PROJECTS  ,0,0,201,               NULL 
11662,1389519870, ORG_INVITE         ,1,0,306,3522
9189,1389527208, GUEST_INVITE       ,0,0,3,10370
4821,1389533256, PERSONAL_PROJECTS  ,0,0,24,               NULL 
2108,1389534707, ORG_INVITE         ,0,0,342,1953
1145,1389535235, SIGNUP_GOOGLE_AUTH ,0,0,3,               NULL 
3804,1389537139, GUEST_INVITE       ,0,1,10,2308
3459,1389550132, PERSONAL_PROJECTS  ,0,0,212,               NULL 
10339,1389554152, GUEST_INVITE       ,1,0,82,10628
7203,1389572678, GUEST_INVITE       ,0,0,202,7794
7049,1389601004, PERSONAL_PROJECTS  ,0,0,36,               NULL 
9114,1389604120, ORG_INVITE         ,1,0,1,10368
9683,1389611726, PERSONAL_PROJECTS  ,0,0,92,               NULL 
9807,1389612662, SIGNUP_GOOGLE_AUTH ,0,0,180,               NULL 
7645,1389612733, ORG_INVITE         ,1,0,99,4074
9454,1389613268, ORG_INVITE         ,0,0,83,6516
8455,1389620858, GUEST_INVITE       ,0,0,339,1084
3976,1389629250, ORG_INVITE         ,1,0,6,10735
4399,1389631224, SIGNUP             ,0,0,87,               NULL 
11276,1389646067, ORG_INVITE         ,0,0,16,7576
9344,1389648252, SIGNUP             ,1,1,116,               NULL 
11156,1389649845, ORG_INVITE         ,1,1,39,1484
6222,1389652016, SIGNUP             ,0,0,175,               NULL 
6290,1389653530, PERSONAL_PROJECTS  ,1,1,21,               NULL 
6985,1389659513, SIGNUP_GOOGLE_AUTH ,1,0,29,               NULL 
9240,1389662931, GUEST_INVITE       ,1,1,14,2735
6718,1389666449, PERSONAL_PROJECTS  ,0,0,140,               NULL 
6289,1389671957, PERSONAL_PROJECTS  ,0,0,323,               NULL 
1042,1389672455, GUEST_INVITE       ,1,1,38,7979
289,1389676415, PERSONAL_PROJECTS  ,1,1,185,               NULL 
6338,1389700979, GUEST_INVITE       ,0,1,33,11650
2402,1389704243, GUEST_INVITE       ,0,0,106,4976
1026,1389709143, ORG_INVITE         ,1,0,84,11994
6770,1389712599, SIGNUP             ,0,0,249,               NULL 
924,1389720111, SIGNUP_GOOGLE_AUTH ,0,0,214,               NULL 
27,1389720911, ORG_INVITE         ,0,0,134,4189
5876,1389724510, SIGNUP             ,1,1,5,               NULL 
1311,1389725541, SIGNUP             ,0,0,92,               NULL 
5061,1389728492, SIGNUP             ,1,0,214,               NULL 
6765,1389750741, PERSONAL_PROJECTS  ,0,0,114,               NULL 
2705,1389760878, ORG_INVITE         ,0,0,41,7322
10244,1389766297, SIGNUP             ,0,0,275,               NULL 
10079,1389767005, SIGNUP             ,0,0,8,               NULL 
3591,1389777602, PERSONAL_PROJECTS  ,1,1,235,               NULL 
10547,1389780075, GUEST_INVITE       ,1,1,387,4768
555,1389780205, ORG_INVITE         ,0,0,380,1931
931,1389784914, ORG_INVITE         ,0,0,94,10759
1550,1389794743, PERSONAL_PROJECTS  ,0,0,271,               NULL 
7225,1389804260, PERSONAL_PROJECTS  ,0,0,257,               NULL 
8437,1389807560, GUEST_INVITE       ,0,0,5,6493
10892,1389807744, SIGNUP_GOOGLE_AUTH ,0,0,178,               NULL 
6744,1389807838, ORG_INVITE         ,0,0,29,8804
7659,1389816496, PERSONAL_PROJECTS  ,1,1,339,               NULL 
2422,1389825053, SIGNUP             ,0,0,18,               NULL 
9542,1389837179, GUEST_INVITE       ,1,1,33,11650
3503,1389841835, ORG_INVITE         ,1,0,30,4031
9471,1389844555, GUEST_INVITE       ,0,0,29,719
3681,1389849613, GUEST_INVITE       ,0,0,57,9399
710,1389862462, PERSONAL_PROJECTS  ,1,1,146,               NULL 
4204,1389863041, ORG_INVITE         ,1,0,327,3470
11479,1389863789, ORG_INVITE         ,1,1,27,2486
6451,1389863824, ORG_INVITE         ,0,0,92,9265
11134,1389867089, ORG_INVITE         ,0,0,66,9579
7587,1389867704, GUEST_INVITE       ,0,0,100,10741
10455,1389875278, SIGNUP             ,0,0,61,               NULL 
840,1389875442, ORG_INVITE         ,0,0,271,3009
7399,1389880444, SIGNUP             ,0,0,339,               NULL 
1570,1389893089, SIGNUP             ,0,0,28,               NULL 
1379,1389904610, ORG_INVITE         ,0,0,13,8857
8075,1389911973, ORG_INVITE         ,0,0,371,10816
11590,1389913672, ORG_INVITE         ,0,0,14,6051
7625,1389914964, SIGNUP             ,0,0,181,               NULL 
933,1389925306, PERSONAL_PROJECTS  ,0,0,67,               NULL 
11280,1389926847, PERSONAL_PROJECTS  ,0,0,24,               NULL 
2481,1389928422, GUEST_INVITE       ,0,0,415,178
3495,1389928544, GUEST_INVITE       ,1,1,237,6917
6046,1389936142, ORG_INVITE         ,1,0,0,5999
5993,1389941320, GUEST_INVITE       ,1,0,229,10505
11343,1389942401, ORG_INVITE         ,1,1,106,9420
5285,1389942692, ORG_INVITE         ,0,0,66,9964
8904,1389943293, ORG_INVITE         ,1,0,126,5545
5710,1389947624, ORG_INVITE         ,0,0,60,2279
4758,1389957978, ORG_INVITE         ,0,0,251,10524
4795,1389958132, SIGNUP             ,0,0,14,               NULL 
11383,1389963531, ORG_INVITE         ,0,0,10,672
10746,1389967956, ORG_INVITE         ,0,0,52,11973
3693,1389978304, SIGNUP             ,0,0,31,               NULL 
2952,1389979220, SIGNUP             ,0,0,341,               NULL 
11245,1389981915, SIGNUP             ,1,1,68,               NULL 
3466,1389982017, SIGNUP_GOOGLE_AUTH ,0,0,14,               NULL 
8895,1389983862, GUEST_INVITE       ,1,1,406,9785
4071,1389986308, PERSONAL_PROJECTS  ,0,0,53,               NULL 
11646,1389987150, GUEST_INVITE       ,0,1,7,8197
8860,1389989558, ORG_INVITE         ,0,0,129,2042
9361,1389996566, SIGNUP_GOOGLE_AUTH ,0,0,52,               NULL 
3491,1390010318, GUEST_INVITE       ,0,1,41,3510
7182,1390012055, SIGNUP             ,0,0,313,               NULL 
6255,1390012658, SIGNUP             ,0,0,45,               NULL 
5032,1390013637, ORG_INVITE         ,0,0,2,2562
5567,1390023743, GUEST_INVITE       ,0,0,16,7012
11477,1390025906, PERSONAL_PROJECTS  ,0,0,283,               NULL 
1915,1390029023, PERSONAL_PROJECTS  ,0,0,13,               NULL 
11932,1390030135, GUEST_INVITE       ,0,0,181,5369
5504,1390030460, SIGNUP_GOOGLE_AUTH ,0,0,214,               NULL 
6994,1390043737, ORG_INVITE         ,0,0,110,5775
8149,1390043742, PERSONAL_PROJECTS  ,0,0,398,               NULL 
7983,1390062009, SIGNUP             ,1,0,409,               NULL 
3936,1390062425, GUEST_INVITE       ,1,1,354,8677
1685,1390064511, ORG_INVITE         ,0,0,123,2922
6428,1390066201, SIGNUP_GOOGLE_AUTH ,0,0,36,               NULL 
276,1390068705, ORG_INVITE         ,0,0,5,2610
6579,1390069300, PERSONAL_PROJECTS  ,0,0,28,               NULL 
7883,1390070579, ORG_INVITE         ,0,0,17,3795
4044,1390071925, SIGNUP_GOOGLE_AUTH ,1,0,305,               NULL 
2356,1390072785, SIGNUP             ,0,0,337,               NULL 
7711,1390079985, ORG_INVITE         ,0,0,147,4174
9143,1390083135, SIGNUP             ,0,0,318,               NULL 
7875,1390084078, GUEST_INVITE       ,0,0,0,4128
8766,1390088965, PERSONAL_PROJECTS  ,0,0,348,               NULL 
1584,1390095287, ORG_INVITE         ,1,1,108,6808
9801,1390108988, ORG_INVITE         ,0,0,366,473
383,1390115510, SIGNUP             ,0,1,7,               NULL 
6804,1390116107, ORG_INVITE         ,0,0,155,2318
7721,1390134807, SIGNUP             ,1,0,149,               NULL 
3632,1390139746, GUEST_INVITE       ,0,0,16,10270
1939,1390144006, PERSONAL_PROJECTS  ,0,0,5,               NULL 
4576,1390155231, SIGNUP             ,1,0,208,               NULL 
2851,1390157256, ORG_INVITE         ,0,0,217,6370
10760,1390165836, SIGNUP             ,0,0,158,               NULL 
7364,1390168588, SIGNUP             ,0,0,156,               NULL 
4163,1390171118, ORG_INVITE         ,0,0,41,1619
7191,1390178698, SIGNUP             ,0,0,9,               NULL 
6586,1390178838, PERSONAL_PROJECTS  ,0,0,56,               NULL 
1763,1390181051, ORG_INVITE         ,1,1,86,1037
8217,1390183298, ORG_INVITE         ,0,0,247,3455
5670,1390186462, ORG_INVITE         ,1,0,4,1217
11327,1390187309, SIGNUP             ,1,1,33,               NULL 
820,1390190441, SIGNUP_GOOGLE_AUTH ,0,0,335,               NULL 
4218,1390204018, GUEST_INVITE       ,0,0,364,3623
10933,1390211226, ORG_INVITE         ,1,1,82,3138
4087,1390223985, SIGNUP             ,1,0,225,               NULL 
8122,1390229432, ORG_INVITE         ,0,0,320,9400
6594,1390229819, SIGNUP_GOOGLE_AUTH ,1,0,355,               NULL 
7522,1390230072, SIGNUP_GOOGLE_AUTH ,0,0,145,               NULL 
2580,1390239430, GUEST_INVITE       ,0,0,102,4584
10939,1390239987, SIGNUP             ,0,0,97,               NULL 
8641,1390241846, SIGNUP_GOOGLE_AUTH ,1,0,146,               NULL 
459,1390251451, PERSONAL_PROJECTS  ,0,0,22,               NULL 
2191,1390252180, ORG_INVITE         ,0,0,275,331
8189,1390254580, ORG_INVITE         ,0,0,299,1810
11949,1390254690, GUEST_INVITE       ,0,0,156,3565
2573,1390262021, GUEST_INVITE       ,0,0,323,6664
3189,1390264108, PERSONAL_PROJECTS  ,0,0,135,               NULL 
4124,1390267612, ORG_INVITE         ,0,0,7,4506
7300,1390269812, GUEST_INVITE       ,1,0,349,8365
6897,1390271741, PERSONAL_PROJECTS  ,0,0,379,               NULL 
9836,1390273414, SIGNUP             ,0,0,286,               NULL 
1610,1390275881, PERSONAL_PROJECTS  ,0,0,80,               NULL 
5863,1390276202, GUEST_INVITE       ,0,0,2,11517
9620,1390281387, ORG_INVITE         ,0,0,109,6317
9613,1390282891, SIGNUP_GOOGLE_AUTH ,0,0,1,               NULL 
3975,1390283298, SIGNUP_GOOGLE_AUTH ,1,1,64,               NULL 
2088,1390285001, ORG_INVITE         ,1,0,167,9412
8946,1390286176, SIGNUP_GOOGLE_AUTH ,0,0,256,               NULL 
7774,1390293896, SIGNUP             ,1,1,165,               NULL 
439,1390297230, PERSONAL_PROJECTS  ,0,0,5,               NULL 
6011,1390298480, SIGNUP             ,1,0,178,               NULL 
2833,1390303809, ORG_INVITE         ,0,0,59,1814
2140,1390319673, GUEST_INVITE       ,0,0,29,2053
3512,1390339094, PERSONAL_PROJECTS  ,1,1,345,               NULL 
10543,1390360115, ORG_INVITE         ,1,0,302,3353
11481,1390361404, ORG_INVITE         ,0,0,230,1944
1235,1390361487, ORG_INVITE         ,0,0,354,8677
10421,1390365108, SIGNUP_GOOGLE_AUTH ,0,0,33,               NULL 
10521,1390370199, GUEST_INVITE       ,0,0,242,4426
5663,1390372289, SIGNUP_GOOGLE_AUTH ,1,0,206,               NULL 
10246,1390372354, PERSONAL_PROJECTS  ,0,0,259,               NULL 
1573,1390375266, GUEST_INVITE       ,1,1,98,1427
2859,1390375805, SIGNUP_GOOGLE_AUTH ,0,1,145,               NULL 
6062,1390378816, PERSONAL_PROJECTS  ,1,1,303,               NULL 
68,1390379071, SIGNUP_GOOGLE_AUTH ,1,0,5,               NULL 
1363,1390385253, GUEST_INVITE       ,0,0,123,4449
7937,1390391658, SIGNUP             ,0,0,2,               NULL 
5953,1390391785, SIGNUP             ,0,0,328,               NULL 
3581,1390395418, GUEST_INVITE       ,0,0,3,5477
696,1390399103, PERSONAL_PROJECTS  ,0,0,210,               NULL 
10983,1390401029, ORG_INVITE         ,0,0,20,1356
4466,1390403204, GUEST_INVITE       ,1,0,400,7899
7800,1390417617, ORG_INVITE         ,0,0,76,4400
8083,1390426992, GUEST_INVITE       ,1,0,211,5609
5750,1390436622, ORG_INVITE         ,0,0,0,7477
1993,1390438971, PERSONAL_PROJECTS  ,0,0,152,               NULL 
2926,1390439249, ORG_INVITE         ,0,0,123,2922
135,1390443803, ORG_INVITE         ,0,0,313,6271
3143,1390445557, ORG_INVITE         ,0,0,187,7189
601,1390445839, SIGNUP             ,0,0,8,               NULL 
5722,1390451604, SIGNUP             ,1,1,280,               NULL 
318,1390453358, PERSONAL_PROJECTS  ,0,0,47,               NULL 
11733,1390453768, GUEST_INVITE       ,1,0,12,2423
31,1390454502, SIGNUP             ,0,0,283,               NULL 
11699,1390455243, GUEST_INVITE       ,1,1,367,8397
8311,1390455458, ORG_INVITE         ,0,0,20,2432
7295,1390460649, SIGNUP_GOOGLE_AUTH ,0,0,1,               NULL 
10870,1390467495, SIGNUP             ,1,1,63,               NULL 
9524,1390468985, ORG_INVITE         ,0,0,31,8914
10115,1390475688, SIGNUP_GOOGLE_AUTH ,0,0,146,               NULL 
3866,1390482651, SIGNUP_GOOGLE_AUTH ,0,0,7,               NULL 
1755,1390495853, ORG_INVITE         ,0,0,312,2380
941,1390496385, PERSONAL_PROJECTS  ,0,0,25,               NULL 
10356,1390498153, ORG_INVITE         ,0,0,73,7840
9485,1390506408, PERSONAL_PROJECTS  ,0,0,207,               NULL 
11092,1390517399, PERSONAL_PROJECTS  ,1,1,310,               NULL 
11621,1390517670, SIGNUP_GOOGLE_AUTH ,1,1,32,               NULL 
5633,1390525696, ORG_INVITE         ,0,0,23,6645
1048,1390535353, ORG_INVITE         ,0,0,118,9434
5862,1390535591, SIGNUP             ,0,0,142,               NULL 
6254,1390540268, ORG_INVITE         ,0,0,8,684
5652,1390541138, ORG_INVITE         ,0,0,145,7170
7473,1390543448, SIGNUP             ,0,1,0,               NULL 
